	Rhodotorula_mucilaginosa_TFCN_25-331D-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00003028	TFCN25331D1_004058-T1	DBVPG3775_000046-T1
GF00003029	TFCN25331D1_004060-T1	DBVPG3775_000044-T1
GF00003030	TFCN25331D1_004061-T1	DBVPG3775_000043-T1
GF00003031	TFCN25331D1_011203-T1	DBVPG3775_000042-T1
GF00003032	TFCN25331D1_011204-T1	DBVPG3775_000041-T1
GF00003033	TFCN25331D1_011205-T1	DBVPG3775_000040-T1
GF00003034	TFCN25331D1_004736-T1	DBVPG3775_005255-T1
GF00003035	TFCN25331D1_004202-T1	DBVPG3775_005253-T1
GF00003036	TFCN25331D1_004731-T1	DBVPG3775_005250-T1
GF00003037	TFCN25331D1_004206-T1	DBVPG3775_005249-T1
GF00003038	TFCN25331D1_004728-T1	DBVPG3775_005247-T1
GF00003039	TFCN25331D1_004209-T1	DBVPG3775_005246-T1
GF00003040	TFCN25331D1_004210-T1	DBVPG3775_005245-T1
GF00003041	TFCN25331D1_004212-T1	DBVPG3775_005243-T1
GF00003042	TFCN25331D1_004213-T1	DBVPG3775_005242-T1
GF00003043	TFCN25331D1_004214-T1	DBVPG3775_005241-T1
GF00003044	TFCN25331D1_004215-T1	DBVPG3775_005240-T1
GF00003045	TFCN25331D1_004216-T1	DBVPG3775_005239-T1
GF00003046	TFCN25331D1_004218-T1	DBVPG3775_005237-T1
GF00003047	TFCN25331D1_004219-T1	DBVPG3775_005236-T1
GF00003048	TFCN25331D1_004223-T1	DBVPG3775_005232-T1
GF00003049	TFCN25331D1_004228-T1	DBVPG3775_005227-T1
GF00003050	TFCN25331D1_004707-T1	DBVPG3775_005226-T1
GF00003051	TFCN25331D1_004230-T1	DBVPG3775_005225-T1
GF00003052	TFCN25331D1_004232-T1	DBVPG3775_005224-T1
GF00003053	TFCN25331D1_004233-T1	DBVPG3775_005223-T1
GF00003054	TFCN25331D1_004234-T1	DBVPG3775_005222-T1
GF00003055	TFCN25331D1_004701-T1	DBVPG3775_005221-T1
GF00003056	TFCN25331D1_004237-T1	DBVPG3775_005219-T1
GF00003057	TFCN25331D1_004698-T1	DBVPG3775_005218-T1
GF00003058	TFCN25331D1_004239-T1	DBVPG3775_005217-T1
GF00003059	TFCN25331D1_004240-T1	DBVPG3775_005216-T1
GF00003060	TFCN25331D1_004242-T1	DBVPG3775_005214-T1
GF00003061	TFCN25331D1_004692-T1	DBVPG3775_005213-T1
GF00003062	TFCN25331D1_004244-T1	DBVPG3775_005212-T1
GF00003063	TFCN25331D1_004245-T1	DBVPG3775_005211-T1
GF00003064	TFCN25331D1_004246-T1	DBVPG3775_005210-T1
GF00003065	TFCN25331D1_004688-T1	DBVPG3775_005209-T1
GF00003066	TFCN25331D1_004687-T1	DBVPG3775_005208-T1
GF00003067	TFCN25331D1_004249-T1	DBVPG3775_005207-T1
GF00003068	TFCN25331D1_004679-T1	DBVPG3775_005201-T1
GF00003069	TFCN25331D1_004257-T1	DBVPG3775_005200-T1
GF00003070	TFCN25331D1_004258-T1	DBVPG3775_005199-T1
GF00003071	TFCN25331D1_004263-T1	DBVPG3775_005193-T1
GF00003072	TFCN25331D1_004265-T1	DBVPG3775_005191-T1
GF00003073	TFCN25331D1_004266-T1	DBVPG3775_005190-T1
GF00003074	TFCN25331D1_004668-T1	DBVPG3775_005189-T1
GF00003075	TFCN25331D1_004268-T1	DBVPG3775_005188-T1
GF00003076	TFCN25331D1_004269-T1	DBVPG3775_005187-T1
GF00003077	TFCN25331D1_004665-T1	DBVPG3775_005186-T1
GF00003078	TFCN25331D1_004271-T1	DBVPG3775_005185-T1
GF00003079	TFCN25331D1_004272-T1	DBVPG3775_005184-T1
GF00003080	TFCN25331D1_004273-T1	DBVPG3775_005183-T1
GF00003081	TFCN25331D1_004274-T1	DBVPG3775_005182-T1
GF00003082	TFCN25331D1_004275-T1	DBVPG3775_005181-T1
GF00003083	TFCN25331D1_004276-T1	DBVPG3775_005180-T1
GF00003084	TFCN25331D1_004277-T1	DBVPG3775_005179-T1
GF00003085	TFCN25331D1_004278-T1	DBVPG3775_005178-T1
GF00003086	TFCN25331D1_004283-T1	DBVPG3775_005173-T1
GF00003087	TFCN25331D1_004284-T1	DBVPG3775_005172-T1
GF00003088	TFCN25331D1_004286-T1	DBVPG3775_005170-T1
GF00003089	TFCN25331D1_004287-T1	DBVPG3775_005169-T1
GF00003090	TFCN25331D1_004648-T1	DBVPG3775_005168-T1
GF00003091	TFCN25331D1_004647-T1	DBVPG3775_005167-T1
GF00003092	TFCN25331D1_004291-T1	DBVPG3775_005165-T1
GF00003093	TFCN25331D1_004292-T1	DBVPG3775_005164-T1
GF00003094	TFCN25331D1_004297-T1	DBVPG3775_005161-T1
GF00003095	TFCN25331D1_004298-T1	DBVPG3775_005160-T1
GF00003096	TFCN25331D1_004633-T1	DBVPG3775_005154-T1
GF00003097	TFCN25331D1_004305-T1	DBVPG3775_005153-T1
GF00003098	TFCN25331D1_004306-T1	DBVPG3775_005152-T1
GF00003099	TFCN25331D1_004307-T1	DBVPG3775_005151-T1
GF00003100	TFCN25331D1_004629-T1	DBVPG3775_005149-T1
GF00003101	TFCN25331D1_004310-T1	DBVPG3775_005148-T1
GF00003102	TFCN25331D1_004311-T1	DBVPG3775_005147-T1
GF00003103	TFCN25331D1_004312-T1	DBVPG3775_005146-T1
GF00003104	TFCN25331D1_004313-T1	DBVPG3775_007126-T1
GF00003105	TFCN25331D1_004316-T1	DBVPG3775_007130-T1
GF00003106	TFCN25331D1_007900-T1	DBVPG3775_002663-T1
GF00003107	TFCN25331D1_004319-T1	DBVPG3775_007133-T1
GF00003108	TFCN25331D1_004617-T1	DBVPG3775_007136-T1
GF00003109	TFCN25331D1_004323-T1	DBVPG3775_007137-T1
GF00003110	TFCN25331D1_004324-T1	DBVPG3775_007138-T1
GF00003111	TFCN25331D1_004325-T1	DBVPG3775_007139-T1
GF00003112	TFCN25331D1_004326-T1	DBVPG3775_007140-T1
GF00003113	TFCN25331D1_004327-T1	DBVPG3775_007141-T1
GF00003114	TFCN25331D1_004328-T1	DBVPG3775_007142-T1
GF00003115	TFCN25331D1_004330-T1	DBVPG3775_007145-T1
GF00003116	TFCN25331D1_004340-T1	DBVPG3775_007153-T1
GF00003117	TFCN25331D1_004600-T1	DBVPG3775_007154-T1
GF00003118	TFCN25331D1_004342-T1	DBVPG3775_007155-T1
GF00003119	TFCN25331D1_004347-T1	DBVPG3775_007160-T1
GF00003120	TFCN25331D1_004348-T1	DBVPG3775_007161-T1
GF00003121	TFCN25331D1_004350-T1	DBVPG3775_007163-T1
GF00003122	TFCN25331D1_004351-T1	DBVPG3775_007164-T1
GF00003123	TFCN25331D1_004353-T1	DBVPG3775_002879-T1
GF00003124	TFCN25331D1_012748-T1	DBVPG3775_002882-T1
GF00003125	TFCN25331D1_012749-T1	DBVPG3775_002883-T1
GF00003126	TFCN25331D1_004358-T1	DBVPG3775_002884-T1
GF00003127	TFCN25331D1_004360-T1	DBVPG3775_002886-T1
GF00003128	TFCN25331D1_012753-T1	DBVPG3775_002887-T1
GF00003129	TFCN25331D1_004362-T1	DBVPG3775_002888-T1
GF00003130	TFCN25331D1_012761-T1	DBVPG3775_002894-T1
GF00003131	TFCN25331D1_009366-T1	DBVPG3775_004699-T1
GF00003132	TFCN25331D1_012760-T1	DBVPG3775_002893-T1
GF00003133	TFCN25331D1_004369-T1	DBVPG3775_002895-T1
GF00003134	TFCN25331D1_004471-T1	DBVPG3775_003716-T1
GF00003135	TFCN25331D1_004472-T1	DBVPG3775_003715-T1
GF00003136	TFCN25331D1_004473-T1	DBVPG3775_003714-T1
GF00003137	TFCN25331D1_005516-T1	DBVPG3775_003713-T1
GF00003138	TFCN25331D1_005515-T1	DBVPG3775_003712-T1
GF00003139	TFCN25331D1_004477-T1	DBVPG3775_003710-T1
GF00003140	TFCN25331D1_005508-T1	DBVPG3775_003705-T1
GF00003141	TFCN25331D1_004487-T1	DBVPG3775_003702-T1
GF00003142	TFCN25331D1_005505-T1	DBVPG3775_003701-T1
GF00003143	TFCN25331D1_004489-T1	DBVPG3775_003700-T1
GF00003144	TFCN25331D1_004492-T1	DBVPG3775_003695-T1
GF00003145	TFCN25331D1_004493-T1	DBVPG3775_003694-T1
GF00003146	TFCN25331D1_004494-T1	DBVPG3775_003693-T1
GF00003147	TFCN25331D1_004495-T1	DBVPG3775_003692-T1
GF00003148	TFCN25331D1_004498-T1	DBVPG3775_003687-T1
GF00003149	TFCN25331D1_004501-T1	DBVPG3775_005042-T1
GF00003150	TFCN25331D1_006595-T1	DBVPG3775_005040-T1
GF00003151	TFCN25331D1_006598-T1	DBVPG3775_005037-T1
GF00003152	TFCN25331D1_004507-T1	DBVPG3775_005036-T1
GF00003153	TFCN25331D1_004508-T1	DBVPG3775_005035-T1
GF00003154	TFCN25331D1_006603-T1	DBVPG3775_005032-T1
GF00003155	TFCN25331D1_006604-T1	DBVPG3775_005031-T1
GF00003156	TFCN25331D1_006605-T1	DBVPG3775_005030-T1
GF00003157	TFCN25331D1_004514-T1	DBVPG3775_005029-T1
GF00003158	TFCN25331D1_006607-T1	DBVPG3775_005028-T1
GF00003159	TFCN25331D1_004516-T1	DBVPG3775_005027-T1
GF00003160	TFCN25331D1_006611-T1	DBVPG3775_005025-T1
GF00003161	TFCN25331D1_004519-T1	DBVPG3775_005024-T1
GF00003162	TFCN25331D1_004520-T1	DBVPG3775_005023-T1
GF00003163	TFCN25331D1_004524-T1	DBVPG3775_005019-T1
GF00003164	TFCN25331D1_006618-T1	DBVPG3775_005018-T1
GF00003165	TFCN25331D1_006644-T1	DBVPG3775_004991-T1
GF00003166	TFCN25331D1_006643-T1	DBVPG3775_004992-T1
GF00003167	TFCN25331D1_006642-T1	DBVPG3775_004993-T1
GF00003168	TFCN25331D1_006641-T1	DBVPG3775_004994-T1
GF00003169	TFCN25331D1_004531-T1	DBVPG3775_004995-T1
GF00003170	TFCN25331D1_006639-T1	DBVPG3775_004996-T1
GF00003171	TFCN25331D1_006638-T1	DBVPG3775_004997-T1
GF00003172	TFCN25331D1_006636-T1	DBVPG3775_004999-T1
GF00003173	TFCN25331D1_004536-T1	DBVPG3775_005000-T1
GF00003174	TFCN25331D1_004538-T1	DBVPG3775_005003-T1
GF00003175	TFCN25331D1_006632-T1	DBVPG3775_005004-T1
GF00003176	TFCN25331D1_004540-T1	DBVPG3775_005005-T1
GF00003177	TFCN25331D1_006629-T1	DBVPG3775_005007-T1
GF00003178	TFCN25331D1_004544-T1	DBVPG3775_005009-T1
GF00003179	TFCN25331D1_006625-T1	DBVPG3775_005011-T1
GF00003180	TFCN25331D1_006624-T1	DBVPG3775_005012-T1
GF00003181	TFCN25331D1_006621-T1	DBVPG3775_005015-T1
GF00003182	TFCN25331D1_006620-T1	DBVPG3775_005016-T1
GF00003183	TFCN25331D1_004555-T1	DBVPG3775_004990-T1
GF00003184	TFCN25331D1_006647-T1	DBVPG3775_004988-T1
GF00003185	TFCN25331D1_006651-T1	DBVPG3775_004984-T1
GF00003186	TFCN25331D1_004561-T1	DBVPG3775_004983-T1
GF00003187	TFCN25331D1_004566-T1	DBVPG3775_004979-T1
GF00003188	TFCN25331D1_006656-T1	DBVPG3775_004978-T1
GF00003189	TFCN25331D1_004569-T1	DBVPG3775_004976-T1
GF00003190	TFCN25331D1_004570-T1	DBVPG3775_004975-T1
GF00003191	TFCN25331D1_006663-T1	DBVPG3775_004974-T1
GF00003192	TFCN25331D1_004574-T1	
GF00003193	TFCN25331D1_006664-T1	DBVPG3775_004973-T1
GF00003194	TFCN25331D1_004578-T1	DBVPG3775_004967-T1
GF00003195	TFCN25331D1_006679-T1	DBVPG3775_004955-T1
GF00003196	TFCN25331D1_006681-T1	DBVPG3775_004953-T1
GF00003197	TFCN25331D1_006682-T1	DBVPG3775_004952-T1
GF00003198	TFCN25331D1_004588-T1	DBVPG3775_004950-T1
GF00003199	TFCN25331D1_004589-T1	DBVPG3775_004949-T1
GF00003200	TFCN25331D1_005993-T1	DBVPG3775_006311-T1
GF00003201	TFCN25331D1_005017-T1	DBVPG3775_001886-T1
GF00003202	TFCN25331D1_005018-T1	DBVPG3775_001885-T1
GF00003203	TFCN25331D1_005019-T1	DBVPG3775_001884-T1
GF00003204	TFCN25331D1_005020-T1	DBVPG3775_001883-T1
GF00003205	TFCN25331D1_005021-T1	DBVPG3775_001882-T1
GF00003206	TFCN25331D1_010681-T1	DBVPG3775_001879-T1
GF00003207	TFCN25331D1_005025-T1	DBVPG3775_001878-T1
GF00003208	TFCN25331D1_005026-T1	DBVPG3775_001877-T1
GF00003209	TFCN25331D1_005027-T1	DBVPG3775_001876-T1
GF00003210	TFCN25331D1_010685-T1	DBVPG3775_001875-T1
GF00003211	TFCN25331D1_005029-T1	DBVPG3775_001874-T1
GF00003212	TFCN25331D1_005032-T1	DBVPG3775_001871-T1
GF00003213	TFCN25331D1_005033-T1	DBVPG3775_001870-T1
GF00003214	TFCN25331D1_005034-T1	DBVPG3775_001869-T1
GF00003215	TFCN25331D1_005035-T1	DBVPG3775_001868-T1
GF00003216	TFCN25331D1_005036-T1	DBVPG3775_001867-T1
GF00003217	TFCN25331D1_010699-T1	DBVPG3775_001865-T1
GF00003218	TFCN25331D1_005039-T1	DBVPG3775_001864-T1
GF00003219	TFCN25331D1_005040-T1	DBVPG3775_001863-T1
GF00003220	TFCN25331D1_005041-T1	DBVPG3775_001862-T1
GF00003221	TFCN25331D1_005042-T1	DBVPG3775_001861-T1
GF00003222	TFCN25331D1_005044-T1	DBVPG3775_001859-T1
GF00003223	TFCN25331D1_005045-T1	DBVPG3775_001858-T1
GF00003224	TFCN25331D1_005046-T1	DBVPG3775_001857-T1
GF00003225	TFCN25331D1_005047-T1	DBVPG3775_001856-T1
GF00003226	TFCN25331D1_010712-T1	DBVPG3775_001850-T1
GF00003227	TFCN25331D1_005053-T1	DBVPG3775_001849-T1
GF00003228	TFCN25331D1_005054-T1	DBVPG3775_001848-T1
GF00003229	TFCN25331D1_013157-T1	DBVPG3775_001844-T1
GF00003230	TFCN25331D1_013159-T1	DBVPG3775_001842-T1
GF00003231	TFCN25331D1_005061-T1	DBVPG3775_001841-T1
GF00003232	TFCN25331D1_013161-T1	DBVPG3775_001840-T1
GF00003233	TFCN25331D1_005070-T1	DBVPG3775_001833-T1
GF00003234	TFCN25331D1_005073-T1	DBVPG3775_001829-T1
GF00003235	TFCN25331D1_005079-T1	DBVPG3775_001824-T1
GF00003236	TFCN25331D1_008748-T1	DBVPG3775_001823-T1
GF00003237	TFCN25331D1_012470-T1	DBVPG3775_002751-T1
GF00003238	TFCN25331D1_005082-T1	DBVPG3775_001821-T1
GF00003239	TFCN25331D1_005083-T1	DBVPG3775_001820-T1
GF00003240	TFCN25331D1_005084-T1	DBVPG3775_001819-T1
GF00003241	TFCN25331D1_005088-T1	DBVPG3775_001815-T1
GF00003242	TFCN25331D1_005092-T1	DBVPG3775_001812-T1
GF00003243	TFCN25331D1_005093-T1	DBVPG3775_001811-T1
GF00003244	TFCN25331D1_005095-T1	DBVPG3775_001809-T1
GF00003245	TFCN25331D1_005096-T1	DBVPG3775_001808-T1
GF00003246	TFCN25331D1_005097-T1	DBVPG3775_001807-T1
GF00003247	TFCN25331D1_008730-T1	DBVPG3775_001805-T1
GF00003248	TFCN25331D1_005104-T1	DBVPG3775_001801-T1
GF00003249	TFCN25331D1_012789-T1	DBVPG3775_003970-T1
GF00003250	TFCN25331D1_005105-T1	DBVPG3775_001800-T1
GF00003251	TFCN25331D1_005110-T1	DBVPG3775_001794-T1
GF00003252	TFCN25331D1_008718-T1	DBVPG3775_001791-T1
GF00003253	TFCN25331D1_008717-T1	DBVPG3775_001790-T1
GF00003254	TFCN25331D1_005115-T1	DBVPG3775_001789-T1
GF00003255	TFCN25331D1_005116-T1	DBVPG3775_001788-T1
GF00003256	TFCN25331D1_005117-T1	DBVPG3775_001787-T1
GF00003257	TFCN25331D1_008713-T1	DBVPG3775_001786-T1
GF00003258	TFCN25331D1_008712-T1	DBVPG3775_001784-T1
GF00003259	TFCN25331D1_005121-T1	DBVPG3775_001782-T1
GF00003260	TFCN25331D1_008709-T1	DBVPG3775_001781-T1
GF00003261	TFCN25331D1_005123-T1	DBVPG3775_001780-T1
GF00003262	TFCN25331D1_008707-T1	DBVPG3775_001779-T1
GF00003263	TFCN25331D1_005125-T1	DBVPG3775_001778-T1
GF00003264	TFCN25331D1_005126-T1	DBVPG3775_001777-T1
GF00003265	TFCN25331D1_008704-T1	DBVPG3775_001776-T1
GF00003266	TFCN25331D1_005130-T1	DBVPG3775_001774-T1
GF00003267	TFCN25331D1_008700-T1	DBVPG3775_001771-T1
GF00003268	TFCN25331D1_005134-T1	DBVPG3775_001770-T1
GF00003269	TFCN25331D1_008698-T1	DBVPG3775_001769-T1
GF00003270	TFCN25331D1_005136-T1	DBVPG3775_001768-T1
GF00003271	TFCN25331D1_010010-T1	DBVPG3775_006214-T1
GF00003272	TFCN25331D1_005141-T1	DBVPG3775_001763-T1
GF00003273	TFCN25331D1_005142-T1	DBVPG3775_001762-T1
GF00003274	TFCN25331D1_005143-T1	DBVPG3775_001761-T1
GF00003275	TFCN25331D1_005144-T1	DBVPG3775_001760-T1
GF00003276	TFCN25331D1_005146-T1	DBVPG3775_001758-T1
GF00003277	TFCN25331D1_011105-T1	DBVPG3775_002603-T1
GF00003278	TFCN25331D1_005151-T1	DBVPG3775_002604-T1
GF00003279	TFCN25331D1_005154-T1	DBVPG3775_002607-T1
GF00003280	TFCN25331D1_005158-T1	DBVPG3775_002611-T1
GF00003281	TFCN25331D1_005159-T1	DBVPG3775_002612-T1
GF00003282	TFCN25331D1_011097-T1	DBVPG3775_002613-T1
GF00003283	TFCN25331D1_005161-T1	DBVPG3775_002614-T1
GF00003284	TFCN25331D1_005162-T1	DBVPG3775_002615-T1
GF00003285	TFCN25331D1_011092-T1	DBVPG3775_002619-T1
GF00003286	TFCN25331D1_011091-T1	DBVPG3775_002620-T1
GF00003287	TFCN25331D1_005170-T1	DBVPG3775_002624-T1
GF00003288	TFCN25331D1_011085-T1	DBVPG3775_002627-T1
GF00003289	TFCN25331D1_005174-T1	DBVPG3775_002628-T1
GF00003290	TFCN25331D1_011083-T1	DBVPG3775_002629-T1
GF00003291	TFCN25331D1_011082-T1	DBVPG3775_002630-T1
GF00003292	TFCN25331D1_005177-T1	DBVPG3775_002631-T1
GF00003293	TFCN25331D1_011080-T1	DBVPG3775_002632-T1
GF00003294	TFCN25331D1_005180-T1	DBVPG3775_002634-T1
GF00003295	TFCN25331D1_005181-T1	DBVPG3775_002635-T1
GF00003296	TFCN25331D1_005182-T1	DBVPG3775_002636-T1
GF00003297	TFCN25331D1_005184-T1	DBVPG3775_002638-T1
GF00003298	TFCN25331D1_005185-T1	DBVPG3775_002639-T1
GF00003299	TFCN25331D1_005186-T1	DBVPG3775_002640-T1
GF00003300	TFCN25331D1_005187-T1	DBVPG3775_002641-T1
GF00003301	TFCN25331D1_005188-T1	DBVPG3775_002642-T1
GF00003302	TFCN25331D1_005222-T1	DBVPG3775_002675-T1
GF00003303	TFCN25331D1_005190-T1	DBVPG3775_002644-T1
GF00003304	TFCN25331D1_007881-T1	DBVPG3775_002645-T1
GF00003305	TFCN25331D1_005192-T1	DBVPG3775_002646-T1
GF00003306	TFCN25331D1_007883-T1	DBVPG3775_002647-T1
GF00003307	TFCN25331D1_005194-T1	DBVPG3775_002648-T1
GF00003308	TFCN25331D1_005195-T1	DBVPG3775_002649-T1
GF00003309	TFCN25331D1_005196-T1	DBVPG3775_002650-T1
GF00003310	TFCN25331D1_007887-T1	DBVPG3775_002651-T1
GF00003311	TFCN25331D1_007889-T1	DBVPG3775_002653-T1
GF00003312	TFCN25331D1_007890-T1	DBVPG3775_002654-T1
GF00003313	TFCN25331D1_005202-T1	DBVPG3775_002656-T1
GF00003314	TFCN25331D1_005203-T1	DBVPG3775_002657-T1
GF00003315	TFCN25331D1_005205-T1	DBVPG3775_002659-T1
GF00003316	TFCN25331D1_005206-T1	DBVPG3775_002660-T1
GF00003317	TFCN25331D1_012866-T1	DBVPG3775_007025-T1
GF00003318	TFCN25331D1_005207-T1	DBVPG3775_002661-T1
GF00003319	TFCN25331D1_005208-T1	DBVPG3775_002662-T1
GF00003320	TFCN25331D1_005216-T1	DBVPG3775_002669-T1
GF00003321	TFCN25331D1_007906-T1	DBVPG3775_002670-T1
GF00003322	TFCN25331D1_005218-T1	DBVPG3775_002671-T1
GF00003323	TFCN25331D1_005220-T1	DBVPG3775_002673-T1
GF00003324	TFCN25331D1_005221-T1	DBVPG3775_002674-T1
GF00003325	TFCN25331D1_005225-T1	DBVPG3775_002678-T1
GF00003326	TFCN25331D1_007915-T1	DBVPG3775_002679-T1
GF00003327	TFCN25331D1_007916-T1	DBVPG3775_002680-T1
GF00003328	TFCN25331D1_005229-T1	DBVPG3775_002682-T1
GF00003329	TFCN25331D1_007920-T1	DBVPG3775_002683-T1
GF00003330	TFCN25331D1_005231-T1	DBVPG3775_002684-T1
GF00003331	TFCN25331D1_005232-T1	DBVPG3775_002685-T1
GF00003332	TFCN25331D1_005233-T1	DBVPG3775_002686-T1
GF00003333	TFCN25331D1_007924-T1	DBVPG3775_002687-T1
GF00003334	TFCN25331D1_005235-T1	DBVPG3775_002688-T1
GF00003335	TFCN25331D1_005236-T1	DBVPG3775_002689-T1
GF00003336	TFCN25331D1_005238-T1	DBVPG3775_002691-T1
GF00003337	TFCN25331D1_005239-T1	DBVPG3775_002692-T1
GF00003338	TFCN25331D1_005240-T1	DBVPG3775_002693-T1
GF00003339	TFCN25331D1_005243-T1	DBVPG3775_002696-T1
GF00003340	TFCN25331D1_005244-T1	DBVPG3775_002698-T1
GF00003341	TFCN25331D1_005245-T1	DBVPG3775_002699-T1
GF00003342	TFCN25331D1_007937-T1	DBVPG3775_002702-T1
GF00003343	TFCN25331D1_005249-T1	DBVPG3775_002703-T1
GF00003344	TFCN25331D1_005250-T1	DBVPG3775_002704-T1
GF00003345	TFCN25331D1_005251-T1	DBVPG3775_002705-T1
GF00003346	TFCN25331D1_012037-T1	DBVPG3775_007461-T1
GF00003347	TFCN25331D1_005253-T1	DBVPG3775_002707-T1
GF00003348	TFCN25331D1_005254-T1	DBVPG3775_002708-T1
GF00003349	TFCN25331D1_007944-T1	DBVPG3775_002709-T1
GF00003350	TFCN25331D1_005355-T1	DBVPG3775_004430-T1
GF00003351	TFCN25331D1_005384-T1	DBVPG3775_002731-T1
GF00003352	TFCN25331D1_012991-T1	DBVPG3775_002732-T1
GF00003353	TFCN25331D1_012992-T1	DBVPG3775_002733-T1
GF00003354	TFCN25331D1_005387-T1	DBVPG3775_002734-T1
GF00003355	TFCN25331D1_005388-T1	DBVPG3775_002735-T1
GF00003356	TFCN25331D1_005390-T1	DBVPG3775_002737-T1
GF00003357	TFCN25331D1_012459-T1	DBVPG3775_002739-T1
GF00003358	TFCN25331D1_012460-T1	DBVPG3775_002740-T1
GF00003359	TFCN25331D1_005394-T1	DBVPG3775_002741-T1
GF00003360	TFCN25331D1_012479-T1	DBVPG3775_002758-T1
GF00003361	TFCN25331D1_012480-T1	DBVPG3775_002759-T1
GF00003362	TFCN25331D1_005400-T1	DBVPG3775_002760-T1
GF00003363	TFCN25331D1_005401-T1	DBVPG3775_002761-T1
GF00003364	TFCN25331D1_005402-T1	DBVPG3775_002762-T1
GF00003365	TFCN25331D1_005403-T1	DBVPG3775_002763-T1
GF00003366	TFCN25331D1_005406-T1	DBVPG3775_002765-T1
GF00003367	TFCN25331D1_005407-T1	DBVPG3775_002766-T1
GF00003368	TFCN25331D1_005408-T1	DBVPG3775_002767-T1
GF00003369	TFCN25331D1_005409-T1	DBVPG3775_002769-T1
GF00003370	TFCN25331D1_013091-T1	DBVPG3775_002768-T1
GF00003371	TFCN25331D1_013089-T1	DBVPG3775_002770-T1
GF00003372	TFCN25331D1_013088-T1	DBVPG3775_002771-T1
GF00003373	TFCN25331D1_005413-T1	DBVPG3775_002772-T1
GF00003374	TFCN25331D1_013086-T1	DBVPG3775_002773-T1
GF00003375	TFCN25331D1_013085-T1	DBVPG3775_002774-T1
GF00003376	TFCN25331D1_013083-T1	DBVPG3775_002776-T1
GF00003377	TFCN25331D1_005417-T1	DBVPG3775_002777-T1
GF00003378	TFCN25331D1_013081-T1	DBVPG3775_002778-T1
GF00003379	TFCN25331D1_013080-T1	DBVPG3775_002779-T1
GF00003380	TFCN25331D1_005420-T1	DBVPG3775_002780-T1
GF00003381	TFCN25331D1_005421-T1	DBVPG3775_002781-T1
GF00003382	TFCN25331D1_013195-T1	DBVPG3775_002784-T1
GF00003383	TFCN25331D1_005428-T1	DBVPG3775_002785-T1
GF00003384	TFCN25331D1_005429-T1	DBVPG3775_002786-T1
GF00003385	TFCN25331D1_013199-T1	DBVPG3775_002788-T1
GF00003386	TFCN25331D1_013203-T1	DBVPG3775_002792-T1
GF00003387	TFCN25331D1_005435-T1	DBVPG3775_002793-T1
GF00003388	TFCN25331D1_013205-T1	DBVPG3775_002795-T1
GF00003389	TFCN25331D1_005437-T1	DBVPG3775_002796-T1
GF00003390	TFCN25331D1_013207-T1	DBVPG3775_002797-T1
GF00003391	TFCN25331D1_008815-T1	DBVPG3775_002800-T1
GF00003392	TFCN25331D1_008817-T1	DBVPG3775_002803-T1
GF00003393	TFCN25331D1_008818-T1	DBVPG3775_002804-T1
GF00003394	TFCN25331D1_008819-T1	DBVPG3775_002805-T1
GF00003395	TFCN25331D1_008820-T1	DBVPG3775_002806-T1
GF00003396	TFCN25331D1_008822-T1	DBVPG3775_002808-T1
GF00003397	TFCN25331D1_008824-T1	DBVPG3775_002810-T1
GF00003398	TFCN25331D1_006408-T1	DBVPG3775_006991-T1
GF00003399	TFCN25331D1_008828-T1	DBVPG3775_002814-T1
GF00003400	TFCN25331D1_008829-T1	DBVPG3775_002815-T1
GF00003401	TFCN25331D1_008830-T1	DBVPG3775_002816-T1
GF00003402	TFCN25331D1_005456-T1	DBVPG3775_002817-T1
GF00003403	TFCN25331D1_010363-T1	DBVPG3775_004641-T1
GF00003404	TFCN25331D1_005457-T1	DBVPG3775_002818-T1
GF00003405	TFCN25331D1_005458-T1	DBVPG3775_002819-T1
GF00003406	TFCN25331D1_005459-T1	DBVPG3775_002820-T1
GF00003407	TFCN25331D1_005470-T1	DBVPG3775_002876-T1
GF00003408	TFCN25331D1_005471-T1	DBVPG3775_002875-T1
GF00003409	TFCN25331D1_005472-T1	DBVPG3775_002874-T1
GF00003410	TFCN25331D1_013013-T1	DBVPG3775_002873-T1
GF00003411	TFCN25331D1_013012-T1	DBVPG3775_002872-T1
GF00003412	TFCN25331D1_013011-T1	DBVPG3775_002871-T1
GF00003413	TFCN25331D1_005476-T1	DBVPG3775_002870-T1
GF00003414	TFCN25331D1_005478-T1	DBVPG3775_002868-T1
GF00003415	TFCN25331D1_005479-T1	DBVPG3775_002867-T1
GF00003416	TFCN25331D1_013006-T1	DBVPG3775_002866-T1
GF00003417	TFCN25331D1_013005-T1	DBVPG3775_002865-T1
GF00003418	TFCN25331D1_005482-T1	DBVPG3775_002864-T1
GF00003419	TFCN25331D1_013003-T1	DBVPG3775_002863-T1
GF00003420	TFCN25331D1_005484-T1	DBVPG3775_002862-T1
GF00003421	TFCN25331D1_013001-T1	DBVPG3775_002861-T1
GF00003422	TFCN25331D1_012999-T1	DBVPG3775_002860-T1
GF00003423	TFCN25331D1_007153-T1	DBVPG3775_003718-T1
GF00003424	TFCN25331D1_005522-T1	DBVPG3775_003719-T1
GF00003425	TFCN25331D1_007156-T1	DBVPG3775_003721-T1
