	Rhodotorula_mucilaginosa_TFCN_17-337P-5.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00002956	TFCN17337P5_003915-T1, TFCN17337P5_005053-T1	DBVPG3775_003121-T1
GF00002957	TFCN17337P5_003916-T1, TFCN17337P5_005052-T1	DBVPG3775_003122-T1
GF00002958	TFCN17337P5_003917-T1, TFCN17337P5_005051-T1	DBVPG3775_003123-T1
GF00002959	TFCN17337P5_003918-T1, TFCN17337P5_005050-T1	DBVPG3775_003124-T1
GF00002960	TFCN17337P5_003919-T1, TFCN17337P5_005049-T1	DBVPG3775_003125-T1
GF00002961	TFCN17337P5_003921-T1, TFCN17337P5_005047-T1	DBVPG3775_003127-T1
GF00002962	TFCN17337P5_003922-T1, TFCN17337P5_005046-T1	DBVPG3775_003128-T1
GF00002963	TFCN17337P5_003923-T1, TFCN17337P5_005045-T1	DBVPG3775_003129-T1
GF00002964	TFCN17337P5_003924-T1, TFCN17337P5_005044-T1	DBVPG3775_003130-T1
GF00002965	TFCN17337P5_003934-T1, TFCN17337P5_005036-T1	DBVPG3775_003139-T1
GF00002966	TFCN17337P5_003935-T1, TFCN17337P5_005035-T1	DBVPG3775_003140-T1
GF00002967	TFCN17337P5_003936-T1, TFCN17337P5_005034-T1	DBVPG3775_003141-T1
GF00002968	TFCN17337P5_003939-T1, TFCN17337P5_013518-T1	DBVPG3775_003144-T1
GF00002969	TFCN17337P5_003940-T1, TFCN17337P5_013517-T1	DBVPG3775_003145-T1
GF00002970	TFCN17337P5_003941-T1, TFCN17337P5_013516-T1	DBVPG3775_003146-T1
GF00002971	TFCN17337P5_003943-T1, TFCN17337P5_013515-T1	DBVPG3775_003148-T1
GF00002972	TFCN17337P5_003945-T1, TFCN17337P5_013513-T1	DBVPG3775_003150-T1
GF00002973	TFCN17337P5_003946-T1, TFCN17337P5_013512-T1	DBVPG3775_003151-T1
GF00002974	TFCN17337P5_003949-T1, TFCN17337P5_013509-T1	DBVPG3775_003154-T1
GF00002975	TFCN17337P5_003950-T1, TFCN17337P5_013508-T1	DBVPG3775_003155-T1
GF00002976	TFCN17337P5_003952-T1, TFCN17337P5_013506-T1	DBVPG3775_003157-T1
GF00002977	TFCN17337P5_003953-T1, TFCN17337P5_013505-T1	DBVPG3775_003158-T1
GF00002978	TFCN17337P5_003954-T1, TFCN17337P5_013504-T1	DBVPG3775_003159-T1
GF00002979	TFCN17337P5_003955-T1, TFCN17337P5_013503-T1	DBVPG3775_003160-T1
GF00002980	TFCN17337P5_003956-T1, TFCN17337P5_013502-T1	DBVPG3775_003161-T1
GF00002981	TFCN17337P5_003964-T1, TFCN17337P5_004191-T1	DBVPG3775_001639-T1
GF00002982	TFCN17337P5_003966-T1, TFCN17337P5_004189-T1	DBVPG3775_001641-T1
GF00002983	TFCN17337P5_003967-T1, TFCN17337P5_004188-T1	DBVPG3775_001642-T1
GF00002984	TFCN17337P5_003968-T1, TFCN17337P5_004187-T1	DBVPG3775_001643-T1
GF00002985	TFCN17337P5_003969-T1, TFCN17337P5_004186-T1	DBVPG3775_001644-T1
GF00002986	TFCN17337P5_003970-T1, TFCN17337P5_004185-T1	DBVPG3775_001645-T1
GF00002987	TFCN17337P5_003971-T1, TFCN17337P5_004184-T1	DBVPG3775_001646-T1
GF00002988	TFCN17337P5_003972-T1, TFCN17337P5_004183-T1	DBVPG3775_001647-T1
GF00002989	TFCN17337P5_003973-T1, TFCN17337P5_004182-T1	DBVPG3775_001648-T1
GF00002990	TFCN17337P5_013084-T1, TFCN17337P5_013282-T1	DBVPG3775_007038-T1
GF00002991	TFCN17337P5_003976-T1, TFCN17337P5_004179-T1	DBVPG3775_001651-T1
GF00002992	TFCN17337P5_003977-T1, TFCN17337P5_004178-T1	DBVPG3775_001652-T1
GF00002993	TFCN17337P5_003978-T1, TFCN17337P5_004177-T1	DBVPG3775_001653-T1
GF00002994	TFCN17337P5_003979-T1, TFCN17337P5_004176-T1	DBVPG3775_001654-T1
GF00002995	TFCN17337P5_003982-T1, TFCN17337P5_004174-T1	DBVPG3775_001656-T1
GF00002996	TFCN17337P5_006764-T1, TFCN17337P5_005793-T1	DBVPG3775_005742-T1
GF00002997	TFCN17337P5_003984-T1, TFCN17337P5_004172-T1	DBVPG3775_001658-T1
GF00002998	TFCN17337P5_003985-T1, TFCN17337P5_004171-T1	DBVPG3775_001659-T1
GF00002999	TFCN17337P5_003986-T1, TFCN17337P5_004170-T1	DBVPG3775_001660-T1
GF00003000	TFCN17337P5_003987-T1, TFCN17337P5_004169-T1	DBVPG3775_001661-T1
GF00003001	TFCN17337P5_003989-T1, TFCN17337P5_004167-T1	DBVPG3775_001663-T1
GF00003002	TFCN17337P5_003990-T1, TFCN17337P5_004166-T1	DBVPG3775_001664-T1
GF00003003	TFCN17337P5_003991-T1, TFCN17337P5_004165-T1	DBVPG3775_001665-T1
GF00003004	TFCN17337P5_003992-T1, TFCN17337P5_004164-T1	DBVPG3775_001666-T1
GF00003005	TFCN17337P5_003997-T1, TFCN17337P5_004160-T1	DBVPG3775_001672-T1
GF00003006	TFCN17337P5_003999-T1, TFCN17337P5_004158-T1	DBVPG3775_001673-T1
GF00003007	TFCN17337P5_004000-T1, TFCN17337P5_004157-T1	DBVPG3775_001674-T1
GF00003008	TFCN17337P5_004004-T1, TFCN17337P5_004153-T1	DBVPG3775_001678-T1
GF00003009	TFCN17337P5_004005-T1, TFCN17337P5_004152-T1	DBVPG3775_001679-T1
GF00003010	TFCN17337P5_004006-T1, TFCN17337P5_004151-T1	DBVPG3775_001680-T1
GF00003011	TFCN17337P5_004007-T1, TFCN17337P5_004150-T1	DBVPG3775_001681-T1
GF00003012	TFCN17337P5_004008-T1, TFCN17337P5_004149-T1	DBVPG3775_001682-T1
GF00003013	TFCN17337P5_004009-T1, TFCN17337P5_004148-T1	DBVPG3775_001683-T1
GF00003014	TFCN17337P5_004010-T1, TFCN17337P5_004147-T1	DBVPG3775_001684-T1
GF00003015	TFCN17337P5_004015-T1, TFCN17337P5_004141-T1	DBVPG3775_001689-T1
GF00003016	TFCN17337P5_004019-T1, TFCN17337P5_004144-T1	DBVPG3775_001693-T1
GF00003017	TFCN17337P5_004020-T1, TFCN17337P5_004145-T1	DBVPG3775_001694-T1
GF00003018	TFCN17337P5_004021-T1, TFCN17337P5_004138-T1	DBVPG3775_001695-T1
GF00003019	TFCN17337P5_004022-T1, TFCN17337P5_004137-T1	DBVPG3775_001696-T1
GF00003020	TFCN17337P5_004023-T1, TFCN17337P5_004136-T1	DBVPG3775_001697-T1
GF00003021	TFCN17337P5_004026-T1, TFCN17337P5_004134-T1	DBVPG3775_001700-T1
GF00003022	TFCN17337P5_004027-T1, TFCN17337P5_004133-T1	DBVPG3775_001701-T1
GF00003023	TFCN17337P5_004031-T1, TFCN17337P5_004131-T1	DBVPG3775_001703-T1
GF00003024	TFCN17337P5_004032-T1, TFCN17337P5_004130-T1	DBVPG3775_001704-T1
GF00003025	TFCN17337P5_004037-T1, TFCN17337P5_004126-T1	DBVPG3775_001707-T1
GF00003026	TFCN17337P5_004038-T1, TFCN17337P5_004125-T1	DBVPG3775_001708-T1
GF00003027	TFCN17337P5_004039-T1, TFCN17337P5_004124-T1	DBVPG3775_001709-T1
GF00003028	TFCN17337P5_004040-T1, TFCN17337P5_004123-T1	DBVPG3775_001710-T1
GF00003029	TFCN17337P5_004041-T1, TFCN17337P5_004122-T1	DBVPG3775_001711-T1
GF00003030	TFCN17337P5_004042-T1, TFCN17337P5_004121-T1	DBVPG3775_001712-T1
GF00003031	TFCN17337P5_004043-T1, TFCN17337P5_004120-T1	DBVPG3775_001713-T1
GF00003032	TFCN17337P5_004045-T1, TFCN17337P5_004119-T1	DBVPG3775_001715-T1
GF00003033	TFCN17337P5_004046-T1, TFCN17337P5_004118-T1	DBVPG3775_001716-T1
GF00003034	TFCN17337P5_004053-T1, TFCN17337P5_004114-T1	DBVPG3775_001721-T1
GF00003035	TFCN17337P5_004056-T1, TFCN17337P5_004111-T1	DBVPG3775_001724-T1
GF00003036	TFCN17337P5_004057-T1, TFCN17337P5_004110-T1	DBVPG3775_001725-T1
GF00003037	TFCN17337P5_004058-T1, TFCN17337P5_004109-T1	DBVPG3775_001726-T1
GF00003038	TFCN17337P5_004059-T1, TFCN17337P5_004108-T1	DBVPG3775_001727-T1
GF00003039	TFCN17337P5_004061-T1, TFCN17337P5_004106-T1	DBVPG3775_001729-T1
GF00003040	TFCN17337P5_004062-T1, TFCN17337P5_004105-T1	DBVPG3775_001730-T1
GF00003041	TFCN17337P5_004064-T1, TFCN17337P5_004103-T1	DBVPG3775_001732-T1
GF00003042	TFCN17337P5_004065-T1, TFCN17337P5_004102-T1	DBVPG3775_001733-T1
GF00003043	TFCN17337P5_004067-T1, TFCN17337P5_004100-T1	DBVPG3775_001735-T1
GF00003044	TFCN17337P5_004068-T1, TFCN17337P5_004099-T1	DBVPG3775_001736-T1
GF00003045	TFCN17337P5_004069-T1, TFCN17337P5_004098-T1	DBVPG3775_001737-T1
GF00003046	TFCN17337P5_004070-T1, TFCN17337P5_004097-T1	DBVPG3775_001738-T1
GF00003047	TFCN17337P5_004071-T1, TFCN17337P5_004096-T1	DBVPG3775_001739-T1
GF00003048	TFCN17337P5_004074-T1, TFCN17337P5_004093-T1	DBVPG3775_001742-T1
GF00003049	TFCN17337P5_004076-T1, TFCN17337P5_004090-T1	DBVPG3775_001745-T1
GF00003050	TFCN17337P5_004077-T1, TFCN17337P5_004089-T1	DBVPG3775_001746-T1
GF00003051	TFCN17337P5_004080-T1, TFCN17337P5_004086-T1	DBVPG3775_001749-T1
GF00003052	TFCN17337P5_004081-T1, TFCN17337P5_004085-T1	DBVPG3775_001750-T1
GF00003053	TFCN17337P5_004622-T1, TFCN17337P5_007897-T1	DBVPG3775_000512-T1
GF00003054	TFCN17337P5_004325-T1, TFCN17337P5_005407-T1	DBVPG3775_003718-T1
GF00003055	TFCN17337P5_004326-T1, TFCN17337P5_005408-T1	DBVPG3775_003719-T1
GF00003056	TFCN17337P5_004327-T1, TFCN17337P5_005409-T1	DBVPG3775_003720-T1
GF00003057	TFCN17337P5_004328-T1, TFCN17337P5_005410-T1	DBVPG3775_003721-T1
GF00003058	TFCN17337P5_004329-T1, TFCN17337P5_005411-T1	DBVPG3775_003722-T1
GF00003059	TFCN17337P5_004330-T1, TFCN17337P5_005412-T1	DBVPG3775_003723-T1
GF00003060	TFCN17337P5_004333-T1, TFCN17337P5_005415-T1	DBVPG3775_003726-T1
GF00003061	TFCN17337P5_004334-T1, TFCN17337P5_005416-T1	DBVPG3775_003727-T1
GF00003062	TFCN17337P5_004335-T1, TFCN17337P5_005417-T1	DBVPG3775_003735-T1
GF00003063	TFCN17337P5_004337-T1, TFCN17337P5_005420-T1	DBVPG3775_003737-T1
GF00003064	TFCN17337P5_004340-T1, TFCN17337P5_005423-T1	DBVPG3775_003740-T1
GF00003065	TFCN17337P5_004345-T1, TFCN17337P5_005428-T1	DBVPG3775_003745-T1
GF00003066	TFCN17337P5_004346-T1, TFCN17337P5_005429-T1	DBVPG3775_003746-T1
GF00003067	TFCN17337P5_004348-T1, TFCN17337P5_005431-T1	DBVPG3775_003748-T1
GF00003068	TFCN17337P5_004349-T1, TFCN17337P5_005432-T1	DBVPG3775_003749-T1
GF00003069	TFCN17337P5_004350-T1, TFCN17337P5_005433-T1	DBVPG3775_003750-T1
GF00003070	TFCN17337P5_004353-T1, TFCN17337P5_005435-T1	DBVPG3775_003752-T1
GF00003071	TFCN17337P5_004354-T1, TFCN17337P5_005436-T1	DBVPG3775_003753-T1
GF00003072	TFCN17337P5_004355-T1, TFCN17337P5_005437-T1	DBVPG3775_003754-T1
GF00003073	TFCN17337P5_004357-T1, TFCN17337P5_005439-T1	DBVPG3775_003756-T1
GF00003074	TFCN17337P5_004358-T1, TFCN17337P5_005440-T1	DBVPG3775_003757-T1
GF00003075	TFCN17337P5_004359-T1, TFCN17337P5_005441-T1	DBVPG3775_003758-T1
GF00003076	TFCN17337P5_004361-T1, TFCN17337P5_005442-T1	DBVPG3775_003760-T1
GF00003077	TFCN17337P5_004362-T1, TFCN17337P5_005443-T1	DBVPG3775_003761-T1
GF00003078	TFCN17337P5_004364-T1, TFCN17337P5_005445-T1	DBVPG3775_003763-T1
GF00003079	TFCN17337P5_004365-T1, TFCN17337P5_005446-T1	DBVPG3775_003764-T1
GF00003080	TFCN17337P5_004366-T1, TFCN17337P5_005447-T1	DBVPG3775_003765-T1
GF00003081	TFCN17337P5_004370-T1, TFCN17337P5_005451-T1	DBVPG3775_003769-T1
GF00003082	TFCN17337P5_004372-T1, TFCN17337P5_005453-T1	DBVPG3775_003771-T1
GF00003083	TFCN17337P5_004373-T1, TFCN17337P5_005454-T1	DBVPG3775_003772-T1
GF00003084	TFCN17337P5_004375-T1, TFCN17337P5_005457-T1	DBVPG3775_003775-T1
GF00003085	TFCN17337P5_004377-T1, TFCN17337P5_005459-T1	DBVPG3775_003777-T1
GF00003086	TFCN17337P5_004378-T1, TFCN17337P5_005460-T1	DBVPG3775_003778-T1
GF00003087	TFCN17337P5_004380-T1, TFCN17337P5_005462-T1	DBVPG3775_003780-T1
GF00003088	TFCN17337P5_004385-T1, TFCN17337P5_005466-T1	DBVPG3775_003783-T1
GF00003089	TFCN17337P5_004386-T1, TFCN17337P5_005467-T1	DBVPG3775_003784-T1
GF00003090	TFCN17337P5_004388-T1, TFCN17337P5_005469-T1	DBVPG3775_003786-T1
GF00003091	TFCN17337P5_004389-T1, TFCN17337P5_005470-T1	DBVPG3775_003787-T1
GF00003092	TFCN17337P5_004390-T1, TFCN17337P5_005471-T1	DBVPG3775_003788-T1
GF00003093	TFCN17337P5_004395-T1, TFCN17337P5_005476-T1	DBVPG3775_003793-T1
GF00003094	TFCN17337P5_004397-T1, TFCN17337P5_005478-T1	DBVPG3775_003795-T1
GF00003095	TFCN17337P5_004398-T1, TFCN17337P5_005479-T1	DBVPG3775_003796-T1
GF00003096	TFCN17337P5_004399-T1, TFCN17337P5_005480-T1	DBVPG3775_003797-T1
GF00003097	TFCN17337P5_004400-T1, TFCN17337P5_005481-T1	DBVPG3775_003798-T1
GF00003098	TFCN17337P5_004401-T1, TFCN17337P5_005482-T1	DBVPG3775_003799-T1
GF00003099	TFCN17337P5_004404-T1, TFCN17337P5_005486-T1	DBVPG3775_003803-T1
GF00003100	TFCN17337P5_004405-T1, TFCN17337P5_005487-T1	DBVPG3775_003804-T1
GF00003101	TFCN17337P5_004408-T1, TFCN17337P5_013564-T1	DBVPG3775_002603-T1
GF00003102	TFCN17337P5_004409-T1, TFCN17337P5_013563-T1	DBVPG3775_002604-T1
GF00003103	TFCN17337P5_004412-T1, TFCN17337P5_013561-T1	DBVPG3775_002607-T1
GF00003104	TFCN17337P5_004416-T1, TFCN17337P5_013558-T1	DBVPG3775_002611-T1
GF00003105	TFCN17337P5_004417-T1, TFCN17337P5_013557-T1	DBVPG3775_002612-T1
GF00003106	TFCN17337P5_004418-T1, TFCN17337P5_013556-T1	DBVPG3775_002613-T1
GF00003107	TFCN17337P5_004419-T1, TFCN17337P5_011881-T1	DBVPG3775_002614-T1
GF00003108	TFCN17337P5_004420-T1, TFCN17337P5_011882-T1	DBVPG3775_002615-T1
GF00003109	TFCN17337P5_004423-T1, TFCN17337P5_011885-T1	DBVPG3775_002619-T1
GF00003110	TFCN17337P5_004424-T1, TFCN17337P5_011886-T1	DBVPG3775_002620-T1
GF00003111	TFCN17337P5_004428-T1, TFCN17337P5_011889-T1	DBVPG3775_002624-T1
GF00003112	TFCN17337P5_004431-T1, TFCN17337P5_011892-T1	DBVPG3775_002627-T1
GF00003113	TFCN17337P5_004432-T1, TFCN17337P5_011893-T1	DBVPG3775_002628-T1
GF00003114	TFCN17337P5_004433-T1, TFCN17337P5_011894-T1	DBVPG3775_002629-T1
GF00003115	TFCN17337P5_004434-T1, TFCN17337P5_011895-T1	DBVPG3775_002630-T1
GF00003116	TFCN17337P5_004436-T1, TFCN17337P5_011898-T1	DBVPG3775_002632-T1
GF00003117	TFCN17337P5_004438-T1, TFCN17337P5_011900-T1	DBVPG3775_002634-T1
GF00003118	TFCN17337P5_004439-T1, TFCN17337P5_011901-T1	DBVPG3775_002635-T1
GF00003119	TFCN17337P5_004440-T1, TFCN17337P5_011902-T1	DBVPG3775_002636-T1
GF00003120	TFCN17337P5_004441-T1, TFCN17337P5_011903-T1	DBVPG3775_002637-T1
GF00003121	TFCN17337P5_004442-T1, TFCN17337P5_011904-T1	DBVPG3775_002638-T1
GF00003122	TFCN17337P5_004443-T1, TFCN17337P5_011905-T1	DBVPG3775_002639-T1
GF00003123	TFCN17337P5_004444-T1, TFCN17337P5_011906-T1	DBVPG3775_002640-T1
GF00003124	TFCN17337P5_004445-T1, TFCN17337P5_011907-T1	DBVPG3775_002641-T1
GF00003125	TFCN17337P5_004446-T1, TFCN17337P5_011908-T1	DBVPG3775_002642-T1
GF00003126	TFCN17337P5_004479-T1, TFCN17337P5_012428-T1	DBVPG3775_002675-T1
GF00003127	TFCN17337P5_004448-T1, TFCN17337P5_012975-T1	DBVPG3775_002644-T1
GF00003128	TFCN17337P5_004449-T1, TFCN17337P5_012974-T1	DBVPG3775_002645-T1
GF00003129	TFCN17337P5_004450-T1, TFCN17337P5_012973-T1	DBVPG3775_002646-T1
GF00003130	TFCN17337P5_004451-T1, TFCN17337P5_012972-T1	DBVPG3775_002647-T1
GF00003131	TFCN17337P5_004452-T1, TFCN17337P5_012971-T1	DBVPG3775_002648-T1
GF00003132	TFCN17337P5_004453-T1, TFCN17337P5_012970-T1	DBVPG3775_002649-T1
GF00003133	TFCN17337P5_004454-T1, TFCN17337P5_012969-T1	DBVPG3775_002650-T1
GF00003134	TFCN17337P5_004455-T1, TFCN17337P5_012968-T1	DBVPG3775_002651-T1
GF00003135	TFCN17337P5_004457-T1, TFCN17337P5_012966-T1	DBVPG3775_002653-T1
GF00003136	TFCN17337P5_004458-T1, TFCN17337P5_012965-T1	DBVPG3775_002654-T1
GF00003137	TFCN17337P5_004460-T1, TFCN17337P5_012963-T1	DBVPG3775_002656-T1
GF00003138	TFCN17337P5_004461-T1, TFCN17337P5_012962-T1	DBVPG3775_002657-T1
GF00003139	TFCN17337P5_004463-T1, TFCN17337P5_014674-T1	DBVPG3775_002659-T1
GF00003140	TFCN17337P5_004464-T1, TFCN17337P5_014675-T1	DBVPG3775_002660-T1
GF00003141	TFCN17337P5_012894-T1, TFCN17337P5_012651-T1	DBVPG3775_007025-T1
GF00003142	TFCN17337P5_004465-T1, TFCN17337P5_012441-T1	DBVPG3775_002661-T1
GF00003143	TFCN17337P5_004466-T1, TFCN17337P5_012440-T1	DBVPG3775_002662-T1
GF00003144	TFCN17337P5_004473-T1, TFCN17337P5_012434-T1	DBVPG3775_002669-T1
GF00003145	TFCN17337P5_004474-T1, TFCN17337P5_012433-T1	DBVPG3775_002670-T1
GF00003146	TFCN17337P5_004475-T1, TFCN17337P5_012432-T1	DBVPG3775_002671-T1
GF00003147	TFCN17337P5_004477-T1, TFCN17337P5_012430-T1	DBVPG3775_002673-T1
GF00003148	TFCN17337P5_004478-T1, TFCN17337P5_012429-T1	DBVPG3775_002674-T1
GF00003149	TFCN17337P5_004482-T1, TFCN17337P5_012425-T1	DBVPG3775_002678-T1
GF00003150	TFCN17337P5_004483-T1, TFCN17337P5_012424-T1	DBVPG3775_002679-T1
GF00003151	TFCN17337P5_004484-T1, TFCN17337P5_012423-T1	DBVPG3775_002680-T1
GF00003152	TFCN17337P5_004486-T1, TFCN17337P5_011433-T1	DBVPG3775_002682-T1
GF00003153	TFCN17337P5_004487-T1, TFCN17337P5_011432-T1	DBVPG3775_002683-T1
GF00003154	TFCN17337P5_004488-T1, TFCN17337P5_011431-T1	DBVPG3775_002684-T1
GF00003155	TFCN17337P5_004489-T1, TFCN17337P5_011430-T1	DBVPG3775_002685-T1
GF00003156	TFCN17337P5_004490-T1, TFCN17337P5_011429-T1	DBVPG3775_002686-T1
GF00003157	TFCN17337P5_004491-T1, TFCN17337P5_011428-T1	DBVPG3775_002687-T1
GF00003158	TFCN17337P5_004492-T1, TFCN17337P5_011427-T1	DBVPG3775_002688-T1
GF00003159	TFCN17337P5_004493-T1, TFCN17337P5_011426-T1	DBVPG3775_002689-T1
GF00003160	TFCN17337P5_004495-T1, TFCN17337P5_011424-T1	DBVPG3775_002691-T1
GF00003161	TFCN17337P5_004496-T1, TFCN17337P5_011423-T1	DBVPG3775_002692-T1
GF00003162	TFCN17337P5_004497-T1, TFCN17337P5_011422-T1	DBVPG3775_002693-T1
GF00003163	TFCN17337P5_004499-T1, TFCN17337P5_011420-T1	DBVPG3775_002695-T1
GF00003164	TFCN17337P5_004501-T1, TFCN17337P5_011008-T1	DBVPG3775_007164-T1
GF00003165	TFCN17337P5_004502-T1, TFCN17337P5_011009-T1	DBVPG3775_007163-T1
GF00003166	TFCN17337P5_004504-T1, TFCN17337P5_011011-T1	DBVPG3775_007161-T1
GF00003167	TFCN17337P5_004505-T1, TFCN17337P5_011012-T1	DBVPG3775_007160-T1
GF00003168	TFCN17337P5_004510-T1, TFCN17337P5_011017-T1	DBVPG3775_007155-T1
GF00003169	TFCN17337P5_004511-T1, TFCN17337P5_011018-T1	DBVPG3775_007154-T1
GF00003170	TFCN17337P5_004512-T1, TFCN17337P5_011019-T1	DBVPG3775_007153-T1
GF00003171	TFCN17337P5_004519-T1, TFCN17337P5_011026-T1	DBVPG3775_007147-T1
GF00003172	TFCN17337P5_004521-T1, TFCN17337P5_011028-T1	DBVPG3775_007145-T1
GF00003173	TFCN17337P5_004524-T1, TFCN17337P5_011030-T1	DBVPG3775_007142-T1
GF00003174	TFCN17337P5_004525-T1, TFCN17337P5_011031-T1	DBVPG3775_007141-T1
GF00003175	TFCN17337P5_004526-T1, TFCN17337P5_011032-T1	DBVPG3775_007140-T1
GF00003176	TFCN17337P5_004527-T1, TFCN17337P5_011033-T1	DBVPG3775_007139-T1
GF00003177	TFCN17337P5_004528-T1, TFCN17337P5_011034-T1	DBVPG3775_007138-T1
GF00003178	TFCN17337P5_004529-T1, TFCN17337P5_011035-T1	DBVPG3775_007137-T1
GF00003179	TFCN17337P5_004530-T1, TFCN17337P5_011036-T1	DBVPG3775_007136-T1
GF00003180	TFCN17337P5_004532-T1, TFCN17337P5_011038-T1	DBVPG3775_007134-T1
GF00003181	TFCN17337P5_004533-T1, TFCN17337P5_011039-T1	DBVPG3775_007133-T1
GF00003182	TFCN17337P5_007199-T1, TFCN17337P5_008742-T1	DBVPG3775_006444-T1
GF00003183	TFCN17337P5_004536-T1, TFCN17337P5_011042-T1	DBVPG3775_007130-T1
GF00003184	TFCN17337P5_004537-T1, TFCN17337P5_011044-T1	DBVPG3775_007128-T1
GF00003185	TFCN17337P5_004538-T1, TFCN17337P5_011045-T1	DBVPG3775_007127-T1
GF00003186	TFCN17337P5_004539-T1, TFCN17337P5_011046-T1	DBVPG3775_007126-T1
GF00003187	TFCN17337P5_004540-T1, TFCN17337P5_004827-T1	DBVPG3775_005146-T1
GF00003188	TFCN17337P5_004541-T1, TFCN17337P5_004828-T1	DBVPG3775_005147-T1
GF00003189	TFCN17337P5_004542-T1, TFCN17337P5_004829-T1	DBVPG3775_005148-T1
GF00003190	TFCN17337P5_004543-T1, TFCN17337P5_004830-T1	DBVPG3775_005149-T1
GF00003191	TFCN17337P5_004545-T1, TFCN17337P5_004834-T1	DBVPG3775_005152-T1
GF00003192	TFCN17337P5_004546-T1, TFCN17337P5_004835-T1	DBVPG3775_005153-T1
GF00003193	TFCN17337P5_004547-T1, TFCN17337P5_004836-T1	DBVPG3775_005154-T1
GF00003194	TFCN17337P5_004553-T1, TFCN17337P5_004842-T1	DBVPG3775_005160-T1
GF00003195	TFCN17337P5_004554-T1, TFCN17337P5_004843-T1	DBVPG3775_005161-T1
GF00003196	TFCN17337P5_004558-T1, TFCN17337P5_004847-T1	DBVPG3775_005164-T1
GF00003197	TFCN17337P5_004559-T1, TFCN17337P5_004848-T1	DBVPG3775_005165-T1
GF00003198	TFCN17337P5_004561-T1, TFCN17337P5_004850-T1	DBVPG3775_005167-T1
GF00003199	TFCN17337P5_004562-T1, TFCN17337P5_004851-T1	DBVPG3775_005168-T1
GF00003200	TFCN17337P5_004563-T1, TFCN17337P5_004852-T1	DBVPG3775_005169-T1
GF00003201	TFCN17337P5_004564-T1, TFCN17337P5_004853-T1	DBVPG3775_005170-T1
GF00003202	TFCN17337P5_004566-T1, TFCN17337P5_004855-T1	DBVPG3775_005172-T1
GF00003203	TFCN17337P5_004567-T1, TFCN17337P5_004856-T1	DBVPG3775_005173-T1
GF00003204	TFCN17337P5_004571-T1, TFCN17337P5_004861-T1	DBVPG3775_005178-T1
GF00003205	TFCN17337P5_004572-T1, TFCN17337P5_004862-T1	DBVPG3775_005179-T1
GF00003206	TFCN17337P5_004573-T1, TFCN17337P5_004863-T1	DBVPG3775_005180-T1
GF00003207	TFCN17337P5_004574-T1, TFCN17337P5_004864-T1	DBVPG3775_005181-T1
GF00003208	TFCN17337P5_004575-T1, TFCN17337P5_004865-T1	DBVPG3775_005182-T1
GF00003209	TFCN17337P5_004576-T1, TFCN17337P5_004866-T1	DBVPG3775_005183-T1
GF00003210	TFCN17337P5_004577-T1, TFCN17337P5_004867-T1	DBVPG3775_005184-T1
GF00003211	TFCN17337P5_004578-T1, TFCN17337P5_004868-T1	DBVPG3775_005185-T1
GF00003212	TFCN17337P5_004579-T1, TFCN17337P5_004869-T1	DBVPG3775_005186-T1
GF00003213	TFCN17337P5_004580-T1, TFCN17337P5_004870-T1	DBVPG3775_005187-T1
GF00003214	TFCN17337P5_004581-T1, TFCN17337P5_004871-T1	DBVPG3775_005188-T1
GF00003215	TFCN17337P5_004582-T1, TFCN17337P5_004872-T1	DBVPG3775_005189-T1
GF00003216	TFCN17337P5_004583-T1, TFCN17337P5_004873-T1	DBVPG3775_005190-T1
GF00003217	TFCN17337P5_004584-T1, TFCN17337P5_004874-T1	DBVPG3775_005191-T1
GF00003218	TFCN17337P5_004586-T1, TFCN17337P5_004876-T1	DBVPG3775_005193-T1
GF00003219	TFCN17337P5_004589-T1, TFCN17337P5_004879-T1	DBVPG3775_005197-T1
GF00003220	TFCN17337P5_004590-T1, TFCN17337P5_004880-T1	DBVPG3775_005199-T1
GF00003221	TFCN17337P5_004591-T1, TFCN17337P5_004881-T1	DBVPG3775_005200-T1
GF00003222	TFCN17337P5_004598-T1, TFCN17337P5_004889-T1	DBVPG3775_005207-T1
GF00003223	TFCN17337P5_004599-T1, TFCN17337P5_004890-T1	DBVPG3775_005208-T1
GF00003224	TFCN17337P5_004600-T1, TFCN17337P5_004891-T1	DBVPG3775_005209-T1
GF00003225	TFCN17337P5_004601-T1, TFCN17337P5_004892-T1	DBVPG3775_005210-T1
GF00003226	TFCN17337P5_004602-T1, TFCN17337P5_004893-T1	DBVPG3775_005211-T1
GF00003227	TFCN17337P5_004603-T1, TFCN17337P5_004894-T1	DBVPG3775_005212-T1
GF00003228	TFCN17337P5_004604-T1, TFCN17337P5_004895-T1	DBVPG3775_005213-T1
GF00003229	TFCN17337P5_004605-T1, TFCN17337P5_004896-T1	DBVPG3775_005214-T1
GF00003230	TFCN17337P5_004608-T1, TFCN17337P5_004898-T1	DBVPG3775_005216-T1
GF00003231	TFCN17337P5_004609-T1, TFCN17337P5_004899-T1	DBVPG3775_005217-T1
GF00003232	TFCN17337P5_004610-T1, TFCN17337P5_004900-T1	DBVPG3775_005218-T1
GF00003233	TFCN17337P5_004611-T1, TFCN17337P5_004901-T1	DBVPG3775_005219-T1
