	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa
GF00002731	CHIFNET13H1268_014425-T1, CHIFNET13H1268_014493-T1
GF00002732	CHIFNET13H1268_003926-T1, CHIFNET13H1268_014907-T1
GF00002733	CHIFNET13H1268_013758-T1, CHIFNET13H1268_001515-T1
GF00002734	CHIFNET13H1268_009637-T1, CHIFNET13H1268_002644-T1
GF00002735	CHIFNET13H1268_013822-T1, CHIFNET13H1268_013956-T1
GF00002736	CHIFNET13H1268_003153-T1, CHIFNET13H1268_014766-T1
GF00002737	CHIFNET13H1268_012993-T1, CHIFNET13H1268_014046-T1
GF00002738	CHIFNET13H1268_000466-T1, CHIFNET13H1268_006157-T1
GF00002739	CHIFNET13H1268_009017-T1, CHIFNET13H1268_009935-T1
GF00002740	CHIFNET13H1268_005790-T1, CHIFNET13H1268_013137-T1
GF00002741	CHIFNET13H1268_002032-T1, CHIFNET13H1268_013586-T1
GF00002742	CHIFNET13H1268_012998-T1, CHIFNET13H1268_013918-T1
GF00002743	CHIFNET13H1268_011902-T1, CHIFNET13H1268_012052-T1
GF00002744	CHIFNET13H1268_002003-T1, CHIFNET13H1268_014352-T1
GF00002745	CHIFNET13H1268_003776-T1, CHIFNET13H1268_007040-T1
GF00002746	CHIFNET13H1268_005937-T1, CHIFNET13H1268_009550-T1
GF00002747	CHIFNET13H1268_008451-T1, CHIFNET13H1268_004972-T1
GF00002748	CHIFNET13H1268_007647-T1, CHIFNET13H1268_007453-T1
GF00002749	CHIFNET13H1268_004843-T1, CHIFNET13H1268_008622-T1
GF00002750	CHIFNET13H1268_002795-T1, CHIFNET13H1268_013455-T1
GF00002751	CHIFNET13H1268_013530-T1, CHIFNET13H1268_004719-T1
GF00002752	CHIFNET13H1268_006396-T1, CHIFNET13H1268_004434-T1
GF00002753	CHIFNET13H1268_012662-T1, CHIFNET13H1268_004908-T1
GF00002754	CHIFNET13H1268_008630-T1, CHIFNET13H1268_004836-T1
GF00002755	CHIFNET13H1268_009452-T1, CHIFNET13H1268_009760-T1
GF00002756	CHIFNET13H1268_014634-T1, CHIFNET13H1268_011075-T1
GF00002757	CHIFNET13H1268_000552-T1, CHIFNET13H1268_008315-T1
GF00002758	CHIFNET13H1268_011675-T1, CHIFNET13H1268_004897-T1
GF00002759	CHIFNET13H1268_013209-T1, CHIFNET13H1268_003094-T1
GF00002760	CHIFNET13H1268_014685-T1, CHIFNET13H1268_001137-T1
GF00002761	CHIFNET13H1268_013520-T1, CHIFNET13H1268_014612-T1
GF00002762	CHIFNET13H1268_006881-T1, CHIFNET13H1268_004258-T1
GF00002763	CHIFNET13H1268_005385-T1, CHIFNET13H1268_003256-T1
GF00002764	CHIFNET13H1268_007394-T1, CHIFNET13H1268_007591-T1
GF00002765	CHIFNET13H1268_002060-T1, CHIFNET13H1268_009870-T1
GF00002766	CHIFNET13H1268_011905-T1, CHIFNET13H1268_012055-T1
GF00002767	CHIFNET13H1268_011780-T1, CHIFNET13H1268_011547-T1
GF00002768	CHIFNET13H1268_008817-T1, CHIFNET13H1268_005033-T1
GF00002769	CHIFNET13H1268_003281-T1, CHIFNET13H1268_005314-T1
GF00002770	CHIFNET13H1268_002318-T1, CHIFNET13H1268_003400-T1
GF00002771	CHIFNET13H1268_002554-T1, CHIFNET13H1268_010783-T1
GF00002772	CHIFNET13H1268_006263-T1, CHIFNET13H1268_002704-T1
GF00002773	CHIFNET13H1268_004062-T1, CHIFNET13H1268_011060-T1
GF00002774	CHIFNET13H1268_002415-T1, CHIFNET13H1268_003302-T1
GF00002775	CHIFNET13H1268_007175-T1, CHIFNET13H1268_006011-T1
GF00002776	CHIFNET13H1268_013343-T1, CHIFNET13H1268_004648-T1
GF00002777	CHIFNET13H1268_005334-T1, CHIFNET13H1268_003205-T1
GF00002778	CHIFNET13H1268_014522-T1, CHIFNET13H1268_011471-T1
GF00002779	CHIFNET13H1268_003290-T1, CHIFNET13H1268_002427-T1
GF00002780	CHIFNET13H1268_011440-T1, CHIFNET13H1268_012024-T1
GF00002781	CHIFNET13H1268_014296-T1, CHIFNET13H1268_011460-T1
GF00002782	CHIFNET13H1268_002666-T1, CHIFNET13H1268_009614-T1
GF00002783	CHIFNET13H1268_012330-T1, CHIFNET13H1268_012341-T1
GF00002784	CHIFNET13H1268_011550-T1, CHIFNET13H1268_011777-T1
GF00002785	CHIFNET13H1268_010965-T1, CHIFNET13H1268_000507-T1
GF00002786	CHIFNET13H1268_005672-T1, CHIFNET13H1268_004747-T1
GF00002787	CHIFNET13H1268_006025-T1, CHIFNET13H1268_014214-T1
GF00002788	CHIFNET13H1268_014227-T1, CHIFNET13H1268_010858-T1
GF00002789	CHIFNET13H1268_000126-T1, CHIFNET13H1268_006586-T1
GF00002790	CHIFNET13H1268_003770-T1, CHIFNET13H1268_014330-T1
GF00002791	CHIFNET13H1268_001756-T1, CHIFNET13H1268_001310-T1
GF00002792	CHIFNET13H1268_001056-T1, CHIFNET13H1268_008760-T1
GF00002793	CHIFNET13H1268_006243-T1, CHIFNET13H1268_002683-T1
GF00002794	CHIFNET13H1268_007403-T1, CHIFNET13H1268_007600-T1
GF00002795	CHIFNET13H1268_006629-T1, CHIFNET13H1268_000167-T1
GF00002796	CHIFNET13H1268_011147-T1, CHIFNET13H1268_002621-T1
GF00002797	CHIFNET13H1268_013773-T1, CHIFNET13H1268_013742-T1
GF00002798	CHIFNET13H1268_007946-T1, CHIFNET13H1268_010882-T1
GF00002799	CHIFNET13H1268_008115-T1, CHIFNET13H1268_009073-T1
GF00002800	CHIFNET13H1268_001849-T1, CHIFNET13H1268_014152-T1
GF00002801	CHIFNET13H1268_004546-T1, CHIFNET13H1268_006759-T1
GF00002802	CHIFNET13H1268_003527-T1, CHIFNET13H1268_002233-T1
GF00002803	CHIFNET13H1268_001292-T1, CHIFNET13H1268_001737-T1
GF00002804	CHIFNET13H1268_014143-T1, CHIFNET13H1268_001858-T1
GF00002805	CHIFNET13H1268_008375-T1, CHIFNET13H1268_012507-T1
GF00002806	CHIFNET13H1268_006318-T1, CHIFNET13H1268_002748-T1
GF00002807	CHIFNET13H1268_010676-T1, CHIFNET13H1268_010853-T1
GF00002808	CHIFNET13H1268_002822-T1, CHIFNET13H1268_010235-T1
GF00002809	CHIFNET13H1268_011241-T1, CHIFNET13H1268_005857-T1
GF00002810	CHIFNET13H1268_000746-T1, CHIFNET13H1268_003852-T1
GF00002811	CHIFNET13H1268_008318-T1, CHIFNET13H1268_000555-T1
GF00002812	CHIFNET13H1268_007760-T1, CHIFNET13H1268_012091-T1
GF00002813	CHIFNET13H1268_000715-T1, CHIFNET13H1268_003820-T1
GF00002814	CHIFNET13H1268_007262-T1, CHIFNET13H1268_005460-T1
GF00002815	CHIFNET13H1268_002075-T1, CHIFNET13H1268_009855-T1
GF00002816	CHIFNET13H1268_008589-T1, CHIFNET13H1268_004875-T1
GF00002817	CHIFNET13H1268_009961-T1, CHIFNET13H1268_009045-T1
GF00002818	CHIFNET13H1268_002814-T1, CHIFNET13H1268_010242-T1
GF00002819	CHIFNET13H1268_000375-T1, CHIFNET13H1268_001952-T1
GF00002820	CHIFNET13H1268_012126-T1, CHIFNET13H1268_009296-T1
GF00002821	CHIFNET13H1268_003437-T1, CHIFNET13H1268_010027-T1
GF00002822	CHIFNET13H1268_008948-T1, CHIFNET13H1268_012589-T1
GF00002823	CHIFNET13H1268_009626-T1, CHIFNET13H1268_002656-T1
GF00002824	CHIFNET13H1268_000623-T1, CHIFNET13H1268_006989-T1
GF00002825	CHIFNET13H1268_002638-T1, CHIFNET13H1268_009643-T1
GF00002826	CHIFNET13H1268_013701-T1, CHIFNET13H1268_002598-T1
GF00002827	CHIFNET13H1268_011900-T1, CHIFNET13H1268_012050-T1
GF00002828	CHIFNET13H1268_009752-T1, CHIFNET13H1268_009445-T1
GF00002829	CHIFNET13H1268_012141-T1, CHIFNET13H1268_009320-T1
GF00002830	CHIFNET13H1268_014030-T1, CHIFNET13H1268_010996-T1
GF00002831	CHIFNET13H1268_008363-T1, CHIFNET13H1268_012495-T1
GF00002832	CHIFNET13H1268_003933-T1, CHIFNET13H1268_012535-T1
GF00002833	CHIFNET13H1268_005451-T1, CHIFNET13H1268_007253-T1
GF00002834	CHIFNET13H1268_000890-T1, CHIFNET13H1268_003655-T1
GF00002835	CHIFNET13H1268_002240-T1, CHIFNET13H1268_003520-T1
GF00002836	CHIFNET13H1268_009685-T1, CHIFNET13H1268_008217-T1
GF00002837	CHIFNET13H1268_013926-T1, CHIFNET13H1268_013007-T1
GF00002838	CHIFNET13H1268_011832-T1, CHIFNET13H1268_008939-T1
GF00002839	CHIFNET13H1268_014073-T1, CHIFNET13H1268_006919-T1
GF00002840	CHIFNET13H1268_013214-T1, CHIFNET13H1268_009425-T1
GF00002841	CHIFNET13H1268_007722-T1, CHIFNET13H1268_011656-T1
GF00002842	CHIFNET13H1268_004031-T1, CHIFNET13H1268_014707-T1
GF00002843	CHIFNET13H1268_003781-T1, CHIFNET13H1268_007044-T1
GF00002844	CHIFNET13H1268_013626-T1, CHIFNET13H1268_003176-T1
GF00002845	CHIFNET13H1268_008253-T1, CHIFNET13H1268_013637-T1
GF00002846	CHIFNET13H1268_014885-T1, CHIFNET13H1268_006807-T1
GF00002847	CHIFNET13H1268_013874-T1, CHIFNET13H1268_006092-T1
GF00002848	CHIFNET13H1268_004020-T1, CHIFNET13H1268_011007-T1
GF00002849	CHIFNET13H1268_011000-T1, CHIFNET13H1268_014026-T1
GF00002850	CHIFNET13H1268_013908-T1, CHIFNET13H1268_005703-T1
GF00002851	CHIFNET13H1268_006147-T1, CHIFNET13H1268_000453-T1
GF00002852	CHIFNET13H1268_009260-T1, CHIFNET13H1268_001678-T1
GF00002853	CHIFNET13H1268_002081-T1, CHIFNET13H1268_009849-T1
GF00002854	CHIFNET13H1268_002457-T1, CHIFNET13H1268_012950-T1
GF00002855	CHIFNET13H1268_000149-T1, CHIFNET13H1268_007841-T1
GF00002856	CHIFNET13H1268_006944-T1, CHIFNET13H1268_005819-T1
GF00002857	CHIFNET13H1268_001553-T1, CHIFNET13H1268_012470-T1
GF00002858	CHIFNET13H1268_012434-T1, CHIFNET13H1268_007136-T1
GF00002859	CHIFNET13H1268_005411-T1, CHIFNET13H1268_003181-T1
GF00002860	CHIFNET13H1268_012471-T1, CHIFNET13H1268_001552-T1
GF00002861	CHIFNET13H1268_006601-T1, CHIFNET13H1268_000112-T1
GF00002862	CHIFNET13H1268_005856-T1, CHIFNET13H1268_011242-T1
GF00002863	CHIFNET13H1268_003525-T1, CHIFNET13H1268_002235-T1
GF00002864	CHIFNET13H1268_014577-T1, CHIFNET13H1268_008498-T1
GF00002865	CHIFNET13H1268_005240-T1, CHIFNET13H1268_001489-T1
GF00002866	CHIFNET13H1268_011729-T1, CHIFNET13H1268_002503-T1
GF00002867	CHIFNET13H1268_010043-T1, CHIFNET13H1268_003459-T1
GF00002868	CHIFNET13H1268_002083-T1, CHIFNET13H1268_009847-T1
GF00002869	CHIFNET13H1268_012032-T1, CHIFNET13H1268_011448-T1
GF00002870	CHIFNET13H1268_014387-T1, CHIFNET13H1268_013831-T1
GF00002871	CHIFNET13H1268_000141-T1, CHIFNET13H1268_006571-T1
GF00002872	CHIFNET13H1268_013511-T1, CHIFNET13H1268_012804-T1
GF00002873	CHIFNET13H1268_006035-T1, CHIFNET13H1268_012773-T1
GF00002874	CHIFNET13H1268_007589-T1, CHIFNET13H1268_007392-T1
GF00002875	CHIFNET13H1268_011888-T1, CHIFNET13H1268_012039-T1
GF00002876	CHIFNET13H1268_012297-T1, CHIFNET13H1268_007983-T1
GF00002877	CHIFNET13H1268_003796-T1, CHIFNET13H1268_007059-T1
GF00002878	CHIFNET13H1268_011841-T1, CHIFNET13H1268_008930-T1
GF00002879	CHIFNET13H1268_005956-T1, CHIFNET13H1268_011758-T1
GF00002880	CHIFNET13H1268_013453-T1, CHIFNET13H1268_002793-T1
GF00002881	CHIFNET13H1268_010929-T1, CHIFNET13H1268_004689-T1
GF00002882	CHIFNET13H1268_011639-T1, CHIFNET13H1268_004636-T1
GF00002883	CHIFNET13H1268_007100-T1, CHIFNET13H1268_005145-T1
GF00002884	CHIFNET13H1268_010055-T1, CHIFNET13H1268_003471-T1
GF00002885	CHIFNET13H1268_009453-T1, CHIFNET13H1268_009761-T1
GF00002886	CHIFNET13H1268_008929-T1, CHIFNET13H1268_011842-T1
GF00002887	CHIFNET13H1268_014265-T1, CHIFNET13H1268_012979-T1
GF00002888	CHIFNET13H1268_009436-T1, CHIFNET13H1268_013226-T1
GF00002889	CHIFNET13H1268_013029-T1, CHIFNET13H1268_013415-T1
GF00002890	CHIFNET13H1268_010186-T1, CHIFNET13H1268_013084-T1
GF00002891	CHIFNET13H1268_000663-T1, CHIFNET13H1268_012813-T1
GF00002892	CHIFNET13H1268_010598-T1, CHIFNET13H1268_010724-T1
GF00002893	CHIFNET13H1268_002446-T1, CHIFNET13H1268_012961-T1
GF00002894	CHIFNET13H1268_004977-T1, CHIFNET13H1268_008445-T1
GF00002895	CHIFNET13H1268_012068-T1, CHIFNET13H1268_011920-T1
GF00002896	CHIFNET13H1268_013512-T1, CHIFNET13H1268_012805-T1
GF00002897	CHIFNET13H1268_009497-T1, CHIFNET13H1268_002891-T1
GF00002898	CHIFNET13H1268_012763-T1, CHIFNET13H1268_014118-T1
GF00002899	CHIFNET13H1268_007481-T1, CHIFNET13H1268_010305-T1
GF00002900	CHIFNET13H1268_014623-T1, CHIFNET13H1268_009173-T1
GF00002901	CHIFNET13H1268_011666-T1, CHIFNET13H1268_007732-T1
GF00002902	CHIFNET13H1268_003293-T1, CHIFNET13H1268_002424-T1
GF00002903	CHIFNET13H1268_012323-T1, CHIFNET13H1268_012348-T1
GF00002904	CHIFNET13H1268_006220-T1, CHIFNET13H1268_002190-T1
GF00002905	CHIFNET13H1268_010554-T1, CHIFNET13H1268_001206-T1
GF00002906	CHIFNET13H1268_010544-T1, CHIFNET13H1268_001217-T1
GF00002907	CHIFNET13H1268_014237-T1, CHIFNET13H1268_005976-T1
GF00002908	CHIFNET13H1268_002716-T1, CHIFNET13H1268_006291-T1
GF00002909	CHIFNET13H1268_010119-T1, CHIFNET13H1268_003048-T1
GF00002910	CHIFNET13H1268_001327-T1, CHIFNET13H1268_001785-T1
GF00002911	CHIFNET13H1268_003092-T1, CHIFNET13H1268_013207-T1
GF00002912	CHIFNET13H1268_005547-T1, CHIFNET13H1268_010479-T1
GF00002913	CHIFNET13H1268_007772-T1, CHIFNET13H1268_013848-T1
GF00002914	CHIFNET13H1268_014770-T1, CHIFNET13H1268_010388-T1
GF00002915	CHIFNET13H1268_003099-T1, CHIFNET13H1268_014416-T1
GF00002916	CHIFNET13H1268_001921-T1, CHIFNET13H1268_000405-T1
GF00002917	CHIFNET13H1268_005352-T1, CHIFNET13H1268_003223-T1
GF00002918	CHIFNET13H1268_011017-T1, CHIFNET13H1268_004010-T1
GF00002919	CHIFNET13H1268_007952-T1, CHIFNET13H1268_010888-T1
GF00002920	CHIFNET13H1268_005994-T1, CHIFNET13H1268_007155-T1
GF00002921	CHIFNET13H1268_007399-T1, CHIFNET13H1268_007596-T1
GF00002922	CHIFNET13H1268_001345-T1, CHIFNET13H1268_001770-T1
GF00002923	CHIFNET13H1268_011705-T1, CHIFNET13H1268_002479-T1
GF00002924	CHIFNET13H1268_008664-T1, CHIFNET13H1268_003991-T1
GF00002925	CHIFNET13H1268_010770-T1, CHIFNET13H1268_012749-T1
GF00002926	CHIFNET13H1268_010176-T1, CHIFNET13H1268_006416-T1
GF00002927	CHIFNET13H1268_002212-T1, CHIFNET13H1268_014643-T1
GF00002928	CHIFNET13H1268_006975-T1, CHIFNET13H1268_000605-T1
GF00002929	CHIFNET13H1268_013842-T1, CHIFNET13H1268_007778-T1
GF00002930	CHIFNET13H1268_007298-T1, CHIFNET13H1268_011267-T1
GF00002931	CHIFNET13H1268_012939-T1, CHIFNET13H1268_005585-T1
GF00002932	CHIFNET13H1268_014476-T1, CHIFNET13H1268_010010-T1
GF00002933	CHIFNET13H1268_014799-T1, CHIFNET13H1268_014810-T1
GF00002934	CHIFNET13H1268_003951-T1, CHIFNET13H1268_012517-T1
GF00002935	CHIFNET13H1268_007641-T1, CHIFNET13H1268_007447-T1
GF00002936	CHIFNET13H1268_008726-T1, CHIFNET13H1268_007526-T1
GF00002937	CHIFNET13H1268_010109-T1, CHIFNET13H1268_003059-T1
GF00002938	CHIFNET13H1268_011884-T1, CHIFNET13H1268_001082-T1
GF00002939	CHIFNET13H1268_011452-T1, CHIFNET13H1268_012036-T1
GF00002940	CHIFNET13H1268_005599-T1, CHIFNET13H1268_012926-T1
GF00002941	CHIFNET13H1268_014307-T1, CHIFNET13H1268_004951-T1
GF00002942	CHIFNET13H1268_009863-T1, CHIFNET13H1268_002067-T1
GF00002943	CHIFNET13H1268_006141-T1, CHIFNET13H1268_014202-T1
GF00002944	CHIFNET13H1268_006734-T1, CHIFNET13H1268_004570-T1
GF00002945	CHIFNET13H1268_011264-T1, CHIFNET13H1268_007295-T1
GF00002946	CHIFNET13H1268_000570-T1, CHIFNET13H1268_008333-T1
GF00002947	CHIFNET13H1268_007031-T1, CHIFNET13H1268_014036-T1
GF00002948	CHIFNET13H1268_002852-T1, CHIFNET13H1268_009531-T1
GF00002949	CHIFNET13H1268_012037-T1, CHIFNET13H1268_011453-T1
GF00002950	CHIFNET13H1268_009711-T1, CHIFNET13H1268_002095-T1
GF00002951	CHIFNET13H1268_013744-T1, CHIFNET13H1268_013775-T1
GF00002952	CHIFNET13H1268_012104-T1, CHIFNET13H1268_004385-T1
GF00002953	CHIFNET13H1268_013661-T1, CHIFNET13H1268_001111-T1
GF00002954	CHIFNET13H1268_000224-T1, CHIFNET13H1268_007338-T1
GF00002955	CHIFNET13H1268_003049-T1, CHIFNET13H1268_010118-T1
GF00002956	CHIFNET13H1268_013399-T1, CHIFNET13H1268_002131-T1
GF00002957	CHIFNET13H1268_008362-T1, CHIFNET13H1268_012494-T1
GF00002958	CHIFNET13H1268_011867-T1, CHIFNET13H1268_001101-T1
GF00002959	CHIFNET13H1268_009791-T1, CHIFNET13H1268_009481-T1
GF00002960	CHIFNET13H1268_011647-T1, CHIFNET13H1268_014507-T1
GF00002961	CHIFNET13H1268_009817-T1, CHIFNET13H1268_009906-T1
GF00002962	CHIFNET13H1268_011167-T1, CHIFNET13H1268_002571-T1
GF00002963	CHIFNET13H1268_003930-T1, CHIFNET13H1268_012538-T1
GF00002964	CHIFNET13H1268_005032-T1, CHIFNET13H1268_008818-T1
GF00002965	CHIFNET13H1268_013223-T1, CHIFNET13H1268_009433-T1
GF00002966	CHIFNET13H1268_000514-T1, CHIFNET13H1268_010973-T1
GF00002967	CHIFNET13H1268_005212-T1, CHIFNET13H1268_000681-T1
GF00002968	CHIFNET13H1268_000583-T1, CHIFNET13H1268_008347-T1
GF00002969	CHIFNET13H1268_014596-T1, CHIFNET13H1268_002005-T1
GF00002970	CHIFNET13H1268_014687-T1, CHIFNET13H1268_009416-T1
GF00002971	CHIFNET13H1268_000194-T1, CHIFNET13H1268_010351-T1
GF00002972	CHIFNET13H1268_010367-T1, CHIFNET13H1268_000210-T1
GF00002973	CHIFNET13H1268_009675-T1, CHIFNET13H1268_008207-T1
GF00002974	CHIFNET13H1268_005974-T1, CHIFNET13H1268_014726-T1
GF00002975	CHIFNET13H1268_003073-T1, CHIFNET13H1268_010130-T1
GF00002976	CHIFNET13H1268_001659-T1, CHIFNET13H1268_009242-T1
GF00002977	CHIFNET13H1268_009679-T1, CHIFNET13H1268_008211-T1
GF00002978	CHIFNET13H1268_006589-T1, CHIFNET13H1268_000124-T1
GF00002979	CHIFNET13H1268_011255-T1, CHIFNET13H1268_005845-T1
GF00002980	CHIFNET13H1268_010927-T1, CHIFNET13H1268_004691-T1
GF00002981	CHIFNET13H1268_012334-T1, CHIFNET13H1268_012337-T1
GF00002982	CHIFNET13H1268_005152-T1, CHIFNET13H1268_007104-T1
GF00002983	CHIFNET13H1268_012276-T1, CHIFNET13H1268_006553-T1
GF00002984	CHIFNET13H1268_014665-T1, CHIFNET13H1268_001275-T1
GF00002985	CHIFNET13H1268_013793-T1, CHIFNET13H1268_013549-T1
GF00002986	CHIFNET13H1268_012969-T1, CHIFNET13H1268_002437-T1
GF00002987	CHIFNET13H1268_013622-T1, CHIFNET13H1268_003172-T1
GF00002988	CHIFNET13H1268_006678-T1, CHIFNET13H1268_009124-T1
GF00002989	CHIFNET13H1268_005747-T1, CHIFNET13H1268_005078-T1
GF00002990	CHIFNET13H1268_014368-T1, CHIFNET13H1268_013358-T1
GF00002991	CHIFNET13H1268_014458-T1, CHIFNET13H1268_002594-T1
GF00002992	CHIFNET13H1268_006121-T1, CHIFNET13H1268_012393-T1
GF00002993	CHIFNET13H1268_012017-T1, CHIFNET13H1268_004502-T1
GF00002994	CHIFNET13H1268_010362-T1, CHIFNET13H1268_000205-T1
GF00002995	CHIFNET13H1268_014714-T1, CHIFNET13H1268_014546-T1
GF00002996	CHIFNET13H1268_013859-T1, CHIFNET13H1268_004819-T1
GF00002997	CHIFNET13H1268_001752-T1, CHIFNET13H1268_001306-T1
GF00002998	CHIFNET13H1268_001778-T1, CHIFNET13H1268_001334-T1
GF00002999	CHIFNET13H1268_014674-T1, CHIFNET13H1268_009410-T1
GF00003000	CHIFNET13H1268_011954-T1, CHIFNET13H1268_006515-T1
GF00003001	CHIFNET13H1268_010872-T1, CHIFNET13H1268_007937-T1
GF00003002	CHIFNET13H1268_011042-T1, CHIFNET13H1268_004045-T1
GF00003003	CHIFNET13H1268_009735-T1, CHIFNET13H1268_002114-T1
GF00003004	CHIFNET13H1268_013993-T1, CHIFNET13H1268_001266-T1
GF00003005	CHIFNET13H1268_010573-T1, CHIFNET13H1268_001188-T1
GF00003006	CHIFNET13H1268_009528-T1, CHIFNET13H1268_002856-T1
GF00003007	CHIFNET13H1268_004894-T1, CHIFNET13H1268_011678-T1
GF00003008	CHIFNET13H1268_009762-T1, CHIFNET13H1268_009454-T1
GF00003009	CHIFNET13H1268_004853-T1, CHIFNET13H1268_008612-T1
GF00003010	CHIFNET13H1268_011498-T1, CHIFNET13H1268_001164-T1
GF00003011	CHIFNET13H1268_010628-T1, CHIFNET13H1268_001046-T1
GF00003012	CHIFNET13H1268_012524-T1, CHIFNET13H1268_003945-T1
GF00003013	CHIFNET13H1268_010863-T1, CHIFNET13H1268_014231-T1
GF00003014	CHIFNET13H1268_012976-T1, CHIFNET13H1268_014268-T1
GF00003015	CHIFNET13H1268_005851-T1, CHIFNET13H1268_011248-T1
GF00003016	CHIFNET13H1268_008912-T1, CHIFNET13H1268_011858-T1
GF00003017	CHIFNET13H1268_011059-T1, CHIFNET13H1268_004061-T1
GF00003018	CHIFNET13H1268_005589-T1, CHIFNET13H1268_012935-T1
GF00003019	CHIFNET13H1268_006335-T1, CHIFNET13H1268_004487-T1
GF00003020	CHIFNET13H1268_001590-T1, CHIFNET13H1268_012565-T1
GF00003021	CHIFNET13H1268_010500-T1, CHIFNET13H1268_005568-T1
GF00003022	CHIFNET13H1268_004494-T1, CHIFNET13H1268_012009-T1
GF00003023	CHIFNET13H1268_014512-T1, CHIFNET13H1268_004376-T1
GF00003024	CHIFNET13H1268_014122-T1, CHIFNET13H1268_012759-T1
GF00003025	CHIFNET13H1268_001321-T1, CHIFNET13H1268_001791-T1
GF00003026	CHIFNET13H1268_006002-T1, CHIFNET13H1268_007164-T1
GF00003027	CHIFNET13H1268_012910-T1, CHIFNET13H1268_008844-T1
GF00003028	CHIFNET13H1268_013232-T1, CHIFNET13H1268_013125-T1
GF00003029	CHIFNET13H1268_005350-T1, CHIFNET13H1268_003221-T1
GF00003030	CHIFNET13H1268_007734-T1, CHIFNET13H1268_011668-T1
GF00003031	CHIFNET13H1268_005379-T1, CHIFNET13H1268_003251-T1
GF00003032	CHIFNET13H1268_008669-T1, CHIFNET13H1268_003985-T1
GF00003033	CHIFNET13H1268_005392-T1, CHIFNET13H1268_003262-T1
GF00003034	CHIFNET13H1268_003357-T1, CHIFNET13H1268_002365-T1
GF00003035	CHIFNET13H1268_012179-T1, CHIFNET13H1268_005172-T1
GF00003036	CHIFNET13H1268_009567-T1, CHIFNET13H1268_005920-T1
GF00003037	CHIFNET13H1268_004499-T1, CHIFNET13H1268_012014-T1
GF00003038	CHIFNET13H1268_010899-T1, CHIFNET13H1268_007961-T1
GF00003039	CHIFNET13H1268_006536-T1, CHIFNET13H1268_011932-T1
GF00003040	CHIFNET13H1268_002439-T1, CHIFNET13H1268_012967-T1
GF00003041	CHIFNET13H1268_008436-T1, CHIFNET13H1268_004986-T1
GF00003042	CHIFNET13H1268_009055-T1, CHIFNET13H1268_009971-T1
GF00003043	CHIFNET13H1268_005760-T1, CHIFNET13H1268_005091-T1
GF00003044	CHIFNET13H1268_000150-T1, CHIFNET13H1268_007840-T1
GF00003045	CHIFNET13H1268_001773-T1, CHIFNET13H1268_001339-T1
GF00003046	CHIFNET13H1268_001440-T1, CHIFNET13H1268_005290-T1
GF00003047	CHIFNET13H1268_010890-T1, CHIFNET13H1268_007954-T1
GF00003048	CHIFNET13H1268_013878-T1, CHIFNET13H1268_006096-T1
GF00003049	CHIFNET13H1268_002063-T1, CHIFNET13H1268_009867-T1
GF00003050	CHIFNET13H1268_004846-T1, CHIFNET13H1268_008619-T1
GF00003051	CHIFNET13H1268_012807-T1, CHIFNET13H1268_013514-T1
GF00003052	CHIFNET13H1268_014927-T1, CHIFNET13H1268_009442-T1
GF00003053	CHIFNET13H1268_006978-T1, CHIFNET13H1268_000612-T1
GF00003054	CHIFNET13H1268_011072-T1, CHIFNET13H1268_005507-T1
GF00003055	CHIFNET13H1268_012021-T1, CHIFNET13H1268_004505-T1
GF00003056	CHIFNET13H1268_007774-T1, CHIFNET13H1268_013846-T1
GF00003057	CHIFNET13H1268_007314-T1, CHIFNET13H1268_011283-T1
GF00003058	CHIFNET13H1268_006856-T1, CHIFNET13H1268_004285-T1
GF00003059	CHIFNET13H1268_002974-T1, CHIFNET13H1268_008533-T1
GF00003060	CHIFNET13H1268_006162-T1, CHIFNET13H1268_000472-T1
GF00003061	CHIFNET13H1268_005502-T1, CHIFNET13H1268_010063-T1
GF00003062	CHIFNET13H1268_011733-T1, CHIFNET13H1268_002508-T1
GF00003063	CHIFNET13H1268_006660-T1, CHIFNET13H1268_013263-T1
GF00003064	CHIFNET13H1268_014747-T1, CHIFNET13H1268_008656-T1
GF00003065	CHIFNET13H1268_012186-T1, CHIFNET13H1268_005124-T1
GF00003066	CHIFNET13H1268_006381-T1, CHIFNET13H1268_004445-T1
GF00003067	CHIFNET13H1268_014257-T1, CHIFNET13H1268_010152-T1
GF00003068	CHIFNET13H1268_002868-T1, CHIFNET13H1268_009517-T1
GF00003069	CHIFNET13H1268_010308-T1, CHIFNET13H1268_007484-T1
GF00003070	CHIFNET13H1268_002336-T1, CHIFNET13H1268_003382-T1
GF00003071	CHIFNET13H1268_003637-T1, CHIFNET13H1268_000318-T1
GF00003072	CHIFNET13H1268_007043-T1, CHIFNET13H1268_003779-T1
GF00003073	CHIFNET13H1268_004915-T1, CHIFNET13H1268_012656-T1
GF00003074	CHIFNET13H1268_007142-T1, CHIFNET13H1268_012428-T1
GF00003075	CHIFNET13H1268_000537-T1, CHIFNET13H1268_006972-T1
GF00003076	CHIFNET13H1268_012374-T1, CHIFNET13H1268_007819-T1
GF00003077	CHIFNET13H1268_011223-T1, CHIFNET13H1268_005877-T1
GF00003078	CHIFNET13H1268_001457-T1, CHIFNET13H1268_005272-T1
GF00003079	CHIFNET13H1268_008149-T1, CHIFNET13H1268_009103-T1
