	Rhodotorula_mucilaginosa_TFCN_25-331D-1.cds.fa
GF00002799	TFCN25331D1_006474-T1, TFCN25331D1_010976-T1
GF00002800	TFCN25331D1_009412-T1, TFCN25331D1_013253-T1
GF00002801	TFCN25331D1_004853-T1, TFCN25331D1_001082-T1
GF00002802	TFCN25331D1_011011-T1, TFCN25331D1_011776-T1
GF00002803	TFCN25331D1_000341-T1, TFCN25331D1_004147-T1
GF00002804	TFCN25331D1_007384-T1, TFCN25331D1_009698-T1
GF00002805	TFCN25331D1_004310-T1, TFCN25331D1_004628-T1
GF00002806	TFCN25331D1_010626-T1, TFCN25331D1_013018-T1
GF00002807	TFCN25331D1_013597-T1, TFCN25331D1_013290-T1
GF00002808	TFCN25331D1_011077-T1, TFCN25331D1_005181-T1
GF00002809	TFCN25331D1_010613-T1, TFCN25331D1_013032-T1
GF00002810	TFCN25331D1_013545-T1, TFCN25331D1_000778-T1
GF00002811	TFCN25331D1_006434-T1, TFCN25331D1_013426-T1
GF00002812	TFCN25331D1_009906-T1, TFCN25331D1_002265-T1
GF00002813	TFCN25331D1_010358-T1, TFCN25331D1_010516-T1
GF00002814	TFCN25331D1_005992-T1, TFCN25331D1_011462-T1
GF00002815	TFCN25331D1_005392-T1, TFCN25331D1_012459-T1
GF00002816	TFCN25331D1_001185-T1, TFCN25331D1_001482-T1
GF00002817	TFCN25331D1_001547-T1, TFCN25331D1_006223-T1
GF00002818	TFCN25331D1_011237-T1, TFCN25331D1_008474-T1
GF00002819	TFCN25331D1_001573-T1, TFCN25331D1_006197-T1
GF00002820	TFCN25331D1_000651-T1, TFCN25331D1_006719-T1
GF00002821	TFCN25331D1_001764-T1, TFCN25331D1_004889-T1
GF00002822	TFCN25331D1_003563-T1, TFCN25331D1_011173-T1
GF00002823	TFCN25331D1_006194-T1, TFCN25331D1_001576-T1
GF00002824	TFCN25331D1_006079-T1, TFCN25331D1_009137-T1
GF00002825	TFCN25331D1_011946-T1, TFCN25331D1_007948-T1
GF00002826	TFCN25331D1_006977-T1, TFCN25331D1_013138-T1
GF00002827	TFCN25331D1_012705-T1, TFCN25331D1_009393-T1
GF00002828	TFCN25331D1_002019-T1, TFCN25331D1_001801-T1
GF00002829	TFCN25331D1_012821-T1, TFCN25331D1_011662-T1
GF00002830	TFCN25331D1_012773-T1, TFCN25331D1_008282-T1
GF00002831	TFCN25331D1_006644-T1, TFCN25331D1_004527-T1
GF00002832	TFCN25331D1_011225-T1, TFCN25331D1_009343-T1
GF00002833	TFCN25331D1_007533-T1, TFCN25331D1_011029-T1
GF00002834	TFCN25331D1_009448-T1, TFCN25331D1_008957-T1
GF00002835	TFCN25331D1_009625-T1, TFCN25331D1_003385-T1
GF00002836	TFCN25331D1_007990-T1, TFCN25331D1_006029-T1
GF00002837	TFCN25331D1_001097-T1, TFCN25331D1_012009-T1
GF00002838	TFCN25331D1_007946-T1, TFCN25331D1_011944-T1
GF00002839	TFCN25331D1_000083-T1, TFCN25331D1_002718-T1
GF00002840	TFCN25331D1_004772-T1, TFCN25331D1_000991-T1
GF00002841	TFCN25331D1_005030-T1, TFCN25331D1_010687-T1
GF00002842	TFCN25331D1_005219-T1, TFCN25331D1_007908-T1
GF00002843	TFCN25331D1_007089-T1, TFCN25331D1_002303-T1
GF00002844	TFCN25331D1_005920-T1, TFCN25331D1_002592-T1
GF00002845	TFCN25331D1_013062-T1, TFCN25331D1_008259-T1
GF00002846	TFCN25331D1_004799-T1, TFCN25331D1_001016-T1
GF00002847	TFCN25331D1_002517-T1, TFCN25331D1_012410-T1
GF00002848	TFCN25331D1_011707-T1, TFCN25331D1_009738-T1
GF00002849	TFCN25331D1_007649-T1, TFCN25331D1_012180-T1
GF00002850	TFCN25331D1_006645-T1, TFCN25331D1_004555-T1
GF00002851	TFCN25331D1_007554-T1, TFCN25331D1_003942-T1
GF00002852	TFCN25331D1_007500-T1, TFCN25331D1_011066-T1
GF00002853	TFCN25331D1_003656-T1, TFCN25331D1_006281-T1
GF00002854	TFCN25331D1_011260-T1, TFCN25331D1_008496-T1
GF00002855	TFCN25331D1_013429-T1, TFCN25331D1_006437-T1
GF00002856	TFCN25331D1_011816-T1, TFCN25331D1_000595-T1
GF00002857	TFCN25331D1_010349-T1, TFCN25331D1_010347-T1
GF00002858	TFCN25331D1_012421-T1, TFCN25331D1_006863-T1
GF00002859	TFCN25331D1_012344-T1, TFCN25331D1_013387-T1
GF00002860	TFCN25331D1_007364-T1, TFCN25331D1_013439-T1
GF00002861	TFCN25331D1_007595-T1, TFCN25331D1_008337-T1
GF00002862	TFCN25331D1_001438-T1, TFCN25331D1_001217-T1
GF00002863	TFCN25331D1_007038-T1, TFCN25331D1_009992-T1
GF00002864	TFCN25331D1_007259-T1, TFCN25331D1_003253-T1
GF00002865	TFCN25331D1_003381-T1, TFCN25331D1_009622-T1
GF00002866	TFCN25331D1_004838-T1, TFCN25331D1_001053-T1
GF00002867	TFCN25331D1_011696-T1, TFCN25331D1_009725-T1
GF00002868	TFCN25331D1_006776-T1, TFCN25331D1_000715-T1
GF00002869	TFCN25331D1_004143-T1, TFCN25331D1_000345-T1
GF00002870	TFCN25331D1_007386-T1, TFCN25331D1_009696-T1
GF00002871	TFCN25331D1_002241-T1, TFCN25331D1_009878-T1
GF00002872	TFCN25331D1_003772-T1, TFCN25331D1_013400-T1
GF00002873	TFCN25331D1_010214-T1, TFCN25331D1_011588-T1
GF00002874	TFCN25331D1_012868-T1, TFCN25331D1_011393-T1
GF00002875	TFCN25331D1_012861-T1, TFCN25331D1_011386-T1
GF00002876	TFCN25331D1_004272-T1, TFCN25331D1_004663-T1
GF00002877	TFCN25331D1_001296-T1, TFCN25331D1_001361-T1
GF00002878	TFCN25331D1_001039-T1, TFCN25331D1_004824-T1
GF00002879	TFCN25331D1_008764-T1, TFCN25331D1_012561-T1
GF00002880	TFCN25331D1_010053-T1, TFCN25331D1_013127-T1
GF00002881	TFCN25331D1_009191-T1, TFCN25331D1_008424-T1
GF00002882	TFCN25331D1_002550-T1, TFCN25331D1_010257-T1
GF00002883	TFCN25331D1_011685-T1, TFCN25331D1_009714-T1
GF00002884	TFCN25331D1_006240-T1, TFCN25331D1_013671-T1
GF00002885	TFCN25331D1_004689-T1, TFCN25331D1_004246-T1
GF00002886	TFCN25331D1_004326-T1, TFCN25331D1_004613-T1
GF00002887	TFCN25331D1_011727-T1, TFCN25331D1_006510-T1
GF00002888	TFCN25331D1_004374-T1, TFCN25331D1_003027-T1
GF00002889	TFCN25331D1_008552-T1, TFCN25331D1_012678-T1
GF00002890	TFCN25331D1_001724-T1, TFCN25331D1_004925-T1
GF00002891	TFCN25331D1_006641-T1, TFCN25331D1_004530-T1
GF00002892	TFCN25331D1_004057-T1, TFCN25331D1_011198-T1
GF00002893	TFCN25331D1_006192-T1, TFCN25331D1_001578-T1
GF00002894	TFCN25331D1_013128-T1, TFCN25331D1_010052-T1
GF00002895	TFCN25331D1_009704-T1, TFCN25331D1_007376-T1
GF00002896	TFCN25331D1_004017-T1, TFCN25331D1_009959-T1
GF00002897	TFCN25331D1_008435-T1, TFCN25331D1_009203-T1
GF00002898	TFCN25331D1_011705-T1, TFCN25331D1_009736-T1
GF00002899	TFCN25331D1_008446-T1, TFCN25331D1_009214-T1
GF00002900	TFCN25331D1_003641-T1, TFCN25331D1_008809-T1
GF00002901	TFCN25331D1_001398-T1, TFCN25331D1_001255-T1
GF00002902	TFCN25331D1_003041-T1, TFCN25331D1_004385-T1
GF00002903	TFCN25331D1_009458-T1, TFCN25331D1_008947-T1
GF00002904	TFCN25331D1_007893-T1, TFCN25331D1_005203-T1
GF00002905	TFCN25331D1_003319-T1, TFCN25331D1_009517-T1
GF00002906	TFCN25331D1_011824-T1, TFCN25331D1_000603-T1
GF00002907	TFCN25331D1_009749-T1, TFCN25331D1_012693-T1
GF00002908	TFCN25331D1_004122-T1, TFCN25331D1_000366-T1
GF00002909	TFCN25331D1_004652-T1, TFCN25331D1_004284-T1
GF00002910	TFCN25331D1_003775-T1, TFCN25331D1_013397-T1
GF00002911	TFCN25331D1_011498-T1, TFCN25331D1_006042-T1
GF00002912	TFCN25331D1_008773-T1, TFCN25331D1_012552-T1
GF00002913	TFCN25331D1_011679-T1, TFCN25331D1_013640-T1
GF00002914	TFCN25331D1_005121-T1, TFCN25331D1_008710-T1
GF00002915	TFCN25331D1_008590-T1, TFCN25331D1_005757-T1
GF00002916	TFCN25331D1_005805-T1, TFCN25331D1_012373-T1
GF00002917	TFCN25331D1_006564-T1, TFCN25331D1_013512-T1
GF00002918	TFCN25331D1_004497-T1, TFCN25331D1_005492-T1
GF00002919	TFCN25331D1_008234-T1, TFCN25331D1_000284-T1
GF00002920	TFCN25331D1_000568-T1, TFCN25331D1_012130-T1
GF00002921	TFCN25331D1_002146-T1, TFCN25331D1_001935-T1
GF00002922	TFCN25331D1_003305-T1, TFCN25331D1_007309-T1
GF00002923	TFCN25331D1_000424-T1, TFCN25331D1_008099-T1
GF00002924	TFCN25331D1_005897-T1, TFCN25331D1_002614-T1
GF00002925	TFCN25331D1_005248-T1, TFCN25331D1_007937-T1
GF00002926	TFCN25331D1_004910-T1, TFCN25331D1_001745-T1
GF00002927	TFCN25331D1_001493-T1, TFCN25331D1_001152-T1
GF00002928	TFCN25331D1_009066-T1, TFCN25331D1_008667-T1
GF00002929	TFCN25331D1_007317-T1, TFCN25331D1_012235-T1
GF00002930	TFCN25331D1_013718-T1, TFCN25331D1_010063-T1
GF00002931	TFCN25331D1_001538-T1, TFCN25331D1_001108-T1
GF00002932	TFCN25331D1_004905-T1, TFCN25331D1_001750-T1
GF00002933	TFCN25331D1_012187-T1, TFCN25331D1_009536-T1
GF00002934	TFCN25331D1_010892-T1, TFCN25331D1_003146-T1
GF00002935	TFCN25331D1_004625-T1, TFCN25331D1_004313-T1
GF00002936	TFCN25331D1_009568-T1, TFCN25331D1_010151-T1
GF00002937	TFCN25331D1_012015-T1, TFCN25331D1_013649-T1
GF00002938	TFCN25331D1_013373-T1, TFCN25331D1_013330-T1
GF00002939	TFCN25331D1_006534-T1, TFCN25331D1_013365-T1
GF00002940	TFCN25331D1_012520-T1, TFCN25331D1_009501-T1
GF00002941	TFCN25331D1_007674-T1, TFCN25331D1_013356-T1
GF00002942	TFCN25331D1_013013-T1, TFCN25331D1_005473-T1
GF00002943	TFCN25331D1_003139-T1, TFCN25331D1_010884-T1
GF00002944	TFCN25331D1_001249-T1, TFCN25331D1_001404-T1
GF00002945	TFCN25331D1_013171-T1, TFCN25331D1_008790-T1
GF00002946	TFCN25331D1_011893-T1, TFCN25331D1_009001-T1
GF00002947	TFCN25331D1_004971-T1, TFCN25331D1_001679-T1
GF00002948	TFCN25331D1_011981-T1, TFCN25331D1_003778-T1
GF00002949	TFCN25331D1_012274-T1, TFCN25331D1_010598-T1
GF00002950	TFCN25331D1_004917-T1, TFCN25331D1_001732-T1
GF00002951	TFCN25331D1_005787-T1, TFCN25331D1_008625-T1
GF00002952	TFCN25331D1_007679-T1, TFCN25331D1_000497-T1
GF00002953	TFCN25331D1_011186-T1, TFCN25331D1_003577-T1
GF00002954	TFCN25331D1_007490-T1, TFCN25331D1_010467-T1
GF00002955	TFCN25331D1_001467-T1, TFCN25331D1_001170-T1
GF00002956	TFCN25331D1_008205-T1, TFCN25331D1_000256-T1
GF00002957	TFCN25331D1_002677-T1, TFCN25331D1_005832-T1
GF00002958	TFCN25331D1_007488-T1, TFCN25331D1_010469-T1
GF00002959	TFCN25331D1_009831-T1, TFCN25331D1_003528-T1
GF00002960	TFCN25331D1_002636-T1, TFCN25331D1_005874-T1
GF00002961	TFCN25331D1_008457-T1, TFCN25331D1_000008-T1
GF00002962	TFCN25331D1_012823-T1, TFCN25331D1_011661-T1
GF00002963	TFCN25331D1_009227-T1, TFCN25331D1_006258-T1
GF00002964	TFCN25331D1_007233-T1, TFCN25331D1_005604-T1
GF00002965	TFCN25331D1_009309-T1, TFCN25331D1_011798-T1
GF00002966	TFCN25331D1_008005-T1, TFCN25331D1_006015-T1
GF00002967	TFCN25331D1_001690-T1, TFCN25331D1_004959-T1
GF00002968	TFCN25331D1_003702-T1, TFCN25331D1_006329-T1
GF00002969	TFCN25331D1_001895-T1, TFCN25331D1_002111-T1
GF00002970	TFCN25331D1_004966-T1, TFCN25331D1_001684-T1
GF00002971	TFCN25331D1_012430-T1, TFCN25331D1_006857-T1
GF00002972	TFCN25331D1_001785-T1, TFCN25331D1_002000-T1
GF00002973	TFCN25331D1_011177-T1, TFCN25331D1_003568-T1
GF00002974	TFCN25331D1_011062-T1, TFCN25331D1_007504-T1
GF00002975	TFCN25331D1_002837-T1, TFCN25331D1_000201-T1
GF00002976	TFCN25331D1_002340-T1, TFCN25331D1_007127-T1
GF00002977	TFCN25331D1_004018-T1, TFCN25331D1_009958-T1
GF00002978	TFCN25331D1_002132-T1, TFCN25331D1_001917-T1
GF00002979	TFCN25331D1_004327-T1, TFCN25331D1_004612-T1
GF00002980	TFCN25331D1_013766-T1, TFCN25331D1_006852-T1
GF00002981	TFCN25331D1_004093-T1, TFCN25331D1_000394-T1
GF00002982	TFCN25331D1_009196-T1, TFCN25331D1_008420-T1
GF00002983	TFCN25331D1_007277-T1, TFCN25331D1_001932-T1
GF00002984	TFCN25331D1_010252-T1, TFCN25331D1_002556-T1
GF00002985	TFCN25331D1_000915-T1, TFCN25331D1_007836-T1
GF00002986	TFCN25331D1_012774-T1, TFCN25331D1_008283-T1
GF00002987	TFCN25331D1_008860-T1, TFCN25331D1_011922-T1
GF00002988	TFCN25331D1_008505-T1, TFCN25331D1_011267-T1
GF00002989	TFCN25331D1_003293-T1, TFCN25331D1_007296-T1
GF00002990	TFCN25331D1_008227-T1, TFCN25331D1_000277-T1
GF00002991	TFCN25331D1_011394-T1, TFCN25331D1_012869-T1
GF00002992	TFCN25331D1_009821-T1, TFCN25331D1_003536-T1
GF00002993	TFCN25331D1_009006-T1, TFCN25331D1_011889-T1
GF00002994	TFCN25331D1_013491-T1, TFCN25331D1_013588-T1
GF00002995	TFCN25331D1_006561-T1, TFCN25331D1_012059-T1
GF00002996	TFCN25331D1_011223-T1, TFCN25331D1_009345-T1
GF00002997	TFCN25331D1_003201-T1, TFCN25331D1_010579-T1
GF00002998	TFCN25331D1_012534-T1, TFCN25331D1_009487-T1
GF00002999	TFCN25331D1_009339-T1, TFCN25331D1_011229-T1
GF00003000	TFCN25331D1_012012-T1, TFCN25331D1_001100-T1
GF00003001	TFCN25331D1_001232-T1, TFCN25331D1_001423-T1
GF00003002	TFCN25331D1_012922-T1, TFCN25331D1_011407-T1
GF00003003	TFCN25331D1_010085-T1, TFCN25331D1_002381-T1
GF00003004	TFCN25331D1_010264-T1, TFCN25331D1_002544-T1
GF00003005	TFCN25331D1_011009-T1, TFCN25331D1_011775-T1
GF00003006	TFCN25331D1_003216-T1, TFCN25331D1_010564-T1
GF00003007	TFCN25331D1_010401-T1, TFCN25331D1_006141-T1
GF00003008	TFCN25331D1_007666-T1, TFCN25331D1_013347-T1
GF00003009	TFCN25331D1_003611-T1, TFCN25331D1_012290-T1
GF00003010	TFCN25331D1_000217-T1, TFCN25331D1_008165-T1
GF00003011	TFCN25331D1_005676-T1, TFCN25331D1_007729-T1
GF00003012	TFCN25331D1_005720-T1, TFCN25331D1_000856-T1
GF00003013	TFCN25331D1_001155-T1, TFCN25331D1_001490-T1
GF00003014	TFCN25331D1_008472-T1, TFCN25331D1_011235-T1
GF00003015	TFCN25331D1_006581-T1, TFCN25331D1_012052-T1
GF00003016	TFCN25331D1_012403-T1, TFCN25331D1_002523-T1
GF00003017	TFCN25331D1_010572-T1, TFCN25331D1_003208-T1
GF00003018	TFCN25331D1_012911-T1, TFCN25331D1_011398-T1
GF00003019	TFCN25331D1_000468-T1, TFCN25331D1_008053-T1
GF00003020	TFCN25331D1_001720-T1, TFCN25331D1_004929-T1
GF00003021	TFCN25331D1_013015-T1, TFCN25331D1_005471-T1
GF00003022	TFCN25331D1_009674-T1, TFCN25331D1_013467-T1
GF00003023	TFCN25331D1_011110-T1, TFCN25331D1_003961-T1
GF00003024	TFCN25331D1_002673-T1, TFCN25331D1_005836-T1
GF00003025	TFCN25331D1_006343-T1, TFCN25331D1_003716-T1
GF00003026	TFCN25331D1_009901-T1, TFCN25331D1_002272-T1
GF00003027	TFCN25331D1_009352-T1, TFCN25331D1_011216-T1
GF00003028	TFCN25331D1_008396-T1, TFCN25331D1_011865-T1
GF00003029	TFCN25331D1_009156-T1, TFCN25331D1_006063-T1
GF00003030	TFCN25331D1_007737-T1, TFCN25331D1_005668-T1
GF00003031	TFCN25331D1_006209-T1, TFCN25331D1_001561-T1
GF00003032	TFCN25331D1_011962-T1, TFCN25331D1_013182-T1
GF00003033	TFCN25331D1_007116-T1, TFCN25331D1_002328-T1
GF00003034	TFCN25331D1_009567-T1, TFCN25331D1_010150-T1
GF00003035	TFCN25331D1_003368-T1, TFCN25331D1_009609-T1
GF00003036	TFCN25331D1_012284-T1, TFCN25331D1_003605-T1
GF00003037	TFCN25331D1_001446-T1, TFCN25331D1_001206-T1
GF00003038	TFCN25331D1_006636-T1, TFCN25331D1_004535-T1
GF00003039	TFCN25331D1_006547-T1, TFCN25331D1_012072-T1
GF00003040	TFCN25331D1_003369-T1, TFCN25331D1_009610-T1
GF00003041	TFCN25331D1_010452-T1, TFCN25331D1_003442-T1
GF00003042	TFCN25331D1_011580-T1, TFCN25331D1_010222-T1
GF00003043	TFCN25331D1_004408-T1, TFCN25331D1_003066-T1
GF00003044	TFCN25331D1_006056-T1, TFCN25331D1_009163-T1
GF00003045	TFCN25331D1_006179-T1, TFCN25331D1_001590-T1
GF00003046	TFCN25331D1_009592-T1, TFCN25331D1_010174-T1
GF00003047	TFCN25331D1_002545-T1, TFCN25331D1_010263-T1
GF00003048	TFCN25331D1_011244-T1, TFCN25331D1_008479-T1
GF00003049	TFCN25331D1_007033-T1, TFCN25331D1_000061-T1
GF00003050	TFCN25331D1_001345-T1, TFCN25331D1_001309-T1
GF00003051	TFCN25331D1_000018-T1, TFCN25331D1_006987-T1
GF00003052	TFCN25331D1_010323-T1, TFCN25331D1_005621-T1
GF00003053	TFCN25331D1_005549-T1, TFCN25331D1_007181-T1
GF00003054	TFCN25331D1_008906-T1, TFCN25331D1_005288-T1
GF00003055	TFCN25331D1_007025-T1, TFCN25331D1_000053-T1
GF00003056	TFCN25331D1_001472-T1, TFCN25331D1_001175-T1
GF00003057	TFCN25331D1_006743-T1, TFCN25331D1_000677-T1
GF00003058	TFCN25331D1_008220-T1, TFCN25331D1_000271-T1
GF00003059	TFCN25331D1_003765-T1, TFCN25331D1_013407-T1
GF00003060	TFCN25331D1_003951-T1, TFCN25331D1_007563-T1
GF00003061	TFCN25331D1_012970-T1, TFCN25331D1_005734-T1
GF00003062	TFCN25331D1_011701-T1, TFCN25331D1_009732-T1
GF00003063	TFCN25331D1_003622-T1, TFCN25331D1_012301-T1
GF00003064	TFCN25331D1_006696-T1, TFCN25331D1_000629-T1
GF00003065	TFCN25331D1_004438-T1, TFCN25331D1_003101-T1
GF00003066	TFCN25331D1_012909-T1, TFCN25331D1_011396-T1
GF00003067	TFCN25331D1_004977-T1, TFCN25331D1_001675-T1
GF00003068	TFCN25331D1_012396-T1, TFCN25331D1_002530-T1
GF00003069	TFCN25331D1_004307-T1, TFCN25331D1_004630-T1
GF00003070	TFCN25331D1_012179-T1, TFCN25331D1_007650-T1
GF00003071	TFCN25331D1_009316-T1, TFCN25331D1_011791-T1
GF00003072	TFCN25331D1_011671-T1, TFCN25331D1_012812-T1
GF00003073	TFCN25331D1_002655-T1, TFCN25331D1_005855-T1
GF00003074	TFCN25331D1_009987-T1, TFCN25331D1_002695-T1
GF00003075	TFCN25331D1_013078-T1, TFCN25331D1_005421-T1
GF00003076	TFCN25331D1_001969-T1, TFCN25331D1_002180-T1
GF00003077	TFCN25331D1_002484-T1, TFCN25331D1_009270-T1
GF00003078	TFCN25331D1_007222-T1, TFCN25331D1_005593-T1
GF00003079	TFCN25331D1_007265-T1, TFCN25331D1_003259-T1
GF00003080	TFCN25331D1_010126-T1, TFCN25331D1_002421-T1
GF00003081	TFCN25331D1_000306-T1, TFCN25331D1_004184-T1
GF00003082	TFCN25331D1_010980-T1, TFCN25331D1_006470-T1
GF00003083	TFCN25331D1_005036-T1, TFCN25331D1_010698-T1
GF00003084	TFCN25331D1_010523-T1, TFCN25331D1_007766-T1
GF00003085	TFCN25331D1_008688-T1, TFCN25331D1_009048-T1
GF00003086	TFCN25331D1_008140-T1, TFCN25331D1_011560-T1
GF00003087	TFCN25331D1_011828-T1, TFCN25331D1_000607-T1
GF00003088	TFCN25331D1_002835-T1, TFCN25331D1_000199-T1
GF00003089	TFCN25331D1_007145-T1, TFCN25331D1_002359-T1
GF00003090	TFCN25331D1_013041-T1, TFCN25331D1_011510-T1
GF00003091	TFCN25331D1_003203-T1, TFCN25331D1_010577-T1
GF00003092	TFCN25331D1_009874-T1, TFCN25331D1_002237-T1
GF00003093	TFCN25331D1_001726-T1, TFCN25331D1_004923-T1
GF00003094	TFCN25331D1_008447-T1, TFCN25331D1_009215-T1
GF00003095	TFCN25331D1_013086-T1, TFCN25331D1_005414-T1
GF00003096	TFCN25331D1_004524-T1, TFCN25331D1_006617-T1
GF00003097	TFCN25331D1_005730-T1, TFCN25331D1_012973-T1
GF00003098	TFCN25331D1_004551-T1, TFCN25331D1_006622-T1
GF00003099	TFCN25331D1_000433-T1, TFCN25331D1_008089-T1
GF00003100	TFCN25331D1_005870-T1, TFCN25331D1_002640-T1
GF00003101	TFCN25331D1_011041-T1, TFCN25331D1_007525-T1
GF00003102	TFCN25331D1_013617-T1, TFCN25331D1_011319-T1
GF00003103	TFCN25331D1_010903-T1, TFCN25331D1_003156-T1
GF00003104	TFCN25331D1_013096-T1, TFCN25331D1_010200-T1
GF00003105	TFCN25331D1_001845-T1, TFCN25331D1_002062-T1
GF00003106	TFCN25331D1_003498-T1, TFCN25331D1_009864-T1
GF00003107	TFCN25331D1_003537-T1, TFCN25331D1_009822-T1
GF00003108	TFCN25331D1_009261-T1, TFCN25331D1_002493-T1
GF00003109	TFCN25331D1_008233-T1, TFCN25331D1_000283-T1
GF00003110	TFCN25331D1_011074-T1, TFCN25331D1_005184-T1
GF00003111	TFCN25331D1_004360-T1, TFCN25331D1_012752-T1
GF00003112	TFCN25331D1_013211-T1, TFCN25331D1_012850-T1
GF00003113	TFCN25331D1_000844-T1, TFCN25331D1_005709-T1
GF00003114	TFCN25331D1_005173-T1, TFCN25331D1_011085-T1
GF00003115	TFCN25331D1_010906-T1, TFCN25331D1_003159-T1
GF00003116	TFCN25331D1_009359-T1, TFCN25331D1_013690-T1
GF00003117	TFCN25331D1_005748-T1, TFCN25331D1_008578-T1
GF00003118	TFCN25331D1_000601-T1, TFCN25331D1_011822-T1
GF00003119	TFCN25331D1_004813-T1, TFCN25331D1_001028-T1
GF00003120	TFCN25331D1_002256-T1, TFCN25331D1_009892-T1
GF00003121	TFCN25331D1_008313-T1, TFCN25331D1_009027-T1
GF00003122	TFCN25331D1_003398-T1, TFCN25331D1_009638-T1
GF00003123	TFCN25331D1_011089-T1, TFCN25331D1_005168-T1
GF00003124	TFCN25331D1_006558-T1, TFCN25331D1_012062-T1
GF00003125	TFCN25331D1_000680-T1, TFCN25331D1_006746-T1
GF00003126	TFCN25331D1_002706-T1, TFCN25331D1_000071-T1
GF00003127	TFCN25331D1_009761-T1, TFCN25331D1_012946-T1
GF00003128	TFCN25331D1_008920-T1, TFCN25331D1_010041-T1
GF00003129	TFCN25331D1_001739-T1, TFCN25331D1_008975-T1
GF00003130	TFCN25331D1_012242-T1, TFCN25331D1_009527-T1
GF00003131	TFCN25331D1_007715-T1, TFCN25331D1_000534-T1
GF00003132	TFCN25331D1_012053-T1, TFCN25331D1_006582-T1
GF00003133	TFCN25331D1_002723-T1, TFCN25331D1_000088-T1
GF00003134	TFCN25331D1_003051-T1, TFCN25331D1_004395-T1
GF00003135	TFCN25331D1_003500-T1, TFCN25331D1_009862-T1
GF00003136	TFCN25331D1_005411-T1, TFCN25331D1_013089-T1
GF00003137	TFCN25331D1_007511-T1, TFCN25331D1_011055-T1
GF00003138	TFCN25331D1_003026-T1, TFCN25331D1_004373-T1
GF00003139	TFCN25331D1_013510-T1, TFCN25331D1_006566-T1
GF00003140	TFCN25331D1_006787-T1, TFCN25331D1_000726-T1
GF00003141	TFCN25331D1_002211-T1, TFCN25331D1_011294-T1
GF00003142	TFCN25331D1_011726-T1, TFCN25331D1_006509-T1
GF00003143	TFCN25331D1_001831-T1, TFCN25331D1_002049-T1
GF00003144	TFCN25331D1_006820-T1, TFCN25331D1_012139-T1
GF00003145	TFCN25331D1_011942-T1, TFCN25331D1_008838-T1
GF00003146	TFCN25331D1_000961-T1, TFCN25331D1_004743-T1
GF00003147	TFCN25331D1_009470-T1, TFCN25331D1_008936-T1
GF00003148	TFCN25331D1_009473-T1, TFCN25331D1_008933-T1
GF00003149	TFCN25331D1_000039-T1, TFCN25331D1_007011-T1
GF00003150	TFCN25331D1_010341-T1, TFCN25331D1_005637-T1
GF00003151	TFCN25331D1_012205-T1, TFCN25331D1_000753-T1
GF00003152	TFCN25331D1_002243-T1, TFCN25331D1_009880-T1
GF00003153	TFCN25331D1_007307-T1, TFCN25331D1_003303-T1
GF00003154	TFCN25331D1_006847-T1, TFCN25331D1_012165-T1
GF00003155	TFCN25331D1_001007-T1, TFCN25331D1_004790-T1
GF00003156	TFCN25331D1_007939-T1, TFCN25331D1_005250-T1
GF00003157	TFCN25331D1_012959-T1, TFCN25331D1_009774-T1
GF00003158	TFCN25331D1_011907-T1, TFCN25331D1_008986-T1
GF00003159	TFCN25331D1_011191-T1, TFCN25331D1_003581-T1
GF00003160	TFCN25331D1_000659-T1, TFCN25331D1_006727-T1
GF00003161	TFCN25331D1_007439-T1, TFCN25331D1_006949-T1
GF00003162	TFCN25331D1_003540-T1, TFCN25331D1_009825-T1
GF00003163	TFCN25331D1_013446-T1, TFCN25331D1_007371-T1
GF00003164	TFCN25331D1_004411-T1, TFCN25331D1_003069-T1
GF00003165	TFCN25331D1_010451-T1, TFCN25331D1_003441-T1
GF00003166	TFCN25331D1_001159-T1, TFCN25331D1_001486-T1
GF00003167	TFCN25331D1_008531-T1, TFCN25331D1_011359-T1
GF00003168	TFCN25331D1_009408-T1, TFCN25331D1_013249-T1
GF00003169	TFCN25331D1_003927-T1, TFCN25331D1_007544-T1
GF00003170	TFCN25331D1_002618-T1, TFCN25331D1_005893-T1
GF00003171	TFCN25331D1_000498-T1, TFCN25331D1_007680-T1
GF00003172	TFCN25331D1_002784-T1, TFCN25331D1_000147-T1
GF00003173	TFCN25331D1_006467-T1, TFCN25331D1_010983-T1
GF00003174	TFCN25331D1_000090-T1, TFCN25331D1_002725-T1
GF00003175	TFCN25331D1_006204-T1, TFCN25331D1_001566-T1
GF00003176	TFCN25331D1_010957-T1, TFCN25331D1_008105-T1
GF00003177	TFCN25331D1_002133-T1, TFCN25331D1_001918-T1
GF00003178	TFCN25331D1_002710-T1, TFCN25331D1_000075-T1
GF00003179	TFCN25331D1_013552-T1, TFCN25331D1_012387-T1
GF00003180	TFCN25331D1_010224-T1, TFCN25331D1_011578-T1
GF00003181	TFCN25331D1_000215-T1, TFCN25331D1_002850-T1
GF00003182	TFCN25331D1_004347-T1, TFCN25331D1_004594-T1
GF00003183	TFCN25331D1_006883-T1, TFCN25331D1_012725-T1
GF00003184	TFCN25331D1_010226-T1, TFCN25331D1_011576-T1
GF00003185	TFCN25331D1_005231-T1, TFCN25331D1_007921-T1
