	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa	Sum	PhylogenyCoverage	CopyType
GF00003813	1	1	2	1.0	single-copy
GF00003814	1	1	2	1.0	single-copy
GF00003815	1	1	2	1.0	single-copy
GF00003816	1	1	2	1.0	single-copy
GF00003817	1	1	2	1.0	single-copy
GF00003818	1	1	2	1.0	single-copy
GF00003819	1	1	2	1.0	single-copy
GF00003820	1	1	2	1.0	single-copy
GF00003821	1	1	2	1.0	single-copy
GF00003822	1	1	2	1.0	single-copy
GF00003823	1	1	2	1.0	single-copy
GF00003824	1	1	2	1.0	single-copy
GF00003825	1	1	2	1.0	single-copy
GF00003826	1	1	2	1.0	single-copy
GF00003827	1	1	2	1.0	single-copy
GF00003828	1	1	2	1.0	single-copy
GF00003829	1	1	2	1.0	single-copy
GF00003830	1	1	2	1.0	single-copy
GF00003831	1	1	2	1.0	single-copy
GF00003832	1	1	2	1.0	single-copy
GF00003833	1	1	2	1.0	single-copy
GF00003834	1	1	2	1.0	single-copy
GF00003835	1	1	2	1.0	single-copy
GF00003836	1	1	2	1.0	single-copy
GF00003837	1	1	2	1.0	single-copy
GF00003838	1	1	2	1.0	single-copy
GF00003839	1	1	2	1.0	single-copy
GF00003840	1	1	2	1.0	single-copy
GF00003841	1	1	2	1.0	single-copy
GF00003842	1	1	2	1.0	single-copy
GF00003843	1	1	2	1.0	single-copy
GF00003844	1	1	2	1.0	single-copy
GF00003845	1	1	2	1.0	single-copy
GF00003846	1	1	2	1.0	single-copy
GF00003847	1	1	2	1.0	single-copy
GF00003848	1	1	2	1.0	single-copy
GF00003849	1	1	2	1.0	single-copy
GF00003850	1	1	2	1.0	single-copy
GF00003851	1	1	2	1.0	single-copy
GF00003852	1	1	2	1.0	single-copy
GF00003853	1	1	2	1.0	single-copy
GF00003854	1	1	2	1.0	single-copy
GF00003855	1	1	2	1.0	single-copy
GF00003856	1	1	2	1.0	single-copy
GF00003857	1	1	2	1.0	single-copy
GF00003858	1	1	2	1.0	single-copy
GF00003859	1	1	2	1.0	single-copy
GF00003860	1	1	2	1.0	single-copy
GF00003861	1	1	2	1.0	single-copy
GF00003862	1	1	2	1.0	single-copy
GF00003863	1	1	2	1.0	single-copy
GF00003864	1	1	2	1.0	single-copy
GF00003865	1	1	2	1.0	single-copy
GF00003866	1	1	2	1.0	single-copy
GF00003867	1	1	2	1.0	single-copy
GF00003868	1	1	2	1.0	single-copy
GF00003869	1	1	2	1.0	single-copy
GF00003870	1	1	2	1.0	single-copy
GF00003871	1	1	2	1.0	single-copy
GF00003872	1	1	2	1.0	single-copy
GF00003873	1	1	2	1.0	single-copy
GF00003874	1	1	2	1.0	single-copy
GF00003875	1	1	2	1.0	single-copy
GF00003876	1	1	2	1.0	single-copy
GF00003877	1	1	2	1.0	single-copy
GF00003878	1	1	2	1.0	single-copy
GF00003879	1	1	2	1.0	single-copy
GF00003880	1	1	2	1.0	single-copy
GF00003881	1	1	2	1.0	single-copy
GF00003882	1	1	2	1.0	single-copy
GF00003883	1	1	2	1.0	single-copy
GF00003884	1	1	2	1.0	single-copy
GF00003885	1	1	2	1.0	single-copy
GF00003886	1	1	2	1.0	single-copy
GF00003887	1	1	2	1.0	single-copy
GF00003888	1	1	2	1.0	single-copy
GF00003889	1	1	2	1.0	single-copy
GF00003890	1	1	2	1.0	single-copy
GF00003891	1	1	2	1.0	single-copy
GF00003892	1	1	2	1.0	single-copy
GF00003893	1	1	2	1.0	single-copy
GF00003894	1	1	2	1.0	single-copy
GF00003895	1	1	2	1.0	single-copy
GF00003896	1	1	2	1.0	single-copy
GF00003897	1	1	2	1.0	single-copy
GF00003898	1	1	2	1.0	single-copy
GF00003899	1	1	2	1.0	single-copy
GF00003900	1	1	2	1.0	single-copy
GF00003901	1	1	2	1.0	single-copy
GF00003902	1	1	2	1.0	single-copy
GF00003903	1	1	2	1.0	single-copy
GF00003904	1	1	2	1.0	single-copy
GF00003905	1	1	2	1.0	single-copy
GF00003906	1	1	2	1.0	single-copy
GF00003907	1	1	2	1.0	single-copy
GF00003908	1	1	2	1.0	single-copy
GF00003909	1	1	2	1.0	single-copy
GF00003910	1	1	2	1.0	single-copy
GF00003911	1	1	2	1.0	single-copy
GF00003912	1	1	2	1.0	single-copy
GF00003913	1	1	2	1.0	single-copy
GF00003914	1	1	2	1.0	single-copy
GF00003915	1	1	2	1.0	single-copy
GF00003916	1	1	2	1.0	single-copy
GF00003917	1	1	2	1.0	single-copy
GF00003918	1	1	2	1.0	single-copy
GF00003919	1	1	2	1.0	single-copy
GF00003920	1	1	2	1.0	single-copy
GF00003921	1	1	2	1.0	single-copy
GF00003922	1	1	2	1.0	single-copy
GF00003923	1	1	2	1.0	single-copy
GF00003924	1	1	2	1.0	single-copy
GF00003925	1	1	2	1.0	single-copy
GF00003926	1	1	2	1.0	single-copy
GF00003927	1	1	2	1.0	single-copy
GF00003928	1	1	2	1.0	single-copy
GF00003929	1	1	2	1.0	single-copy
GF00003930	1	1	2	1.0	single-copy
GF00003931	1	1	2	1.0	single-copy
GF00003932	1	1	2	1.0	single-copy
GF00003933	1	1	2	1.0	single-copy
GF00003934	1	1	2	1.0	single-copy
GF00003935	1	1	2	1.0	single-copy
GF00003936	1	1	2	1.0	single-copy
GF00003937	1	1	2	1.0	single-copy
GF00003938	1	1	2	1.0	single-copy
GF00003939	1	1	2	1.0	single-copy
GF00003940	1	1	2	1.0	single-copy
GF00003941	1	1	2	1.0	single-copy
GF00003942	1	1	2	1.0	single-copy
GF00003943	1	1	2	1.0	single-copy
GF00003944	1	1	2	1.0	single-copy
GF00003945	1	1	2	1.0	single-copy
GF00003946	1	1	2	1.0	single-copy
GF00003947	1	1	2	1.0	single-copy
GF00003948	1	1	2	1.0	single-copy
GF00003949	1	1	2	1.0	single-copy
GF00003950	1	1	2	1.0	single-copy
GF00003951	1	1	2	1.0	single-copy
GF00003952	1	1	2	1.0	single-copy
GF00003953	1	1	2	1.0	single-copy
GF00003954	1	1	2	1.0	single-copy
GF00003955	1	1	2	1.0	single-copy
GF00003956	1	1	2	1.0	single-copy
GF00003957	1	1	2	1.0	single-copy
GF00003958	1	1	2	1.0	single-copy
GF00003959	1	1	2	1.0	single-copy
GF00003960	1	1	2	1.0	single-copy
GF00003961	1	1	2	1.0	single-copy
GF00003962	1	1	2	1.0	single-copy
GF00003963	1	1	2	1.0	single-copy
GF00003964	1	1	2	1.0	single-copy
GF00003965	1	1	2	1.0	single-copy
GF00003966	1	1	2	1.0	single-copy
GF00003967	1	1	2	1.0	single-copy
GF00003968	1	1	2	1.0	single-copy
GF00003969	1	1	2	1.0	single-copy
GF00003970	1	1	2	1.0	single-copy
GF00003971	1	1	2	1.0	single-copy
GF00003972	1	1	2	1.0	single-copy
GF00003973	1	1	2	1.0	single-copy
GF00003974	1	1	2	1.0	single-copy
GF00003975	1	1	2	1.0	single-copy
GF00003976	1	1	2	1.0	single-copy
GF00003977	1	1	2	1.0	single-copy
GF00003978	1	1	2	1.0	single-copy
GF00003979	1	1	2	1.0	single-copy
GF00003980	1	1	2	1.0	single-copy
GF00003981	1	1	2	1.0	single-copy
GF00003982	1	1	2	1.0	single-copy
GF00003983	1	1	2	1.0	single-copy
GF00003984	1	1	2	1.0	single-copy
GF00003985	1	1	2	1.0	single-copy
GF00003986	1	1	2	1.0	single-copy
GF00003987	1	1	2	1.0	single-copy
GF00003988	1	1	2	1.0	single-copy
GF00003989	1	1	2	1.0	single-copy
GF00003990	1	1	2	1.0	single-copy
GF00003991	1	1	2	1.0	single-copy
GF00003992	1	1	2	1.0	single-copy
GF00003993	1	1	2	1.0	single-copy
GF00003994	1	1	2	1.0	single-copy
GF00003995	1	1	2	1.0	single-copy
GF00003996	1	1	2	1.0	single-copy
GF00003997	1	1	2	1.0	single-copy
GF00003998	1	1	2	1.0	single-copy
GF00003999	1	1	2	1.0	single-copy
GF00004000	1	1	2	1.0	single-copy
GF00004001	1	1	2	1.0	single-copy
GF00004002	1	1	2	1.0	single-copy
GF00004003	1	1	2	1.0	single-copy
GF00004004	1	1	2	1.0	single-copy
GF00004005	1	1	2	1.0	single-copy
GF00004006	1	1	2	1.0	single-copy
GF00004007	1	1	2	1.0	single-copy
GF00004008	1	1	2	1.0	single-copy
GF00004009	1	1	2	1.0	single-copy
GF00004010	1	1	2	1.0	single-copy
GF00004011	1	1	2	1.0	single-copy
GF00004012	1	1	2	1.0	single-copy
GF00004013	1	1	2	1.0	single-copy
GF00004014	1	1	2	1.0	single-copy
GF00004015	1	1	2	1.0	single-copy
GF00004016	1	1	2	1.0	single-copy
GF00004017	1	1	2	1.0	single-copy
GF00004018	1	1	2	1.0	single-copy
GF00004019	1	1	2	1.0	single-copy
GF00004020	1	1	2	1.0	single-copy
GF00004021	1	1	2	1.0	single-copy
GF00004022	1	1	2	1.0	single-copy
GF00004023	1	1	2	1.0	single-copy
GF00004024	1	1	2	1.0	single-copy
GF00004025	1	1	2	1.0	single-copy
GF00004026	1	1	2	1.0	single-copy
GF00004027	1	1	2	1.0	single-copy
GF00004028	1	1	2	1.0	single-copy
GF00004029	1	1	2	1.0	single-copy
GF00004030	1	1	2	1.0	single-copy
GF00004031	1	1	2	1.0	single-copy
GF00004032	1	1	2	1.0	single-copy
GF00004033	1	1	2	1.0	single-copy
GF00004034	1	1	2	1.0	single-copy
GF00004035	1	1	2	1.0	single-copy
GF00004036	1	1	2	1.0	single-copy
GF00004037	1	1	2	1.0	single-copy
GF00004038	1	1	2	1.0	single-copy
GF00004039	1	1	2	1.0	single-copy
GF00004040	1	1	2	1.0	single-copy
GF00004041	1	1	2	1.0	single-copy
GF00004042	1	1	2	1.0	single-copy
GF00004043	1	1	2	1.0	single-copy
GF00004044	1	1	2	1.0	single-copy
GF00004045	1	1	2	1.0	single-copy
GF00004046	1	1	2	1.0	single-copy
GF00004047	1	1	2	1.0	single-copy
GF00004048	1	1	2	1.0	single-copy
GF00004049	1	1	2	1.0	single-copy
GF00004050	1	1	2	1.0	single-copy
GF00004051	1	1	2	1.0	single-copy
GF00004052	1	1	2	1.0	single-copy
GF00004053	1	1	2	1.0	single-copy
GF00004054	1	1	2	1.0	single-copy
GF00004055	1	1	2	1.0	single-copy
GF00004056	1	1	2	1.0	single-copy
GF00004057	1	1	2	1.0	single-copy
GF00004058	1	1	2	1.0	single-copy
GF00004059	1	1	2	1.0	single-copy
GF00004060	1	1	2	1.0	single-copy
GF00004061	1	1	2	1.0	single-copy
GF00004062	1	1	2	1.0	single-copy
GF00004063	1	1	2	1.0	single-copy
GF00004064	1	1	2	1.0	single-copy
GF00004065	1	1	2	1.0	single-copy
GF00004066	1	1	2	1.0	single-copy
GF00004067	1	1	2	1.0	single-copy
GF00004068	1	1	2	1.0	single-copy
GF00004069	1	1	2	1.0	single-copy
GF00004070	1	1	2	1.0	single-copy
GF00004071	1	1	2	1.0	single-copy
GF00004072	1	1	2	1.0	single-copy
GF00004073	1	1	2	1.0	single-copy
GF00004074	1	1	2	1.0	single-copy
GF00004075	1	1	2	1.0	single-copy
GF00004076	1	1	2	1.0	single-copy
GF00004077	1	1	2	1.0	single-copy
GF00004078	1	1	2	1.0	single-copy
GF00004079	1	1	2	1.0	single-copy
GF00004080	1	1	2	1.0	single-copy
GF00004081	1	1	2	1.0	single-copy
GF00004082	1	1	2	1.0	single-copy
GF00004083	1	1	2	1.0	single-copy
GF00004084	1	1	2	1.0	single-copy
GF00004085	1	1	2	1.0	single-copy
GF00004086	1	1	2	1.0	single-copy
GF00004087	1	1	2	1.0	single-copy
GF00004088	1	1	2	1.0	single-copy
GF00004089	1	1	2	1.0	single-copy
GF00004090	1	1	2	1.0	single-copy
GF00004091	1	1	2	1.0	single-copy
GF00004092	1	1	2	1.0	single-copy
GF00004093	1	1	2	1.0	single-copy
GF00004094	1	1	2	1.0	single-copy
GF00004095	1	1	2	1.0	single-copy
GF00004096	1	1	2	1.0	single-copy
GF00004097	1	1	2	1.0	single-copy
GF00004098	1	1	2	1.0	single-copy
GF00004099	1	1	2	1.0	single-copy
GF00004100	1	1	2	1.0	single-copy
GF00004101	1	1	2	1.0	single-copy
GF00004102	1	1	2	1.0	single-copy
GF00004103	1	1	2	1.0	single-copy
GF00004104	1	1	2	1.0	single-copy
GF00004105	1	1	2	1.0	single-copy
GF00004106	1	1	2	1.0	single-copy
GF00004107	1	1	2	1.0	single-copy
GF00004108	1	1	2	1.0	single-copy
GF00004109	1	1	2	1.0	single-copy
GF00004110	1	1	2	1.0	single-copy
GF00004111	1	1	2	1.0	single-copy
GF00004112	1	1	2	1.0	single-copy
GF00004113	1	1	2	1.0	single-copy
GF00004114	1	1	2	1.0	single-copy
GF00004115	1	1	2	1.0	single-copy
GF00004116	1	1	2	1.0	single-copy
GF00004117	1	1	2	1.0	single-copy
GF00004118	1	1	2	1.0	single-copy
GF00004119	1	1	2	1.0	single-copy
GF00004120	1	1	2	1.0	single-copy
GF00004121	1	1	2	1.0	single-copy
GF00004122	1	1	2	1.0	single-copy
GF00004123	1	1	2	1.0	single-copy
GF00004124	1	1	2	1.0	single-copy
GF00004125	1	1	2	1.0	single-copy
GF00004126	1	1	2	1.0	single-copy
GF00004127	1	1	2	1.0	single-copy
GF00004128	1	1	2	1.0	single-copy
GF00004129	1	1	2	1.0	single-copy
GF00004130	1	1	2	1.0	single-copy
GF00004131	1	1	2	1.0	single-copy
GF00004132	1	1	2	1.0	single-copy
GF00004133	1	1	2	1.0	single-copy
GF00004134	1	1	2	1.0	single-copy
GF00004135	1	1	2	1.0	single-copy
GF00004136	1	1	2	1.0	single-copy
GF00004137	1	1	2	1.0	single-copy
GF00004138	1	1	2	1.0	single-copy
GF00004139	1	1	2	1.0	single-copy
GF00004140	1	1	2	1.0	single-copy
GF00004141	1	1	2	1.0	single-copy
GF00004142	1	1	2	1.0	single-copy
GF00004143	1	1	2	1.0	single-copy
GF00004144	1	1	2	1.0	single-copy
GF00004145	1	1	2	1.0	single-copy
GF00004146	1	1	2	1.0	single-copy
GF00004147	1	1	2	1.0	single-copy
GF00004148	1	1	2	1.0	single-copy
GF00004149	1	1	2	1.0	single-copy
GF00004150	1	1	2	1.0	single-copy
GF00004151	1	1	2	1.0	single-copy
GF00004152	1	1	2	1.0	single-copy
GF00004153	1	1	2	1.0	single-copy
GF00004154	1	1	2	1.0	single-copy
GF00004155	1	1	2	1.0	single-copy
GF00004156	1	1	2	1.0	single-copy
GF00004157	1	1	2	1.0	single-copy
GF00004158	1	1	2	1.0	single-copy
GF00004159	1	1	2	1.0	single-copy
GF00004160	1	1	2	1.0	single-copy
GF00004161	1	1	2	1.0	single-copy
GF00004162	1	1	2	1.0	single-copy
GF00004163	1	1	2	1.0	single-copy
GF00004164	1	1	2	1.0	single-copy
GF00004165	1	1	2	1.0	single-copy
GF00004166	1	1	2	1.0	single-copy
GF00004167	1	1	2	1.0	single-copy
GF00004168	1	1	2	1.0	single-copy
GF00004169	1	1	2	1.0	single-copy
GF00004170	1	1	2	1.0	single-copy
GF00004171	1	1	2	1.0	single-copy
GF00004172	1	1	2	1.0	single-copy
GF00004173	1	1	2	1.0	single-copy
GF00004174	1	1	2	1.0	single-copy
GF00004175	1	1	2	1.0	single-copy
GF00004176	1	1	2	1.0	single-copy
GF00004177	1	1	2	1.0	single-copy
GF00004178	1	1	2	1.0	single-copy
GF00004179	1	1	2	1.0	single-copy
GF00004180	1	1	2	1.0	single-copy
GF00004181	1	1	2	1.0	single-copy
GF00004182	1	1	2	1.0	single-copy
GF00004183	1	1	2	1.0	single-copy
GF00004184	1	1	2	1.0	single-copy
GF00004185	1	1	2	1.0	single-copy
GF00004186	1	1	2	1.0	single-copy
GF00004187	1	1	2	1.0	single-copy
GF00004188	1	1	2	1.0	single-copy
GF00004189	1	1	2	1.0	single-copy
GF00004190	1	1	2	1.0	single-copy
GF00004191	1	1	2	1.0	single-copy
GF00004192	1	1	2	1.0	single-copy
GF00004193	1	1	2	1.0	single-copy
GF00004194	1	1	2	1.0	single-copy
GF00004195	1	1	2	1.0	single-copy
GF00004196	1	1	2	1.0	single-copy
GF00004197	1	1	2	1.0	single-copy
GF00004198	1	1	2	1.0	single-copy
GF00004199	1	1	2	1.0	single-copy
GF00004200	1	1	2	1.0	single-copy
GF00004201	1	1	2	1.0	single-copy
GF00004202	1	1	2	1.0	single-copy
GF00004203	1	1	2	1.0	single-copy
GF00004204	1	1	2	1.0	single-copy
GF00004205	1	1	2	1.0	single-copy
GF00004206	1	1	2	1.0	single-copy
GF00004207	1	1	2	1.0	single-copy
GF00004208	1	1	2	1.0	single-copy
GF00004209	1	1	2	1.0	single-copy
GF00004210	1	1	2	1.0	single-copy
GF00004211	1	1	2	1.0	single-copy
GF00004212	1	1	2	1.0	single-copy
GF00004213	1	1	2	1.0	single-copy
GF00004214	1	1	2	1.0	single-copy
GF00004215	1	1	2	1.0	single-copy
GF00004216	1	1	2	1.0	single-copy
GF00004217	1	1	2	1.0	single-copy
GF00004218	1	1	2	1.0	single-copy
GF00004219	1	1	2	1.0	single-copy
GF00004220	1	1	2	1.0	single-copy
GF00004221	1	1	2	1.0	single-copy
GF00004222	1	1	2	1.0	single-copy
GF00004223	1	1	2	1.0	single-copy
GF00004224	1	1	2	1.0	single-copy
GF00004225	1	1	2	1.0	single-copy
GF00004226	1	1	2	1.0	single-copy
GF00004227	1	1	2	1.0	single-copy
GF00004228	1	1	2	1.0	single-copy
GF00004229	1	1	2	1.0	single-copy
GF00004230	1	1	2	1.0	single-copy
GF00004231	1	1	2	1.0	single-copy
GF00004232	1	1	2	1.0	single-copy
GF00004233	1	1	2	1.0	single-copy
GF00004234	1	1	2	1.0	single-copy
GF00004235	1	1	2	1.0	single-copy
GF00004236	1	1	2	1.0	single-copy
GF00004237	1	1	2	1.0	single-copy
GF00004238	1	1	2	1.0	single-copy
GF00004239	1	1	2	1.0	single-copy
GF00004240	1	1	2	1.0	single-copy
GF00004241	1	1	2	1.0	single-copy
GF00004242	1	1	2	1.0	single-copy
GF00004243	1	1	2	1.0	single-copy
GF00004244	1	1	2	1.0	single-copy
GF00004245	1	1	2	1.0	single-copy
GF00004246	1	1	2	1.0	single-copy
GF00004247	1	1	2	1.0	single-copy
GF00004248	1	1	2	1.0	single-copy
GF00004249	1	1	2	1.0	single-copy
GF00004250	1	1	2	1.0	single-copy
GF00004251	1	1	2	1.0	single-copy
GF00004252	1	1	2	1.0	single-copy
GF00004253	1	1	2	1.0	single-copy
GF00004254	1	1	2	1.0	single-copy
GF00004255	1	1	2	1.0	single-copy
GF00004256	1	1	2	1.0	single-copy
GF00004257	1	1	2	1.0	single-copy
GF00004258	1	1	2	1.0	single-copy
GF00004259	1	1	2	1.0	single-copy
GF00004260	1	1	2	1.0	single-copy
GF00004261	1	1	2	1.0	single-copy
GF00004262	1	1	2	1.0	single-copy
GF00004263	1	1	2	1.0	single-copy
GF00004264	1	1	2	1.0	single-copy
GF00004265	1	1	2	1.0	single-copy
GF00004266	1	1	2	1.0	single-copy
GF00004267	1	1	2	1.0	single-copy
GF00004268	1	1	2	1.0	single-copy
GF00004269	1	1	2	1.0	single-copy
GF00004270	1	1	2	1.0	single-copy
GF00004271	1	1	2	1.0	single-copy
GF00004272	1	1	2	1.0	single-copy
GF00004273	1	1	2	1.0	single-copy
GF00004274	1	1	2	1.0	single-copy
GF00004275	1	1	2	1.0	single-copy
GF00004276	1	1	2	1.0	single-copy
GF00004277	1	1	2	1.0	single-copy
GF00004278	1	1	2	1.0	single-copy
GF00004279	1	1	2	1.0	single-copy
GF00004280	1	1	2	1.0	single-copy
GF00004281	1	1	2	1.0	single-copy
GF00004282	1	1	2	1.0	single-copy
GF00004283	1	1	2	1.0	single-copy
GF00004284	1	1	2	1.0	single-copy
GF00004285	1	1	2	1.0	single-copy
GF00004286	1	1	2	1.0	single-copy
GF00004287	1	1	2	1.0	single-copy
GF00004288	1	1	2	1.0	single-copy
GF00004289	1	1	2	1.0	single-copy
GF00004290	1	1	2	1.0	single-copy
GF00004291	1	1	2	1.0	single-copy
GF00004292	1	1	2	1.0	single-copy
GF00004293	1	1	2	1.0	single-copy
GF00004294	1	1	2	1.0	single-copy
GF00004295	1	1	2	1.0	single-copy
GF00004296	1	1	2	1.0	single-copy
GF00004297	1	1	2	1.0	single-copy
GF00004298	1	1	2	1.0	single-copy
GF00004299	1	1	2	1.0	single-copy
GF00004300	1	1	2	1.0	single-copy
GF00004301	1	1	2	1.0	single-copy
GF00004302	1	1	2	1.0	single-copy
GF00004303	1	1	2	1.0	single-copy
GF00004304	1	1	2	1.0	single-copy
GF00004305	1	1	2	1.0	single-copy
GF00004306	1	1	2	1.0	single-copy
GF00004307	1	1	2	1.0	single-copy
GF00004308	1	1	2	1.0	single-copy
GF00004309	1	1	2	1.0	single-copy
GF00004310	1	1	2	1.0	single-copy
GF00004311	1	1	2	1.0	single-copy
GF00004312	1	1	2	1.0	single-copy
GF00004313	1	1	2	1.0	single-copy
GF00004314	1	1	2	1.0	single-copy
GF00004315	1	1	2	1.0	single-copy
GF00004316	1	1	2	1.0	single-copy
GF00004317	1	1	2	1.0	single-copy
GF00004318	1	1	2	1.0	single-copy
GF00004319	1	1	2	1.0	single-copy
GF00004320	1	1	2	1.0	single-copy
GF00004321	1	1	2	1.0	single-copy
GF00004322	1	1	2	1.0	single-copy
GF00004323	1	1	2	1.0	single-copy
GF00004324	1	1	2	1.0	single-copy
GF00004325	1	1	2	1.0	single-copy
GF00004326	1	1	2	1.0	single-copy
GF00004327	1	1	2	1.0	single-copy
GF00004328	1	1	2	1.0	single-copy
GF00004329	1	1	2	1.0	single-copy
GF00004330	1	1	2	1.0	single-copy
GF00004331	1	1	2	1.0	single-copy
GF00004332	1	1	2	1.0	single-copy
GF00004333	1	1	2	1.0	single-copy
GF00004334	1	1	2	1.0	single-copy
GF00004335	1	1	2	1.0	single-copy
GF00004336	1	1	2	1.0	single-copy
GF00004337	1	1	2	1.0	single-copy
GF00004338	1	1	2	1.0	single-copy
GF00004339	1	1	2	1.0	single-copy
GF00004340	1	1	2	1.0	single-copy
GF00004341	1	1	2	1.0	single-copy
GF00004342	1	1	2	1.0	single-copy
GF00004343	1	1	2	1.0	single-copy
GF00004344	1	1	2	1.0	single-copy
GF00004345	1	1	2	1.0	single-copy
GF00004346	1	1	2	1.0	single-copy
GF00004347	1	1	2	1.0	single-copy
GF00004348	1	1	2	1.0	single-copy
GF00004349	1	1	2	1.0	single-copy
GF00004350	1	1	2	1.0	single-copy
GF00004351	1	1	2	1.0	single-copy
GF00004352	1	1	2	1.0	single-copy
GF00004353	1	1	2	1.0	single-copy
GF00004354	1	1	2	1.0	single-copy
GF00004355	1	1	2	1.0	single-copy
GF00004356	1	1	2	1.0	single-copy
GF00004357	1	1	2	1.0	single-copy
GF00004358	1	1	2	1.0	single-copy
GF00004359	1	1	2	1.0	single-copy
GF00004360	1	1	2	1.0	single-copy
GF00004361	1	1	2	1.0	single-copy
GF00004362	1	1	2	1.0	single-copy
GF00004363	1	1	2	1.0	single-copy
GF00004364	1	1	2	1.0	single-copy
GF00004365	1	1	2	1.0	single-copy
GF00004366	1	1	2	1.0	single-copy
GF00004367	1	1	2	1.0	single-copy
GF00004368	1	1	2	1.0	single-copy
GF00004369	1	1	2	1.0	single-copy
GF00004370	1	1	2	1.0	single-copy
GF00004371	1	1	2	1.0	single-copy
GF00004372	1	1	2	1.0	single-copy
GF00004373	1	1	2	1.0	single-copy
GF00004374	1	1	2	1.0	single-copy
GF00004375	1	1	2	1.0	single-copy
GF00004376	1	1	2	1.0	single-copy
GF00004377	1	1	2	1.0	single-copy
GF00004378	1	1	2	1.0	single-copy
GF00004379	1	1	2	1.0	single-copy
GF00004380	1	1	2	1.0	single-copy
GF00004381	1	1	2	1.0	single-copy
GF00004382	1	1	2	1.0	single-copy
GF00004383	1	1	2	1.0	single-copy
GF00004384	1	1	2	1.0	single-copy
GF00004385	1	1	2	1.0	single-copy
GF00004386	1	1	2	1.0	single-copy
GF00004387	1	1	2	1.0	single-copy
GF00004388	1	1	2	1.0	single-copy
GF00004389	1	1	2	1.0	single-copy
GF00004390	1	1	2	1.0	single-copy
GF00004391	1	1	2	1.0	single-copy
GF00004392	1	1	2	1.0	single-copy
GF00004393	1	1	2	1.0	single-copy
GF00004394	1	1	2	1.0	single-copy
GF00004395	1	1	2	1.0	single-copy
GF00004396	1	1	2	1.0	single-copy
GF00004397	1	1	2	1.0	single-copy
GF00004398	1	1	2	1.0	single-copy
GF00004399	1	1	2	1.0	single-copy
GF00004400	1	1	2	1.0	single-copy
GF00004401	1	1	2	1.0	single-copy
GF00004402	1	1	2	1.0	single-copy
GF00004403	1	1	2	1.0	single-copy
GF00004404	1	1	2	1.0	single-copy
GF00004405	1	1	2	1.0	single-copy
GF00004406	1	1	2	1.0	single-copy
GF00004407	1	1	2	1.0	single-copy
GF00004408	1	1	2	1.0	single-copy
GF00004409	1	1	2	1.0	single-copy
GF00004410	1	1	2	1.0	single-copy
GF00004411	1	1	2	1.0	single-copy
GF00004412	1	1	2	1.0	single-copy
GF00004413	1	1	2	1.0	single-copy
GF00004414	1	1	2	1.0	single-copy
GF00004415	1	1	2	1.0	single-copy
GF00004416	1	1	2	1.0	single-copy
GF00004417	1	1	2	1.0	single-copy
GF00004418	1	1	2	1.0	single-copy
GF00004419	1	1	2	1.0	single-copy
GF00004420	1	1	2	1.0	single-copy
GF00004421	1	1	2	1.0	single-copy
GF00004422	1	1	2	1.0	single-copy
GF00004423	1	1	2	1.0	single-copy
GF00004424	1	1	2	1.0	single-copy
GF00004425	1	1	2	1.0	single-copy
GF00004426	1	1	2	1.0	single-copy
GF00004427	1	1	2	1.0	single-copy
GF00004428	1	1	2	1.0	single-copy
GF00004429	1	1	2	1.0	single-copy
GF00004430	1	1	2	1.0	single-copy
GF00004431	1	1	2	1.0	single-copy
GF00004432	1	1	2	1.0	single-copy
GF00004433	1	1	2	1.0	single-copy
GF00004434	1	1	2	1.0	single-copy
GF00004435	1	1	2	1.0	single-copy
GF00004436	1	1	2	1.0	single-copy
GF00004437	1	1	2	1.0	single-copy
GF00004438	1	1	2	1.0	single-copy
GF00004439	1	1	2	1.0	single-copy
GF00004440	1	1	2	1.0	single-copy
GF00004441	1	1	2	1.0	single-copy
GF00004442	1	1	2	1.0	single-copy
GF00004443	1	1	2	1.0	single-copy
GF00004444	1	1	2	1.0	single-copy
GF00004445	1	1	2	1.0	single-copy
GF00004446	1	1	2	1.0	single-copy
GF00004447	1	1	2	1.0	single-copy
GF00004448	1	1	2	1.0	single-copy
GF00004449	1	1	2	1.0	single-copy
GF00004450	1	1	2	1.0	single-copy
GF00004451	1	1	2	1.0	single-copy
GF00004452	1	1	2	1.0	single-copy
GF00004453	1	1	2	1.0	single-copy
GF00004454	1	1	2	1.0	single-copy
GF00004455	1	1	2	1.0	single-copy
GF00004456	1	1	2	1.0	single-copy
GF00004457	1	1	2	1.0	single-copy
GF00004458	1	1	2	1.0	single-copy
GF00004459	1	1	2	1.0	single-copy
GF00004460	1	1	2	1.0	single-copy
GF00004461	1	1	2	1.0	single-copy
GF00004462	1	1	2	1.0	single-copy
GF00004463	1	1	2	1.0	single-copy
GF00004464	1	1	2	1.0	single-copy
GF00004465	1	1	2	1.0	single-copy
GF00004466	1	1	2	1.0	single-copy
GF00004467	1	1	2	1.0	single-copy
GF00004468	1	1	2	1.0	single-copy
GF00004469	1	1	2	1.0	single-copy
GF00004470	1	1	2	1.0	single-copy
GF00004471	1	1	2	1.0	single-copy
GF00004472	1	1	2	1.0	single-copy
GF00004473	1	1	2	1.0	single-copy
GF00004474	1	1	2	1.0	single-copy
