	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00003659	TFCN22C4_006003-T1	DBVPG3775_006688-T1
GF00003660	TFCN22C4_006004-T1	DBVPG3775_006689-T1
GF00003661	TFCN22C4_011030-T1	DBVPG3775_006690-T1
GF00003662	TFCN22C4_012412-T1	DBVPG3775_000434-T1
GF00003663	TFCN22C4_012415-T1	DBVPG3775_000431-T1
GF00003664	TFCN22C4_012416-T1	DBVPG3775_000430-T1
GF00003665	TFCN22C4_006092-T1	DBVPG3775_000428-T1
GF00003666	TFCN22C4_012419-T1	DBVPG3775_000427-T1
GF00003667	TFCN22C4_012420-T1	DBVPG3775_000426-T1
GF00003668	TFCN22C4_006095-T1	DBVPG3775_000425-T1
GF00003669	TFCN22C4_006096-T1	DBVPG3775_000424-T1
GF00003670	TFCN22C4_006097-T1	DBVPG3775_000423-T1
GF00003671	TFCN22C4_006098-T1	DBVPG3775_000422-T1
GF00003672	TFCN22C4_006099-T1	DBVPG3775_000419-T1
GF00003673	TFCN22C4_006102-T1	DBVPG3775_007533-T1
GF00003674	TFCN22C4_012431-T1	DBVPG3775_007535-T1
GF00003675	TFCN22C4_012432-T1	DBVPG3775_007536-T1
GF00003676	TFCN22C4_012435-T1	DBVPG3775_007538-T1
GF00003677	TFCN22C4_006113-T1	DBVPG3775_004574-T1
GF00003678	TFCN22C4_006114-T1	DBVPG3775_004573-T1
GF00003679	TFCN22C4_006117-T1	DBVPG3775_004570-T1
GF00003680	TFCN22C4_006118-T1	DBVPG3775_004569-T1
GF00003681	TFCN22C4_006119-T1	DBVPG3775_004568-T1
GF00003682	TFCN22C4_006120-T1	DBVPG3775_004567-T1
GF00003683	TFCN22C4_006122-T1	DBVPG3775_004565-T1
GF00003684	TFCN22C4_006126-T1	DBVPG3775_004562-T1
GF00003685	TFCN22C4_010969-T1	DBVPG3775_004561-T1
GF00003686	TFCN22C4_010968-T1	DBVPG3775_004560-T1
GF00003687	TFCN22C4_006132-T1	DBVPG3775_004555-T1
GF00003688	TFCN22C4_010964-T1	DBVPG3775_004554-T1
GF00003689	TFCN22C4_006135-T1	DBVPG3775_004552-T1
GF00003690	TFCN22C4_006136-T1	DBVPG3775_004551-T1
GF00003691	TFCN22C4_006137-T1	DBVPG3775_004550-T1
GF00003692	TFCN22C4_006139-T1	DBVPG3775_004548-T1
GF00003693	TFCN22C4_006140-T1	DBVPG3775_004547-T1
GF00003694	TFCN22C4_010951-T1	DBVPG3775_004543-T1
GF00003695	TFCN22C4_006145-T1	DBVPG3775_004542-T1
GF00003696	TFCN22C4_006148-T1	DBVPG3775_004539-T1
GF00003697	TFCN22C4_010946-T1	DBVPG3775_004537-T1
GF00003698	TFCN22C4_010943-T1	DBVPG3775_004534-T1
GF00003699	TFCN22C4_010940-T1	DBVPG3775_004532-T1
GF00003700	TFCN22C4_006156-T1	DBVPG3775_004531-T1
GF00003701	TFCN22C4_006158-T1	DBVPG3775_004530-T1
GF00003702	TFCN22C4_006159-T1	DBVPG3775_004529-T1
GF00003703	TFCN22C4_006160-T1	DBVPG3775_004528-T1
GF00003704	TFCN22C4_010935-T1	DBVPG3775_004527-T1
GF00003705	TFCN22C4_006162-T1	DBVPG3775_004526-T1
GF00003706	TFCN22C4_006163-T1	DBVPG3775_004525-T1
GF00003707	TFCN22C4_006167-T1	DBVPG3775_004522-T1
GF00003708	TFCN22C4_006987-T1	DBVPG3775_001599-T1
GF00003709	TFCN22C4_010443-T1	DBVPG3775_004519-T1
GF00003710	TFCN22C4_006172-T1	DBVPG3775_004517-T1
GF00003711	TFCN22C4_006173-T1	DBVPG3775_004516-T1
GF00003712	TFCN22C4_006174-T1	DBVPG3775_004515-T1
GF00003713	TFCN22C4_010448-T1	DBVPG3775_004514-T1
GF00003714	TFCN22C4_006178-T1	DBVPG3775_004511-T1
GF00003715	TFCN22C4_006180-T1	DBVPG3775_004509-T1
GF00003716	TFCN22C4_010454-T1	DBVPG3775_004508-T1
GF00003717	TFCN22C4_006182-T1	DBVPG3775_004507-T1
GF00003718	TFCN22C4_006183-T1	DBVPG3775_004506-T1
GF00003719	TFCN22C4_010459-T1	DBVPG3775_004503-T1
GF00003720	TFCN22C4_006188-T1	DBVPG3775_004501-T1
GF00003721	TFCN22C4_006189-T1	DBVPG3775_004500-T1
GF00003722	TFCN22C4_006191-T1	DBVPG3775_004499-T1
GF00003723	TFCN22C4_010464-T1	DBVPG3775_004498-T1
GF00003724	TFCN22C4_006194-T1	DBVPG3775_004496-T1
GF00003725	TFCN22C4_006195-T1	DBVPG3775_004493-T1
GF00003726	TFCN22C4_010468-T1	DBVPG3775_004491-T1
GF00003727	TFCN22C4_010469-T1	DBVPG3775_004490-T1
GF00003728	TFCN22C4_006199-T1	DBVPG3775_004489-T1
GF00003729	TFCN22C4_010472-T1	DBVPG3775_004487-T1
GF00003730	TFCN22C4_006202-T1	DBVPG3775_004486-T1
GF00003731	TFCN22C4_010474-T1	DBVPG3775_004485-T1
GF00003732	TFCN22C4_006286-T1	DBVPG3775_004965-T1
GF00003733	TFCN22C4_009396-T1	DBVPG3775_007488-T1
GF00003734	TFCN22C4_006492-T1	DBVPG3775_007167-T1
GF00003735	TFCN22C4_006496-T1	DBVPG3775_007171-T1
GF00003736	TFCN22C4_006497-T1	DBVPG3775_007172-T1
GF00003737	TFCN22C4_006498-T1	DBVPG3775_007173-T1
GF00003738	TFCN22C4_006501-T1	DBVPG3775_007176-T1
GF00003739	TFCN22C4_006506-T1	DBVPG3775_007181-T1
GF00003740	TFCN22C4_006507-T1	DBVPG3775_007182-T1
GF00003741	TFCN22C4_006508-T1	DBVPG3775_007183-T1
GF00003742	TFCN22C4_007500-T1	DBVPG3775_007184-T1
GF00003743	TFCN22C4_006510-T1	DBVPG3775_007185-T1
GF00003744	TFCN22C4_007502-T1	DBVPG3775_007186-T1
GF00003745	TFCN22C4_006512-T1	DBVPG3775_007187-T1
GF00003746	TFCN22C4_006515-T1	DBVPG3775_007190-T1
GF00003747	TFCN22C4_007507-T1	DBVPG3775_007191-T1
GF00003748	TFCN22C4_007508-T1	DBVPG3775_007193-T1
GF00003749	TFCN22C4_006518-T1	DBVPG3775_007194-T1
GF00003750	TFCN22C4_006519-T1	DBVPG3775_007195-T1
GF00003751	TFCN22C4_006520-T1	DBVPG3775_007196-T1
GF00003752	TFCN22C4_006521-T1	DBVPG3775_007197-T1
GF00003753	TFCN22C4_007513-T1	DBVPG3775_007198-T1
GF00003754	TFCN22C4_007514-T1	DBVPG3775_006148-T1
GF00003755	TFCN22C4_007515-T1	DBVPG3775_006149-T1
GF00003756	TFCN22C4_006525-T1	DBVPG3775_006150-T1
GF00003757	TFCN22C4_006526-T1	DBVPG3775_006151-T1
GF00003758	TFCN22C4_006527-T1	DBVPG3775_006152-T1
GF00003759	TFCN22C4_006528-T1	DBVPG3775_006153-T1
GF00003760	TFCN22C4_006529-T1	DBVPG3775_006154-T1
GF00003761	TFCN22C4_006530-T1	DBVPG3775_006155-T1
GF00003762	TFCN22C4_007522-T1	DBVPG3775_006156-T1
GF00003763	TFCN22C4_006532-T1	DBVPG3775_006157-T1
GF00003764	TFCN22C4_007524-T1	DBVPG3775_006158-T1
GF00003765	TFCN22C4_007525-T1	DBVPG3775_006159-T1
GF00003766	TFCN22C4_007526-T1	DBVPG3775_006160-T1
GF00003767	TFCN22C4_006538-T1	DBVPG3775_006163-T1
GF00003768	TFCN22C4_006539-T1	DBVPG3775_006164-T1
GF00003769	TFCN22C4_006540-T1	DBVPG3775_006165-T1
GF00003770	TFCN22C4_006541-T1	DBVPG3775_006166-T1
GF00003771	TFCN22C4_006542-T1	DBVPG3775_006167-T1
GF00003772	TFCN22C4_006543-T1	DBVPG3775_006168-T1
GF00003773	TFCN22C4_007534-T1	DBVPG3775_006169-T1
GF00003774	TFCN22C4_006546-T1	DBVPG3775_006171-T1
GF00003775	TFCN22C4_006547-T1	DBVPG3775_006172-T1
GF00003776	TFCN22C4_006548-T1	DBVPG3775_006173-T1
GF00003777	TFCN22C4_007540-T1	DBVPG3775_006175-T1
GF00003778	TFCN22C4_006555-T1	DBVPG3775_006179-T1
GF00003779	TFCN22C4_006556-T1	DBVPG3775_006180-T1
GF00003780	TFCN22C4_006557-T1	DBVPG3775_006181-T1
GF00003781	TFCN22C4_006559-T1	DBVPG3775_006183-T1
GF00003782	TFCN22C4_006560-T1	DBVPG3775_006184-T1
GF00003783	TFCN22C4_006561-T1	DBVPG3775_006185-T1
GF00003784	TFCN22C4_006562-T1	DBVPG3775_006186-T1
GF00003785	TFCN22C4_006563-T1	DBVPG3775_006187-T1
GF00003786	TFCN22C4_006564-T1	DBVPG3775_006188-T1
GF00003787	TFCN22C4_010241-T1	DBVPG3775_006191-T1
GF00003788	TFCN22C4_006567-T1	DBVPG3775_006192-T1
GF00003789	TFCN22C4_010239-T1	DBVPG3775_006193-T1
GF00003790	TFCN22C4_006569-T1	DBVPG3775_006194-T1
GF00003791	TFCN22C4_006570-T1	DBVPG3775_006195-T1
GF00003792	TFCN22C4_006571-T1	DBVPG3775_006196-T1
GF00003793	TFCN22C4_006572-T1	DBVPG3775_006197-T1
GF00003794	TFCN22C4_006573-T1	DBVPG3775_006198-T1
GF00003795	TFCN22C4_006574-T1	DBVPG3775_006199-T1
GF00003796	TFCN22C4_006577-T1	DBVPG3775_006202-T1
GF00003797	TFCN22C4_010231-T1	DBVPG3775_006203-T1
GF00003798	TFCN22C4_006580-T1	DBVPG3775_006205-T1
GF00003799	TFCN22C4_006586-T1	DBVPG3775_006211-T1
GF00003800	TFCN22C4_006588-T1	DBVPG3775_006213-T1
GF00003801	TFCN22C4_010221-T1	DBVPG3775_006215-T1
GF00003802	TFCN22C4_010215-T1	DBVPG3775_006222-T1
GF00003803	TFCN22C4_010214-T1	DBVPG3775_006223-T1
GF00003804	TFCN22C4_006793-T1	DBVPG3775_003164-T1
GF00003805	TFCN22C4_007597-T1	DBVPG3775_003165-T1
GF00003806	TFCN22C4_007596-T1	DBVPG3775_003166-T1
GF00003807	TFCN22C4_006797-T1	DBVPG3775_003168-T1
GF00003808	TFCN22C4_007591-T1	DBVPG3775_003171-T1
GF00003809	TFCN22C4_007589-T1	DBVPG3775_003173-T1
GF00003810	TFCN22C4_006802-T1	DBVPG3775_003174-T1
GF00003811	TFCN22C4_006803-T1	DBVPG3775_003175-T1
GF00003812	TFCN22C4_007583-T1	DBVPG3775_003179-T1
GF00003813	TFCN22C4_006807-T1	DBVPG3775_003178-T1
GF00003814	TFCN22C4_006808-T1	DBVPG3775_003177-T1
GF00003815	TFCN22C4_007579-T1	DBVPG3775_003183-T1
GF00003816	TFCN22C4_006812-T1	DBVPG3775_003184-T1
GF00003817	TFCN22C4_006814-T1	DBVPG3775_003189-T1
GF00003818	TFCN22C4_012883-T1	DBVPG3775_003190-T1
GF00003819	TFCN22C4_006816-T1	DBVPG3775_003191-T1
GF00003820	TFCN22C4_012885-T1	DBVPG3775_003192-T1
GF00003821	TFCN22C4_006818-T1	DBVPG3775_003193-T1
GF00003822	TFCN22C4_006819-T1	DBVPG3775_003194-T1
GF00003823	TFCN22C4_006820-T1	DBVPG3775_003195-T1
GF00003824	TFCN22C4_012889-T1	DBVPG3775_003196-T1
GF00003825	TFCN22C4_012892-T1	DBVPG3775_003199-T1
GF00003826	TFCN22C4_012893-T1	DBVPG3775_003200-T1
GF00003827	TFCN22C4_012894-T1	DBVPG3775_003201-T1
GF00003828	TFCN22C4_006829-T1	DBVPG3775_003221-T1
GF00003829	TFCN22C4_010486-T1	DBVPG3775_003220-T1
GF00003830	TFCN22C4_010485-T1	DBVPG3775_003219-T1
GF00003831	TFCN22C4_006834-T1	DBVPG3775_003216-T1
GF00003832	TFCN22C4_012905-T1	DBVPG3775_003213-T1
GF00003833	TFCN22C4_006839-T1	DBVPG3775_003212-T1
GF00003834	TFCN22C4_006840-T1	DBVPG3775_003211-T1
GF00003835	TFCN22C4_006841-T1	DBVPG3775_003208-T1
GF00003836	TFCN22C4_006842-T1	DBVPG3775_003207-T1
GF00003837	TFCN22C4_012899-T1	DBVPG3775_003206-T1
GF00003838	TFCN22C4_012898-T1	DBVPG3775_003205-T1
GF00003839	TFCN22C4_010488-T1	DBVPG3775_003222-T1
GF00003840	TFCN22C4_006852-T1	DBVPG3775_003226-T1
GF00003841	TFCN22C4_010494-T1	DBVPG3775_003227-T1
GF00003842	TFCN22C4_010495-T1	DBVPG3775_003228-T1
GF00003843	TFCN22C4_006858-T1	DBVPG3775_003231-T1
GF00003844	TFCN22C4_006859-T1	DBVPG3775_003232-T1
GF00003845	TFCN22C4_010500-T1	DBVPG3775_003233-T1
GF00003846	TFCN22C4_006862-T1	DBVPG3775_003235-T1
GF00003847	TFCN22C4_006864-T1	DBVPG3775_007230-T1
GF00003848	TFCN22C4_006865-T1	DBVPG3775_007231-T1
GF00003849	TFCN22C4_010506-T1	DBVPG3775_007232-T1
GF00003850	TFCN22C4_006868-T1	DBVPG3775_007235-T1
GF00003851	TFCN22C4_010518-T1	DBVPG3775_007246-T1
GF00003852	TFCN22C4_010520-T1	DBVPG3775_007248-T1
GF00003853	TFCN22C4_006879-T1	DBVPG3775_007249-T1
GF00003854	TFCN22C4_006940-T1	DBVPG3775_001970-T1
GF00003855	TFCN22C4_011986-T1	DBVPG3775_001617-T1
GF00003856	TFCN22C4_011988-T1	DBVPG3775_001615-T1
GF00003857	TFCN22C4_006974-T1	DBVPG3775_001613-T1
GF00003858	TFCN22C4_006975-T1	DBVPG3775_001612-T1
GF00003859	TFCN22C4_006979-T1	DBVPG3775_001608-T1
GF00003860	TFCN22C4_011996-T1	DBVPG3775_001607-T1
GF00003861	TFCN22C4_011999-T1	DBVPG3775_001604-T1
GF00003862	TFCN22C4_012002-T1	DBVPG3775_001601-T1
GF00003863	TFCN22C4_006986-T1	DBVPG3775_001600-T1
GF00003864	TFCN22C4_012005-T1	DBVPG3775_001598-T1
GF00003865	TFCN22C4_012007-T1	DBVPG3775_001596-T1
GF00003866	TFCN22C4_012009-T1	DBVPG3775_001594-T1
GF00003867	TFCN22C4_006993-T1	DBVPG3775_001593-T1
GF00003868	TFCN22C4_012011-T1	DBVPG3775_001592-T1
GF00003869	TFCN22C4_012013-T1	DBVPG3775_001590-T1
GF00003870	TFCN22C4_013349-T1	DBVPG3775_001588-T1
GF00003871	TFCN22C4_006999-T1	DBVPG3775_001587-T1
GF00003872	TFCN22C4_013355-T1	DBVPG3775_001583-T1
GF00003873	TFCN22C4_007004-T1	DBVPG3775_001582-T1
GF00003874	TFCN22C4_013357-T1	DBVPG3775_001581-T1
GF00003875	TFCN22C4_013358-T1	DBVPG3775_001580-T1
GF00003876	TFCN22C4_013359-T1	DBVPG3775_001579-T1
GF00003877	TFCN22C4_013360-T1	DBVPG3775_001578-T1
GF00003878	TFCN22C4_013361-T1	DBVPG3775_001577-T1
GF00003879	TFCN22C4_013363-T1	DBVPG3775_001575-T1
GF00003880	TFCN22C4_010995-T1	DBVPG3775_006856-T1
GF00003881	TFCN22C4_007147-T1	DBVPG3775_006860-T1
GF00003882	TFCN22C4_007148-T1	DBVPG3775_006861-T1
GF00003883	TFCN22C4_011002-T1	DBVPG3775_006867-T1
GF00003884	TFCN22C4_011003-T1	DBVPG3775_006868-T1
GF00003885	TFCN22C4_007155-T1	DBVPG3775_006870-T1
GF00003886	TFCN22C4_007156-T1	DBVPG3775_006871-T1
GF00003887	TFCN22C4_007158-T1	DBVPG3775_006873-T1
GF00003888	TFCN22C4_011009-T1	DBVPG3775_006875-T1
GF00003889	TFCN22C4_007161-T1	DBVPG3775_006876-T1
GF00003890	TFCN22C4_007163-T1	DBVPG3775_004668-T1
GF00003891	TFCN22C4_007169-T1	DBVPG3775_006882-T1
GF00003892	TFCN22C4_007170-T1	DBVPG3775_006883-T1
GF00003893	TFCN22C4_011014-T1	DBVPG3775_006884-T1
GF00003894	TFCN22C4_007177-T1	DBVPG3775_006891-T1
GF00003895	TFCN22C4_013450-T1	DBVPG3775_006893-T1
GF00003896	TFCN22C4_013449-T1	DBVPG3775_006894-T1
GF00003897	TFCN22C4_013448-T1	DBVPG3775_006895-T1
GF00003898	TFCN22C4_007184-T1	DBVPG3775_006899-T1
GF00003899	TFCN22C4_013444-T1	DBVPG3775_006900-T1
GF00003900	TFCN22C4_007187-T1	DBVPG3775_006816-T1
GF00003901	TFCN22C4_007188-T1	DBVPG3775_006817-T1
GF00003902	TFCN22C4_007190-T1	DBVPG3775_006819-T1
GF00003903	TFCN22C4_007191-T1	DBVPG3775_006820-T1
GF00003904	TFCN22C4_010170-T1	DBVPG3775_006823-T1
GF00003905	TFCN22C4_010171-T1	DBVPG3775_006824-T1
GF00003906	TFCN22C4_007200-T1	DBVPG3775_006831-T1
GF00003907	TFCN22C4_007201-T1	DBVPG3775_006832-T1
GF00003908	TFCN22C4_007203-T1	DBVPG3775_006834-T1
GF00003909	TFCN22C4_007204-T1	DBVPG3775_006835-T1
GF00003910	TFCN22C4_007207-T1	DBVPG3775_006838-T1
GF00003911	TFCN22C4_010180-T1	DBVPG3775_006839-T1
GF00003912	TFCN22C4_010181-T1	DBVPG3775_006840-T1
GF00003913	TFCN22C4_007214-T1	DBVPG3775_006845-T1
GF00003914	TFCN22C4_007215-T1	DBVPG3775_006846-T1
GF00003915	TFCN22C4_010188-T1	DBVPG3775_006847-T1
GF00003916	TFCN22C4_010189-T1	DBVPG3775_006849-T1
GF00003917	TFCN22C4_007219-T1	DBVPG3775_006851-T1
GF00003918	TFCN22C4_007271-T1	DBVPG3775_004303-T1
GF00003919	TFCN22C4_007272-T1	DBVPG3775_004302-T1
GF00003920	TFCN22C4_007273-T1	DBVPG3775_004301-T1
GF00003921	TFCN22C4_007275-T1	DBVPG3775_004299-T1
GF00003922	TFCN22C4_007277-T1	DBVPG3775_004297-T1
GF00003923	TFCN22C4_007278-T1	DBVPG3775_004296-T1
GF00003924	TFCN22C4_007279-T1	DBVPG3775_004295-T1
GF00003925	TFCN22C4_011162-T1	DBVPG3775_004292-T1
GF00003926	TFCN22C4_007284-T1	DBVPG3775_004291-T1
GF00003927	TFCN22C4_007285-T1	DBVPG3775_004290-T1
GF00003928	TFCN22C4_007289-T1	DBVPG3775_004286-T1
GF00003929	TFCN22C4_011154-T1	DBVPG3775_004285-T1
GF00003930	TFCN22C4_007291-T1	DBVPG3775_004284-T1
GF00003931	TFCN22C4_007292-T1	DBVPG3775_004283-T1
GF00003932	TFCN22C4_007293-T1	DBVPG3775_004282-T1
GF00003933	TFCN22C4_011150-T1	DBVPG3775_004281-T1
GF00003934	TFCN22C4_007295-T1	DBVPG3775_004280-T1
GF00003935	TFCN22C4_007296-T1	DBVPG3775_004279-T1
GF00003936	TFCN22C4_007297-T1	DBVPG3775_004278-T1
GF00003937	TFCN22C4_007301-T1	DBVPG3775_004274-T1
GF00003938	TFCN22C4_007302-T1	DBVPG3775_004273-T1
GF00003939	TFCN22C4_007303-T1	DBVPG3775_004272-T1
GF00003940	TFCN22C4_011139-T1	DBVPG3775_004271-T1
GF00003941	TFCN22C4_007305-T1	DBVPG3775_004270-T1
GF00003942	TFCN22C4_012766-T1	DBVPG3775_006946-T1
GF00003943	TFCN22C4_007311-T1	DBVPG3775_006949-T1
GF00003944	TFCN22C4_012770-T1	DBVPG3775_006950-T1
GF00003945	TFCN22C4_007313-T1	DBVPG3775_006951-T1
GF00003946	TFCN22C4_007314-T1	DBVPG3775_006952-T1
GF00003947	TFCN22C4_007317-T1	DBVPG3775_006955-T1
GF00003948	TFCN22C4_008260-T1	DBVPG3775_006956-T1
GF00003949	TFCN22C4_008259-T1	DBVPG3775_006957-T1
GF00003950	TFCN22C4_007322-T1	DBVPG3775_006960-T1
GF00003951	TFCN22C4_007323-T1	DBVPG3775_006961-T1
GF00003952	TFCN22C4_008251-T1	DBVPG3775_006966-T1
GF00003953	TFCN22C4_007329-T1	DBVPG3775_006967-T1
GF00003954	TFCN22C4_008248-T1	DBVPG3775_006969-T1
GF00003955	TFCN22C4_008247-T1	DBVPG3775_006970-T1
GF00003956	TFCN22C4_008246-T1	DBVPG3775_006971-T1
GF00003957	TFCN22C4_008244-T1	DBVPG3775_006973-T1
GF00003958	TFCN22C4_008232-T1	DBVPG3775_006415-T1
GF00003959	TFCN22C4_008233-T1	DBVPG3775_006414-T1
GF00003960	TFCN22C4_007343-T1	DBVPG3775_006412-T1
GF00003961	TFCN22C4_007345-T1	DBVPG3775_006410-T1
GF00003962	TFCN22C4_008238-T1	DBVPG3775_006409-T1
GF00003963	TFCN22C4_008239-T1	DBVPG3775_006408-T1
GF00003964	TFCN22C4_007348-T1	DBVPG3775_006407-T1
GF00003965	TFCN22C4_008226-T1	DBVPG3775_006420-T1
GF00003966	TFCN22C4_007354-T1	DBVPG3775_006422-T1
GF00003967	TFCN22C4_008218-T1	DBVPG3775_006428-T1
GF00003968	TFCN22C4_007360-T1	DBVPG3775_006431-T1
GF00003969	TFCN22C4_007361-T1	DBVPG3775_006432-T1
GF00003970	TFCN22C4_008213-T1	DBVPG3775_006433-T1
GF00003971	TFCN22C4_007363-T1	DBVPG3775_006434-T1
GF00003972	TFCN22C4_007366-T1	DBVPG3775_006436-T1
GF00003973	TFCN22C4_007367-T1	DBVPG3775_006437-T1
GF00003974	TFCN22C4_008206-T1	DBVPG3775_006440-T1
GF00003975	TFCN22C4_008205-T1	DBVPG3775_006441-T1
GF00003976	TFCN22C4_007372-T1	DBVPG3775_006442-T1
GF00003977	TFCN22C4_007375-T1	DBVPG3775_006445-T1
GF00003978	TFCN22C4_008200-T1	DBVPG3775_006446-T1
GF00003979	TFCN22C4_008199-T1	DBVPG3775_006447-T1
GF00003980	TFCN22C4_008198-T1	DBVPG3775_006448-T1
GF00003981	TFCN22C4_008197-T1	DBVPG3775_006449-T1
GF00003982	TFCN22C4_008196-T1	DBVPG3775_006450-T1
GF00003983	TFCN22C4_008195-T1	DBVPG3775_006451-T1
GF00003984	TFCN22C4_007385-T1	DBVPG3775_006454-T1
GF00003985	TFCN22C4_007389-T1	DBVPG3775_005380-T1
GF00003986	TFCN22C4_007390-T1	DBVPG3775_005382-T1
GF00003987	TFCN22C4_011956-T1	DBVPG3775_005384-T1
GF00003988	TFCN22C4_007394-T1	DBVPG3775_005385-T1
GF00003989	TFCN22C4_007395-T1	DBVPG3775_005386-T1
GF00003990	TFCN22C4_012136-T1	DBVPG3775_005413-T1
GF00003991	TFCN22C4_007399-T1	DBVPG3775_005412-T1
GF00003992	TFCN22C4_012140-T1	DBVPG3775_005408-T1
GF00003993	TFCN22C4_012142-T1	DBVPG3775_005406-T1
GF00003994	TFCN22C4_007405-T1	DBVPG3775_005405-T1
GF00003995	TFCN22C4_007406-T1	DBVPG3775_005404-T1
GF00003996	TFCN22C4_012145-T1	DBVPG3775_005403-T1
GF00003997	TFCN22C4_012148-T1	DBVPG3775_005402-T1
GF00003998	TFCN22C4_007409-T1	DBVPG3775_005401-T1
GF00003999	TFCN22C4_012152-T1	DBVPG3775_005398-T1
GF00004000	TFCN22C4_012153-T1	DBVPG3775_005397-T1
GF00004001	TFCN22C4_007413-T1	DBVPG3775_005396-T1
GF00004002	TFCN22C4_012155-T1	DBVPG3775_005395-T1
GF00004003	TFCN22C4_007415-T1	DBVPG3775_005394-T1
GF00004004	TFCN22C4_012157-T1	DBVPG3775_005393-T1
GF00004005	TFCN22C4_012160-T1	DBVPG3775_005390-T1
GF00004006	TFCN22C4_012161-T1	DBVPG3775_005389-T1
GF00004007	TFCN22C4_012162-T1	DBVPG3775_005388-T1
GF00004008	TFCN22C4_013196-T1	DBVPG3775_005415-T1
GF00004009	TFCN22C4_013195-T1	DBVPG3775_005416-T1
GF00004010	TFCN22C4_013193-T1	DBVPG3775_005418-T1
GF00004011	TFCN22C4_007428-T1	DBVPG3775_005419-T1
GF00004012	TFCN22C4_013191-T1	DBVPG3775_005420-T1
GF00004013	TFCN22C4_013189-T1	DBVPG3775_005422-T1
GF00004014	TFCN22C4_007433-T1	DBVPG3775_005423-T1
GF00004015	TFCN22C4_007436-T1	DBVPG3775_005427-T1
GF00004016	TFCN22C4_013184-T1	DBVPG3775_005428-T1
GF00004017	TFCN22C4_007438-T1	DBVPG3775_005429-T1
GF00004018	TFCN22C4_013182-T1	DBVPG3775_005430-T1
GF00004019	TFCN22C4_011575-T1	DBVPG3775_005433-T1
GF00004020	TFCN22C4_007444-T1	DBVPG3775_005434-T1
GF00004021	TFCN22C4_007449-T1	DBVPG3775_005437-T1
GF00004022	TFCN22C4_011580-T1	DBVPG3775_005438-T1
GF00004023	TFCN22C4_007451-T1	DBVPG3775_005439-T1
GF00004024	TFCN22C4_011582-T1	DBVPG3775_005440-T1
GF00004025	TFCN22C4_011586-T1	DBVPG3775_005443-T1
GF00004026	TFCN22C4_007456-T1	DBVPG3775_005444-T1
GF00004027	TFCN22C4_011589-T1	DBVPG3775_005446-T1
GF00004028	TFCN22C4_007458-T1	DBVPG3775_005447-T1
GF00004029	TFCN22C4_011591-T1	DBVPG3775_005448-T1
GF00004030	TFCN22C4_011593-T1	DBVPG3775_005450-T1
GF00004031	TFCN22C4_007462-T1	DBVPG3775_005451-T1
GF00004032	TFCN22C4_007463-T1	DBVPG3775_001638-T1
GF00004033	TFCN22C4_011596-T1	DBVPG3775_001637-T1
GF00004034	TFCN22C4_011597-T1	DBVPG3775_001636-T1
GF00004035	TFCN22C4_011598-T1	DBVPG3775_001635-T1
GF00004036	TFCN22C4_007467-T1	DBVPG3775_001634-T1
GF00004037	TFCN22C4_011600-T1	DBVPG3775_001633-T1
GF00004038	TFCN22C4_011601-T1	DBVPG3775_001632-T1
GF00004039	TFCN22C4_007470-T1	DBVPG3775_001631-T1
GF00004040	TFCN22C4_007472-T1	DBVPG3775_001628-T1
GF00004041	TFCN22C4_011606-T1	DBVPG3775_001627-T1
GF00004042	TFCN22C4_011607-T1	DBVPG3775_001626-T1
GF00004043	TFCN22C4_007475-T1	DBVPG3775_001625-T1
GF00004044	TFCN22C4_011609-T1	DBVPG3775_001624-T1
GF00004045	TFCN22C4_011611-T1	DBVPG3775_001621-T1
GF00004046	TFCN22C4_007479-T1	DBVPG3775_001620-T1
GF00004047	TFCN22C4_011613-T1	DBVPG3775_001619-T1
GF00004048	TFCN22C4_007576-T1	DBVPG3775_003186-T1
GF00004049	TFCN22C4_007601-T1	DBVPG3775_003161-T1
GF00004050	TFCN22C4_013214-T1	DBVPG3775_003160-T1
GF00004051	TFCN22C4_007603-T1	DBVPG3775_003159-T1
GF00004052	TFCN22C4_007604-T1	DBVPG3775_003158-T1
GF00004053	TFCN22C4_007605-T1	DBVPG3775_003157-T1
GF00004054	TFCN22C4_013219-T1	DBVPG3775_003155-T1
GF00004055	TFCN22C4_007611-T1	DBVPG3775_003151-T1
GF00004056	TFCN22C4_007612-T1	DBVPG3775_003150-T1
GF00004057	TFCN22C4_007614-T1	DBVPG3775_003148-T1
GF00004058	TFCN22C4_013226-T1	DBVPG3775_003146-T1
GF00004059	TFCN22C4_007617-T1	DBVPG3775_003145-T1
GF00004060	TFCN22C4_013228-T1	DBVPG3775_003144-T1
GF00004061	TFCN22C4_011391-T1	DBVPG3775_000239-T1
GF00004062	TFCN22C4_010051-T1	DBVPG3775_003445-T1
GF00004063	TFCN22C4_007749-T1	DBVPG3775_003467-T1
GF00004064	TFCN22C4_007822-T1	DBVPG3775_003468-T1
GF00004065	TFCN22C4_007823-T1	DBVPG3775_003469-T1
GF00004066	TFCN22C4_007826-T1	DBVPG3775_003472-T1
GF00004067	TFCN22C4_007757-T1	DBVPG3775_003473-T1
