	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00002672	TFCN17Y2781_002661-T1, TFCN17Y2781_005470-T1	DBVPG3775_004457-T1
GF00002673	TFCN17Y2781_002662-T1, TFCN17Y2781_005469-T1	DBVPG3775_004456-T1
GF00002674	TFCN17Y2781_002666-T1, TFCN17Y2781_005455-T1	DBVPG3775_004442-T1
GF00002675	TFCN17Y2781_002667-T1, TFCN17Y2781_005456-T1	DBVPG3775_004443-T1
GF00002676	TFCN17Y2781_002668-T1, TFCN17Y2781_005458-T1	DBVPG3775_004445-T1
GF00002677	TFCN17Y2781_002669-T1, TFCN17Y2781_005459-T1	DBVPG3775_004446-T1
GF00002678	TFCN17Y2781_002670-T1, TFCN17Y2781_005460-T1	DBVPG3775_004447-T1
GF00002679	TFCN17Y2781_002671-T1, TFCN17Y2781_005461-T1	DBVPG3775_004448-T1
GF00002680	TFCN17Y2781_002672-T1, TFCN17Y2781_005462-T1	DBVPG3775_004449-T1
GF00002681	TFCN17Y2781_004542-T1, TFCN17Y2781_007424-T1	DBVPG3775_001796-T1
GF00002682	TFCN17Y2781_002674-T1, TFCN17Y2781_005464-T1	DBVPG3775_004451-T1
GF00002683	TFCN17Y2781_002676-T1, TFCN17Y2781_005452-T1	DBVPG3775_004439-T1
GF00002684	TFCN17Y2781_002678-T1, TFCN17Y2781_005451-T1	DBVPG3775_004437-T1
GF00002685	TFCN17Y2781_002680-T1, TFCN17Y2781_005449-T1	DBVPG3775_004434-T1
GF00002686	TFCN17Y2781_002681-T1, TFCN17Y2781_005448-T1	DBVPG3775_004433-T1
GF00002687	TFCN17Y2781_002682-T1, TFCN17Y2781_005447-T1	DBVPG3775_004432-T1
GF00002688	TFCN17Y2781_002683-T1, TFCN17Y2781_005446-T1	DBVPG3775_004431-T1
GF00002689	TFCN17Y2781_002686-T1, TFCN17Y2781_005443-T1	DBVPG3775_004429-T1
GF00002690	TFCN17Y2781_002687-T1, TFCN17Y2781_005442-T1	DBVPG3775_004428-T1
GF00002691	TFCN17Y2781_002689-T1, TFCN17Y2781_005440-T1	DBVPG3775_004426-T1
GF00002692	TFCN17Y2781_002694-T1, TFCN17Y2781_013534-T1	DBVPG3775_004421-T1
GF00002693	TFCN17Y2781_002695-T1, TFCN17Y2781_013533-T1	DBVPG3775_004420-T1
GF00002694	TFCN17Y2781_002696-T1, TFCN17Y2781_013434-T1	DBVPG3775_004419-T1
GF00002695	TFCN17Y2781_002697-T1, TFCN17Y2781_013435-T1	DBVPG3775_004418-T1
GF00002696	TFCN17Y2781_002698-T1, TFCN17Y2781_013436-T1	DBVPG3775_004417-T1
GF00002697	TFCN17Y2781_002702-T1, TFCN17Y2781_009137-T1	DBVPG3775_004413-T1
GF00002698	TFCN17Y2781_002703-T1, TFCN17Y2781_009136-T1	DBVPG3775_004412-T1
GF00002699	TFCN17Y2781_002704-T1, TFCN17Y2781_009135-T1	DBVPG3775_004411-T1
GF00002700	TFCN17Y2781_002705-T1, TFCN17Y2781_009134-T1	DBVPG3775_004410-T1
GF00002701	TFCN17Y2781_002707-T1, TFCN17Y2781_009132-T1	DBVPG3775_004408-T1
GF00002702	TFCN17Y2781_002708-T1, TFCN17Y2781_009131-T1	DBVPG3775_004407-T1
GF00002703	TFCN17Y2781_002710-T1, TFCN17Y2781_009129-T1	DBVPG3775_004405-T1
GF00002704	TFCN17Y2781_002711-T1, TFCN17Y2781_009128-T1	DBVPG3775_004404-T1
GF00002705	TFCN17Y2781_002713-T1, TFCN17Y2781_009126-T1	DBVPG3775_004402-T1
GF00002706	TFCN17Y2781_002714-T1, TFCN17Y2781_009125-T1	DBVPG3775_004401-T1
GF00002707	TFCN17Y2781_002717-T1, TFCN17Y2781_009123-T1	DBVPG3775_004398-T1
GF00002708	TFCN17Y2781_002718-T1, TFCN17Y2781_009120-T1	DBVPG3775_004396-T1
GF00002709	TFCN17Y2781_002719-T1, TFCN17Y2781_009119-T1	DBVPG3775_004395-T1
GF00002710	TFCN17Y2781_002720-T1, TFCN17Y2781_009118-T1	DBVPG3775_004394-T1
GF00002711	TFCN17Y2781_002721-T1, TFCN17Y2781_009117-T1	DBVPG3775_004393-T1
GF00002712	TFCN17Y2781_011376-T1, TFCN17Y2781_003873-T1	DBVPG3775_002914-T1
GF00002713	TFCN17Y2781_002727-T1, TFCN17Y2781_009109-T1	DBVPG3775_004386-T1
GF00002714	TFCN17Y2781_002729-T1, TFCN17Y2781_009107-T1	DBVPG3775_004383-T1
GF00002715	TFCN17Y2781_002732-T1, TFCN17Y2781_009105-T1	DBVPG3775_004380-T1
GF00002716	TFCN17Y2781_002733-T1, TFCN17Y2781_009104-T1	DBVPG3775_004379-T1
GF00002717	TFCN17Y2781_002734-T1, TFCN17Y2781_009103-T1	DBVPG3775_004378-T1
GF00002718	TFCN17Y2781_002737-T1, TFCN17Y2781_009098-T1	DBVPG3775_004372-T1
GF00002719	TFCN17Y2781_002738-T1, TFCN17Y2781_009097-T1	DBVPG3775_004371-T1
GF00002720	TFCN17Y2781_002743-T1, TFCN17Y2781_009093-T1	DBVPG3775_004363-T1
GF00002721	TFCN17Y2781_002744-T1, TFCN17Y2781_009092-T1	DBVPG3775_004362-T1
GF00002722	TFCN17Y2781_002745-T1, TFCN17Y2781_009091-T1	DBVPG3775_004361-T1
GF00002723	TFCN17Y2781_002746-T1, TFCN17Y2781_009090-T1	DBVPG3775_004360-T1
GF00002724	TFCN17Y2781_002747-T1, TFCN17Y2781_009089-T1	DBVPG3775_004359-T1
GF00002725	TFCN17Y2781_002750-T1, TFCN17Y2781_009086-T1	DBVPG3775_004356-T1
GF00002726	TFCN17Y2781_002751-T1, TFCN17Y2781_009085-T1	DBVPG3775_004355-T1
GF00002727	TFCN17Y2781_002752-T1, TFCN17Y2781_009084-T1	DBVPG3775_004354-T1
GF00002728	TFCN17Y2781_002753-T1, TFCN17Y2781_009083-T1	DBVPG3775_004353-T1
GF00002729	TFCN17Y2781_002756-T1, TFCN17Y2781_005411-T1	DBVPG3775_000974-T1
GF00002730	TFCN17Y2781_002762-T1, TFCN17Y2781_005407-T1	DBVPG3775_000967-T1
GF00002731	TFCN17Y2781_007543-T1, TFCN17Y2781_011862-T1	DBVPG3775_004795-T1
GF00002732	TFCN17Y2781_012430-T1, TFCN17Y2781_009605-T1	DBVPG3775_007247-T1
GF00002733	TFCN17Y2781_002766-T1, TFCN17Y2781_005403-T1	DBVPG3775_000963-T1
GF00002734	TFCN17Y2781_002768-T1, TFCN17Y2781_005401-T1	DBVPG3775_000961-T1
GF00002735	TFCN17Y2781_002771-T1, TFCN17Y2781_005398-T1	DBVPG3775_000958-T1
GF00002736	TFCN17Y2781_007984-T1, TFCN17Y2781_005002-T1	DBVPG3775_007519-T1
GF00002737	TFCN17Y2781_002774-T1, TFCN17Y2781_005395-T1	DBVPG3775_000955-T1
GF00002738	TFCN17Y2781_002776-T1, TFCN17Y2781_005393-T1	DBVPG3775_000952-T1
GF00002739	TFCN17Y2781_002777-T1, TFCN17Y2781_005392-T1	DBVPG3775_000951-T1
GF00002740	TFCN17Y2781_002778-T1, TFCN17Y2781_005391-T1	DBVPG3775_000950-T1
GF00002741	TFCN17Y2781_002780-T1, TFCN17Y2781_005389-T1	DBVPG3775_000948-T1
GF00002742	TFCN17Y2781_002781-T1, TFCN17Y2781_005388-T1	DBVPG3775_000947-T1
GF00002743	TFCN17Y2781_002784-T1, TFCN17Y2781_005384-T1	DBVPG3775_000944-T1
GF00002744	TFCN17Y2781_002785-T1, TFCN17Y2781_005383-T1	DBVPG3775_000943-T1
GF00002745	TFCN17Y2781_002786-T1, TFCN17Y2781_005382-T1	DBVPG3775_000942-T1
GF00002746	TFCN17Y2781_002787-T1, TFCN17Y2781_005381-T1	DBVPG3775_000941-T1
GF00002747	TFCN17Y2781_002788-T1, TFCN17Y2781_005380-T1	DBVPG3775_000940-T1
GF00002748	TFCN17Y2781_002789-T1, TFCN17Y2781_005379-T1	DBVPG3775_000939-T1
GF00002749	TFCN17Y2781_002790-T1, TFCN17Y2781_005378-T1	DBVPG3775_000938-T1
GF00002750	TFCN17Y2781_002791-T1, TFCN17Y2781_005377-T1	DBVPG3775_000937-T1
GF00002751	TFCN17Y2781_002792-T1, TFCN17Y2781_005376-T1	DBVPG3775_000936-T1
GF00002752	TFCN17Y2781_002793-T1, TFCN17Y2781_005375-T1	DBVPG3775_000935-T1
GF00002753	TFCN17Y2781_007171-T1, TFCN17Y2781_011706-T1	DBVPG3775_007372-T1
GF00002754	TFCN17Y2781_002796-T1, TFCN17Y2781_005351-T1	DBVPG3775_000931-T1
GF00002755	TFCN17Y2781_002797-T1, TFCN17Y2781_005352-T1	DBVPG3775_000930-T1
GF00002756	TFCN17Y2781_002798-T1, TFCN17Y2781_005353-T1	DBVPG3775_000929-T1
GF00002757	TFCN17Y2781_002799-T1, TFCN17Y2781_005354-T1	DBVPG3775_000928-T1
GF00002758	TFCN17Y2781_002800-T1, TFCN17Y2781_005355-T1	DBVPG3775_000927-T1
GF00002759	TFCN17Y2781_002805-T1, TFCN17Y2781_005360-T1	DBVPG3775_000921-T1
GF00002760	TFCN17Y2781_002806-T1, TFCN17Y2781_005361-T1	DBVPG3775_000920-T1
GF00002761	TFCN17Y2781_002807-T1, TFCN17Y2781_005362-T1	DBVPG3775_000919-T1
GF00002762	TFCN17Y2781_002808-T1, TFCN17Y2781_005363-T1	DBVPG3775_000918-T1
GF00002763	TFCN17Y2781_002809-T1, TFCN17Y2781_005364-T1	DBVPG3775_000917-T1
GF00002764	TFCN17Y2781_002810-T1, TFCN17Y2781_005365-T1	DBVPG3775_000916-T1
GF00002765	TFCN17Y2781_002813-T1, TFCN17Y2781_005368-T1	DBVPG3775_000914-T1
GF00002766	TFCN17Y2781_002816-T1, TFCN17Y2781_005371-T1	DBVPG3775_000911-T1
GF00002767	TFCN17Y2781_002817-T1, TFCN17Y2781_005372-T1	DBVPG3775_000910-T1
GF00002768	TFCN17Y2781_002820-T1, TFCN17Y2781_005350-T1	DBVPG3775_000906-T1
GF00002769	TFCN17Y2781_002821-T1, TFCN17Y2781_005349-T1	DBVPG3775_000905-T1
GF00002770	TFCN17Y2781_002822-T1, TFCN17Y2781_005348-T1	DBVPG3775_000904-T1
GF00002771	TFCN17Y2781_002823-T1, TFCN17Y2781_005347-T1	DBVPG3775_000903-T1
GF00002772	TFCN17Y2781_002825-T1, TFCN17Y2781_005345-T1	DBVPG3775_000901-T1
GF00002773	TFCN17Y2781_002829-T1, TFCN17Y2781_005341-T1	DBVPG3775_000897-T1
GF00002774	TFCN17Y2781_002830-T1, TFCN17Y2781_005340-T1	DBVPG3775_000896-T1
GF00002775	TFCN17Y2781_002831-T1, TFCN17Y2781_005339-T1	DBVPG3775_000895-T1
GF00002776	TFCN17Y2781_002832-T1, TFCN17Y2781_005338-T1	DBVPG3775_000894-T1
GF00002777	TFCN17Y2781_002833-T1, TFCN17Y2781_005337-T1	DBVPG3775_000893-T1
GF00002778	TFCN17Y2781_002834-T1, TFCN17Y2781_005336-T1	DBVPG3775_000892-T1
GF00002779	TFCN17Y2781_002836-T1, TFCN17Y2781_010804-T1	DBVPG3775_000890-T1
GF00002780	TFCN17Y2781_002837-T1, TFCN17Y2781_010805-T1	DBVPG3775_000889-T1
GF00002781	TFCN17Y2781_002838-T1, TFCN17Y2781_010806-T1	DBVPG3775_000888-T1
GF00002782	TFCN17Y2781_002839-T1, TFCN17Y2781_010807-T1	DBVPG3775_000887-T1
GF00002783	TFCN17Y2781_002841-T1, TFCN17Y2781_010808-T1	DBVPG3775_000885-T1
GF00002784	TFCN17Y2781_002842-T1, TFCN17Y2781_010809-T1	DBVPG3775_000884-T1
GF00002785	TFCN17Y2781_002843-T1, TFCN17Y2781_010810-T1	DBVPG3775_000883-T1
GF00002786	TFCN17Y2781_002844-T1, TFCN17Y2781_010811-T1	DBVPG3775_000882-T1
GF00002787	TFCN17Y2781_002846-T1, TFCN17Y2781_010813-T1	DBVPG3775_000880-T1
GF00002788	TFCN17Y2781_002847-T1, TFCN17Y2781_010814-T1	DBVPG3775_000879-T1
GF00002789	TFCN17Y2781_002849-T1, TFCN17Y2781_010816-T1	DBVPG3775_000877-T1
GF00002790	TFCN17Y2781_002851-T1, TFCN17Y2781_010818-T1	DBVPG3775_000875-T1
GF00002791	TFCN17Y2781_002852-T1, TFCN17Y2781_010819-T1	DBVPG3775_000874-T1
GF00002792	TFCN17Y2781_002853-T1, TFCN17Y2781_010820-T1	DBVPG3775_000873-T1
GF00002793	TFCN17Y2781_008936-T1, TFCN17Y2781_008234-T1	DBVPG3775_001504-T1
GF00002794	TFCN17Y2781_002855-T1, TFCN17Y2781_010822-T1	DBVPG3775_000871-T1
GF00002795	TFCN17Y2781_002856-T1, TFCN17Y2781_010823-T1	DBVPG3775_000870-T1
GF00002796	TFCN17Y2781_002857-T1, TFCN17Y2781_010824-T1	DBVPG3775_000869-T1
GF00002797	TFCN17Y2781_002858-T1, TFCN17Y2781_010825-T1	DBVPG3775_000868-T1
GF00002798	TFCN17Y2781_002860-T1, TFCN17Y2781_010827-T1	DBVPG3775_000865-T1
GF00002799	TFCN17Y2781_002861-T1, TFCN17Y2781_010828-T1	DBVPG3775_000864-T1
GF00002800	TFCN17Y2781_002862-T1, TFCN17Y2781_010829-T1	DBVPG3775_000863-T1
GF00002801	TFCN17Y2781_002867-T1, TFCN17Y2781_010834-T1	DBVPG3775_000857-T1
GF00002802	TFCN17Y2781_002868-T1, TFCN17Y2781_010835-T1	DBVPG3775_000856-T1
GF00002803	TFCN17Y2781_002870-T1, TFCN17Y2781_006724-T1	DBVPG3775_000854-T1
GF00002804	TFCN17Y2781_002871-T1, TFCN17Y2781_006723-T1	DBVPG3775_000853-T1
GF00002805	TFCN17Y2781_002872-T1, TFCN17Y2781_006722-T1	DBVPG3775_000852-T1
GF00002806	TFCN17Y2781_002873-T1, TFCN17Y2781_006721-T1	DBVPG3775_000851-T1
GF00002807	TFCN17Y2781_002874-T1, TFCN17Y2781_006720-T1	DBVPG3775_000850-T1
GF00002808	TFCN17Y2781_002876-T1, TFCN17Y2781_006718-T1	DBVPG3775_000848-T1
GF00002809	TFCN17Y2781_002877-T1, TFCN17Y2781_006717-T1	DBVPG3775_000847-T1
GF00002810	TFCN17Y2781_002878-T1, TFCN17Y2781_006716-T1	DBVPG3775_000846-T1
GF00002811	TFCN17Y2781_002880-T1, TFCN17Y2781_006713-T1	DBVPG3775_000844-T1
GF00002812	TFCN17Y2781_002881-T1, TFCN17Y2781_006712-T1	DBVPG3775_000843-T1
GF00002813	TFCN17Y2781_002883-T1, TFCN17Y2781_006710-T1	DBVPG3775_000841-T1
GF00002814	TFCN17Y2781_002884-T1, TFCN17Y2781_006709-T1	DBVPG3775_000840-T1
GF00002815	TFCN17Y2781_002885-T1, TFCN17Y2781_006708-T1	DBVPG3775_000839-T1
GF00002816	TFCN17Y2781_002887-T1, TFCN17Y2781_006706-T1	DBVPG3775_000837-T1
GF00002817	TFCN17Y2781_002889-T1, TFCN17Y2781_006704-T1	DBVPG3775_000834-T1
GF00002818	TFCN17Y2781_002890-T1, TFCN17Y2781_006703-T1	DBVPG3775_000833-T1
GF00002819	TFCN17Y2781_002893-T1, TFCN17Y2781_006700-T1	DBVPG3775_000830-T1
GF00002820	TFCN17Y2781_002894-T1, TFCN17Y2781_006699-T1	DBVPG3775_000829-T1
GF00002821	TFCN17Y2781_002895-T1, TFCN17Y2781_006698-T1	DBVPG3775_000828-T1
GF00002822	TFCN17Y2781_002896-T1, TFCN17Y2781_006697-T1	DBVPG3775_000827-T1
GF00002823	TFCN17Y2781_002898-T1, TFCN17Y2781_006695-T1	DBVPG3775_000825-T1
GF00002824	TFCN17Y2781_002899-T1, TFCN17Y2781_006694-T1	DBVPG3775_000824-T1
GF00002825	TFCN17Y2781_002900-T1, TFCN17Y2781_006693-T1	DBVPG3775_000823-T1
GF00002826	TFCN17Y2781_002901-T1, TFCN17Y2781_006692-T1	DBVPG3775_000822-T1
GF00002827	TFCN17Y2781_002902-T1, TFCN17Y2781_006691-T1	DBVPG3775_000821-T1
GF00002828	TFCN17Y2781_002906-T1, TFCN17Y2781_006688-T1	DBVPG3775_000817-T1
GF00002829	TFCN17Y2781_004212-T1, TFCN17Y2781_006078-T1	DBVPG3775_006070-T1
GF00002830	TFCN17Y2781_003067-T1, TFCN17Y2781_006937-T1	DBVPG3775_002126-T1
GF00002831	TFCN17Y2781_003069-T1, TFCN17Y2781_006934-T1	DBVPG3775_002123-T1
GF00002832	TFCN17Y2781_003070-T1, TFCN17Y2781_006933-T1	DBVPG3775_002122-T1
GF00002833	TFCN17Y2781_003071-T1, TFCN17Y2781_006932-T1	DBVPG3775_002121-T1
GF00002834	TFCN17Y2781_003073-T1, TFCN17Y2781_012016-T1	DBVPG3775_001886-T1
GF00002835	TFCN17Y2781_003076-T1, TFCN17Y2781_012113-T1	DBVPG3775_007536-T1
GF00002836	TFCN17Y2781_003077-T1, TFCN17Y2781_012114-T1	DBVPG3775_007535-T1
GF00002837	TFCN17Y2781_003078-T1, TFCN17Y2781_012115-T1	DBVPG3775_007534-T1
GF00002838	TFCN17Y2781_003079-T1, TFCN17Y2781_012116-T1	DBVPG3775_007533-T1
GF00002839	TFCN17Y2781_003082-T1, TFCN17Y2781_012119-T1	DBVPG3775_000419-T1
GF00002840	TFCN17Y2781_003083-T1, TFCN17Y2781_012120-T1	DBVPG3775_000422-T1
GF00002841	TFCN17Y2781_003084-T1, TFCN17Y2781_012121-T1	DBVPG3775_000423-T1
GF00002842	TFCN17Y2781_009256-T1, TFCN17Y2781_005169-T1	DBVPG3775_002032-T1
GF00002843	TFCN17Y2781_003085-T1, TFCN17Y2781_012122-T1	DBVPG3775_000424-T1
GF00002844	TFCN17Y2781_003086-T1, TFCN17Y2781_012123-T1	DBVPG3775_000425-T1
GF00002845	TFCN17Y2781_003087-T1, TFCN17Y2781_012124-T1	DBVPG3775_000426-T1
GF00002846	TFCN17Y2781_003088-T1, TFCN17Y2781_012125-T1	DBVPG3775_000427-T1
GF00002847	TFCN17Y2781_003089-T1, TFCN17Y2781_012126-T1	DBVPG3775_000428-T1
GF00002848	TFCN17Y2781_003091-T1, TFCN17Y2781_012128-T1	DBVPG3775_000430-T1
GF00002849	TFCN17Y2781_003093-T1, TFCN17Y2781_013601-T1	DBVPG3775_000434-T1
GF00002850	TFCN17Y2781_003094-T1, TFCN17Y2781_009031-T1	DBVPG3775_000435-T1
GF00002851	TFCN17Y2781_003096-T1, TFCN17Y2781_009029-T1	DBVPG3775_000437-T1
GF00002852	TFCN17Y2781_003097-T1, TFCN17Y2781_009028-T1	DBVPG3775_000438-T1
GF00002853	TFCN17Y2781_012945-T1, TFCN17Y2781_004505-T1	DBVPG3775_000702-T1
GF00002854	TFCN17Y2781_003101-T1, TFCN17Y2781_009024-T1	DBVPG3775_000442-T1
GF00002855	TFCN17Y2781_003102-T1, TFCN17Y2781_009023-T1	DBVPG3775_000443-T1
GF00002856	TFCN17Y2781_003104-T1, TFCN17Y2781_009021-T1	DBVPG3775_000445-T1
GF00002857	TFCN17Y2781_003105-T1, TFCN17Y2781_009020-T1	DBVPG3775_000446-T1
GF00002858	TFCN17Y2781_003106-T1, TFCN17Y2781_009019-T1	DBVPG3775_000447-T1
GF00002859	TFCN17Y2781_003107-T1, TFCN17Y2781_009018-T1	DBVPG3775_000448-T1
GF00002860	TFCN17Y2781_003109-T1, TFCN17Y2781_009016-T1	DBVPG3775_000450-T1
GF00002861	TFCN17Y2781_003111-T1, TFCN17Y2781_009014-T1	DBVPG3775_000452-T1
GF00002862	TFCN17Y2781_003112-T1, TFCN17Y2781_009013-T1	DBVPG3775_000453-T1
GF00002863	TFCN17Y2781_003113-T1, TFCN17Y2781_009012-T1	DBVPG3775_000454-T1
GF00002864	TFCN17Y2781_003114-T1, TFCN17Y2781_009011-T1	DBVPG3775_000455-T1
GF00002865	TFCN17Y2781_003115-T1, TFCN17Y2781_009009-T1	DBVPG3775_000456-T1
GF00002866	TFCN17Y2781_003116-T1, TFCN17Y2781_009008-T1	DBVPG3775_000457-T1
GF00002867	TFCN17Y2781_003117-T1, TFCN17Y2781_009007-T1	DBVPG3775_000458-T1
GF00002868	TFCN17Y2781_003120-T1, TFCN17Y2781_009005-T1	DBVPG3775_000463-T1
GF00002869	TFCN17Y2781_003121-T1, TFCN17Y2781_009004-T1	DBVPG3775_000464-T1
GF00002870	TFCN17Y2781_003122-T1, TFCN17Y2781_009003-T1	DBVPG3775_000465-T1
GF00002871	TFCN17Y2781_003125-T1, TFCN17Y2781_009001-T1	DBVPG3775_000468-T1
GF00002872	TFCN17Y2781_003126-T1, TFCN17Y2781_009000-T1	DBVPG3775_000469-T1
GF00002873	TFCN17Y2781_003127-T1, TFCN17Y2781_008999-T1	DBVPG3775_000470-T1
GF00002874	TFCN17Y2781_003128-T1, TFCN17Y2781_008998-T1	DBVPG3775_000471-T1
GF00002875	TFCN17Y2781_003129-T1, TFCN17Y2781_008997-T1	DBVPG3775_000472-T1
GF00002876	TFCN17Y2781_003130-T1, TFCN17Y2781_008996-T1	DBVPG3775_000474-T1
GF00002877	TFCN17Y2781_003132-T1, TFCN17Y2781_008994-T1	DBVPG3775_000476-T1
GF00002878	TFCN17Y2781_011304-T1, TFCN17Y2781_010534-T1	DBVPG3775_002583-T1
GF00002879	TFCN17Y2781_003133-T1, TFCN17Y2781_008993-T1	DBVPG3775_000477-T1
GF00002880	TFCN17Y2781_003139-T1, TFCN17Y2781_007474-T1	DBVPG3775_000484-T1
GF00002881	TFCN17Y2781_003140-T1, TFCN17Y2781_007473-T1	DBVPG3775_000485-T1
GF00002882	TFCN17Y2781_003141-T1, TFCN17Y2781_007472-T1	DBVPG3775_000486-T1
GF00002883	TFCN17Y2781_003143-T1, TFCN17Y2781_007470-T1	DBVPG3775_000489-T1
GF00002884	TFCN17Y2781_003144-T1, TFCN17Y2781_007469-T1	DBVPG3775_000490-T1
GF00002885	TFCN17Y2781_003145-T1, TFCN17Y2781_007468-T1	DBVPG3775_000491-T1
GF00002886	TFCN17Y2781_003150-T1, TFCN17Y2781_007467-T1	DBVPG3775_000497-T1
GF00002887	TFCN17Y2781_003151-T1, TFCN17Y2781_007466-T1	DBVPG3775_000498-T1
GF00002888	TFCN17Y2781_003153-T1, TFCN17Y2781_007463-T1	DBVPG3775_000500-T1
GF00002889	TFCN17Y2781_003154-T1, TFCN17Y2781_007462-T1	DBVPG3775_000501-T1
GF00002890	TFCN17Y2781_003156-T1, TFCN17Y2781_007460-T1	DBVPG3775_000504-T1
GF00002891	TFCN17Y2781_003157-T1, TFCN17Y2781_007459-T1	DBVPG3775_000505-T1
GF00002892	TFCN17Y2781_003161-T1, TFCN17Y2781_007456-T1	DBVPG3775_000509-T1
GF00002893	TFCN17Y2781_003162-T1, TFCN17Y2781_007455-T1	DBVPG3775_000510-T1
GF00002894	TFCN17Y2781_003791-T1, TFCN17Y2781_010072-T1	DBVPG3775_004885-T1
GF00002895	TFCN17Y2781_003321-T1, TFCN17Y2781_007098-T1	DBVPG3775_003972-T1
GF00002896	TFCN17Y2781_003322-T1, TFCN17Y2781_007097-T1	DBVPG3775_003971-T1
GF00002897	TFCN17Y2781_003323-T1, TFCN17Y2781_007096-T1	DBVPG3775_003970-T1
GF00002898	TFCN17Y2781_003326-T1, TFCN17Y2781_007093-T1	DBVPG3775_003967-T1
GF00002899	TFCN17Y2781_003327-T1, TFCN17Y2781_007092-T1	DBVPG3775_003966-T1
GF00002900	TFCN17Y2781_003330-T1, TFCN17Y2781_007089-T1	DBVPG3775_003963-T1
GF00002901	TFCN17Y2781_003331-T1, TFCN17Y2781_007088-T1	DBVPG3775_003962-T1
GF00002902	TFCN17Y2781_003332-T1, TFCN17Y2781_007087-T1	DBVPG3775_003961-T1
GF00002903	TFCN17Y2781_003333-T1, TFCN17Y2781_007086-T1	DBVPG3775_003960-T1
GF00002904	TFCN17Y2781_003334-T1, TFCN17Y2781_007085-T1	DBVPG3775_003959-T1
GF00002905	TFCN17Y2781_003335-T1, TFCN17Y2781_007084-T1	DBVPG3775_003958-T1
GF00002906	TFCN17Y2781_003336-T1, TFCN17Y2781_007083-T1	DBVPG3775_003957-T1
GF00002907	TFCN17Y2781_003337-T1, TFCN17Y2781_007082-T1	DBVPG3775_003956-T1
GF00002908	TFCN17Y2781_003338-T1, TFCN17Y2781_007081-T1	DBVPG3775_003955-T1
GF00002909	TFCN17Y2781_003339-T1, TFCN17Y2781_007080-T1	DBVPG3775_003954-T1
GF00002910	TFCN17Y2781_003340-T1, TFCN17Y2781_007079-T1	DBVPG3775_003953-T1
GF00002911	TFCN17Y2781_003342-T1, TFCN17Y2781_007077-T1	DBVPG3775_003951-T1
GF00002912	TFCN17Y2781_003343-T1, TFCN17Y2781_007076-T1	DBVPG3775_003950-T1
GF00002913	TFCN17Y2781_003346-T1, TFCN17Y2781_007073-T1	DBVPG3775_003947-T1
GF00002914	TFCN17Y2781_003347-T1, TFCN17Y2781_007072-T1	DBVPG3775_003946-T1
GF00002915	TFCN17Y2781_003348-T1, TFCN17Y2781_007071-T1	DBVPG3775_003945-T1
GF00002916	TFCN17Y2781_003349-T1, TFCN17Y2781_007070-T1	DBVPG3775_003944-T1
GF00002917	TFCN17Y2781_003350-T1, TFCN17Y2781_007069-T1	DBVPG3775_003943-T1
GF00002918	TFCN17Y2781_003351-T1, TFCN17Y2781_007068-T1	DBVPG3775_003942-T1
GF00002919	TFCN17Y2781_003353-T1, TFCN17Y2781_007066-T1	DBVPG3775_003938-T1
GF00002920	TFCN17Y2781_003354-T1, TFCN17Y2781_007065-T1	DBVPG3775_003937-T1
GF00002921	TFCN17Y2781_003355-T1, TFCN17Y2781_007064-T1	DBVPG3775_003936-T1
GF00002922	TFCN17Y2781_003357-T1, TFCN17Y2781_011655-T1	DBVPG3775_003934-T1
GF00002923	TFCN17Y2781_003358-T1, TFCN17Y2781_011656-T1	DBVPG3775_003933-T1
GF00002924	TFCN17Y2781_003359-T1, TFCN17Y2781_011657-T1	DBVPG3775_003932-T1
GF00002925	TFCN17Y2781_003360-T1, TFCN17Y2781_011658-T1	DBVPG3775_003931-T1
GF00002926	TFCN17Y2781_003361-T1, TFCN17Y2781_011659-T1	DBVPG3775_003930-T1
GF00002927	TFCN17Y2781_003364-T1, TFCN17Y2781_011662-T1	DBVPG3775_003927-T1
GF00002928	TFCN17Y2781_003365-T1, TFCN17Y2781_011663-T1	DBVPG3775_003926-T1
GF00002929	TFCN17Y2781_003368-T1, TFCN17Y2781_011667-T1	DBVPG3775_003923-T1
GF00002930	TFCN17Y2781_003369-T1, TFCN17Y2781_011668-T1	DBVPG3775_003922-T1
GF00002931	TFCN17Y2781_003370-T1, TFCN17Y2781_011669-T1	DBVPG3775_003921-T1
GF00002932	TFCN17Y2781_003371-T1, TFCN17Y2781_011670-T1	DBVPG3775_003920-T1
GF00002933	TFCN17Y2781_003372-T1, TFCN17Y2781_011671-T1	DBVPG3775_003919-T1
GF00002934	TFCN17Y2781_003373-T1, TFCN17Y2781_011672-T1	DBVPG3775_003918-T1
GF00002935	TFCN17Y2781_003375-T1, TFCN17Y2781_011674-T1	DBVPG3775_003916-T1
GF00002936	TFCN17Y2781_003376-T1, TFCN17Y2781_011675-T1	DBVPG3775_003915-T1
GF00002937	TFCN17Y2781_003383-T1, TFCN17Y2781_011676-T1	DBVPG3775_003914-T1
GF00002938	TFCN17Y2781_003384-T1, TFCN17Y2781_011677-T1	DBVPG3775_003913-T1
