	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00003548	CHIFNET13H1268_004728-T1	DBVPG3775_007187-T1
GF00003549	CHIFNET13H1268_005557-T1	DBVPG3775_004056-T1
GF00003550	CHIFNET13H1268_005689-T1	DBVPG3775_007190-T1
GF00003551	CHIFNET13H1268_004732-T1	DBVPG3775_007191-T1
GF00003552	CHIFNET13H1268_004733-T1	DBVPG3775_007193-T1
GF00003553	CHIFNET13H1268_005686-T1	DBVPG3775_007194-T1
GF00003554	CHIFNET13H1268_004735-T1	DBVPG3775_007195-T1
GF00003555	CHIFNET13H1268_004736-T1	DBVPG3775_007196-T1
GF00003556	CHIFNET13H1268_005683-T1	DBVPG3775_007197-T1
GF00003557	CHIFNET13H1268_004738-T1	DBVPG3775_007198-T1
GF00003558	CHIFNET13H1268_004739-T1	DBVPG3775_006148-T1
GF00003559	CHIFNET13H1268_005680-T1	DBVPG3775_006149-T1
GF00003560	CHIFNET13H1268_004741-T1	DBVPG3775_006150-T1
GF00003561	CHIFNET13H1268_004742-T1	DBVPG3775_006151-T1
GF00003562	CHIFNET13H1268_005677-T1	DBVPG3775_006152-T1
GF00003563	CHIFNET13H1268_005674-T1	DBVPG3775_006154-T1
GF00003564	CHIFNET13H1268_005673-T1	DBVPG3775_006155-T1
GF00003565	CHIFNET13H1268_004747-T1	DBVPG3775_006156-T1
GF00003566	CHIFNET13H1268_005671-T1	DBVPG3775_006157-T1
GF00003567	CHIFNET13H1268_004749-T1	DBVPG3775_006158-T1
GF00003568	CHIFNET13H1268_004750-T1	DBVPG3775_006159-T1
GF00003569	CHIFNET13H1268_004751-T1	DBVPG3775_006160-T1
GF00003570	CHIFNET13H1268_005667-T1	DBVPG3775_006161-T1
GF00003571	CHIFNET13H1268_008838-T1	DBVPG3775_000582-T1
GF00003572	CHIFNET13H1268_005666-T1	DBVPG3775_006162-T1
GF00003573	CHIFNET13H1268_005665-T1	DBVPG3775_006163-T1
GF00003574	CHIFNET13H1268_005664-T1	DBVPG3775_006164-T1
GF00003575	CHIFNET13H1268_004756-T1	DBVPG3775_006165-T1
GF00003576	CHIFNET13H1268_004758-T1	DBVPG3775_006166-T1
GF00003577	CHIFNET13H1268_004759-T1	DBVPG3775_006167-T1
GF00003578	CHIFNET13H1268_004760-T1	DBVPG3775_006168-T1
GF00003579	CHIFNET13H1268_004761-T1	DBVPG3775_006169-T1
GF00003580	CHIFNET13H1268_005657-T1	DBVPG3775_006171-T1
GF00003581	CHIFNET13H1268_005656-T1	DBVPG3775_006172-T1
GF00003582	CHIFNET13H1268_005655-T1	DBVPG3775_006173-T1
GF00003583	CHIFNET13H1268_005653-T1	DBVPG3775_006175-T1
GF00003584	CHIFNET13H1268_005649-T1	DBVPG3775_006179-T1
GF00003585	CHIFNET13H1268_005648-T1	DBVPG3775_006180-T1
GF00003586	CHIFNET13H1268_004773-T1	DBVPG3775_006181-T1
GF00003587	CHIFNET13H1268_004775-T1	DBVPG3775_006183-T1
GF00003588	CHIFNET13H1268_004776-T1	DBVPG3775_006184-T1
GF00003589	CHIFNET13H1268_004777-T1	DBVPG3775_006185-T1
GF00003590	CHIFNET13H1268_005642-T1	DBVPG3775_006186-T1
GF00003591	CHIFNET13H1268_004779-T1	DBVPG3775_006187-T1
GF00003592	CHIFNET13H1268_005640-T1	DBVPG3775_006188-T1
GF00003593	CHIFNET13H1268_005638-T1	DBVPG3775_006190-T1
GF00003594	CHIFNET13H1268_005637-T1	DBVPG3775_006191-T1
GF00003595	CHIFNET13H1268_004783-T1	DBVPG3775_006192-T1
GF00003596	CHIFNET13H1268_004784-T1	DBVPG3775_006193-T1
GF00003597	CHIFNET13H1268_005633-T1	DBVPG3775_006195-T1
GF00003598	CHIFNET13H1268_004788-T1	DBVPG3775_006196-T1
GF00003599	CHIFNET13H1268_005631-T1	DBVPG3775_006197-T1
GF00003600	CHIFNET13H1268_004790-T1	DBVPG3775_006198-T1
GF00003601	CHIFNET13H1268_005629-T1	DBVPG3775_006199-T1
GF00003602	CHIFNET13H1268_005627-T1	DBVPG3775_006202-T1
GF00003603	CHIFNET13H1268_004793-T1	DBVPG3775_006203-T1
GF00003604	CHIFNET13H1268_005625-T1	DBVPG3775_006204-T1
GF00003605	CHIFNET13H1268_004802-T1	DBVPG3775_006211-T1
GF00003606	CHIFNET13H1268_004804-T1	DBVPG3775_006213-T1
GF00003607	CHIFNET13H1268_004805-T1	DBVPG3775_006214-T1
GF00003608	CHIFNET13H1268_004806-T1	DBVPG3775_006215-T1
GF00003609	CHIFNET13H1268_004811-T1	DBVPG3775_006222-T1
GF00003610	CHIFNET13H1268_005606-T1	DBVPG3775_006223-T1
GF00003611	CHIFNET13H1268_004814-T1	DBVPG3775_005949-T1
GF00003612	CHIFNET13H1268_004815-T1	DBVPG3775_005948-T1
GF00003613	CHIFNET13H1268_004816-T1	DBVPG3775_005947-T1
GF00003614	CHIFNET13H1268_013857-T1	DBVPG3775_005946-T1
GF00003615	CHIFNET13H1268_004819-T1	DBVPG3775_005944-T1
GF00003616	CHIFNET13H1268_013860-T1	DBVPG3775_005943-T1
GF00003617	CHIFNET13H1268_013862-T1	DBVPG3775_005941-T1
GF00003618	CHIFNET13H1268_013863-T1	DBVPG3775_005940-T1
GF00003619	CHIFNET13H1268_013864-T1	DBVPG3775_005939-T1
GF00003620	CHIFNET13H1268_008637-T1	DBVPG3775_002879-T1
GF00003621	CHIFNET13H1268_008634-T1	DBVPG3775_002883-T1
GF00003622	CHIFNET13H1268_004833-T1	DBVPG3775_002884-T1
GF00003623	CHIFNET13H1268_004835-T1	DBVPG3775_002886-T1
GF00003624	CHIFNET13H1268_004836-T1	DBVPG3775_002887-T1
GF00003625	CHIFNET13H1268_008629-T1	DBVPG3775_002888-T1
GF00003626	CHIFNET13H1268_008622-T1	DBVPG3775_002894-T1
GF00003627	CHIFNET13H1268_004841-T1	DBVPG3775_002892-T1
GF00003628	CHIFNET13H1268_007138-T1	DBVPG3775_004699-T1
GF00003629	CHIFNET13H1268_004842-T1	DBVPG3775_002893-T1
GF00003630	CHIFNET13H1268_004844-T1	DBVPG3775_002895-T1
GF00003631	CHIFNET13H1268_008620-T1	DBVPG3775_002896-T1
GF00003632	CHIFNET13H1268_008619-T1	DBVPG3775_002897-T1
GF00003633	CHIFNET13H1268_004848-T1	DBVPG3775_002899-T1
GF00003634	CHIFNET13H1268_008615-T1	DBVPG3775_002902-T1
GF00003635	CHIFNET13H1268_004852-T1	DBVPG3775_002905-T1
GF00003636	CHIFNET13H1268_004853-T1	DBVPG3775_002906-T1
GF00003637	CHIFNET13H1268_004856-T1	DBVPG3775_002909-T1
GF00003638	CHIFNET13H1268_004857-T1	DBVPG3775_002910-T1
GF00003639	CHIFNET13H1268_004858-T1	DBVPG3775_002911-T1
GF00003640	CHIFNET13H1268_004859-T1	DBVPG3775_002912-T1
GF00003641	CHIFNET13H1268_004860-T1	DBVPG3775_002913-T1
GF00003642	CHIFNET13H1268_004862-T1	DBVPG3775_002915-T1
GF00003643	CHIFNET13H1268_004865-T1	DBVPG3775_002918-T1
GF00003644	CHIFNET13H1268_004866-T1	DBVPG3775_002919-T1
GF00003645	CHIFNET13H1268_007308-T1	DBVPG3775_005655-T1
GF00003646	CHIFNET13H1268_004867-T1	DBVPG3775_002920-T1
GF00003647	CHIFNET13H1268_004868-T1	DBVPG3775_002921-T1
GF00003648	CHIFNET13H1268_008595-T1	DBVPG3775_002922-T1
GF00003649	CHIFNET13H1268_004871-T1	DBVPG3775_002924-T1
GF00003650	CHIFNET13H1268_004873-T1	DBVPG3775_002926-T1
GF00003651	CHIFNET13H1268_008590-T1	DBVPG3775_002927-T1
GF00003652	CHIFNET13H1268_004875-T1	DBVPG3775_002928-T1
GF00003653	CHIFNET13H1268_008588-T1	DBVPG3775_002929-T1
GF00003654	CHIFNET13H1268_008587-T1	DBVPG3775_002930-T1
GF00003655	CHIFNET13H1268_011693-T1	DBVPG3775_002931-T1
GF00003656	CHIFNET13H1268_004880-T1	DBVPG3775_002933-T1
GF00003657	CHIFNET13H1268_004885-T1	DBVPG3775_002938-T1
GF00003658	CHIFNET13H1268_011686-T1	DBVPG3775_002939-T1
GF00003659	CHIFNET13H1268_004888-T1	DBVPG3775_002940-T1
GF00003660	CHIFNET13H1268_004897-T1	DBVPG3775_002949-T1
GF00003661	CHIFNET13H1268_004898-T1	DBVPG3775_002950-T1
GF00003662	CHIFNET13H1268_004900-T1	DBVPG3775_002952-T1
GF00003663	CHIFNET13H1268_004901-T1	DBVPG3775_002953-T1
GF00003664	CHIFNET13H1268_004902-T1	DBVPG3775_002954-T1
GF00003665	CHIFNET13H1268_012667-T1	DBVPG3775_002955-T1
GF00003666	CHIFNET13H1268_012666-T1	DBVPG3775_002956-T1
GF00003667	CHIFNET13H1268_004905-T1	DBVPG3775_002957-T1
GF00003668	CHIFNET13H1268_004906-T1	DBVPG3775_002958-T1
GF00003669	CHIFNET13H1268_004907-T1	DBVPG3775_002959-T1
GF00003670	CHIFNET13H1268_004908-T1	DBVPG3775_002960-T1
GF00003671	CHIFNET13H1268_004910-T1	DBVPG3775_002962-T1
GF00003672	CHIFNET13H1268_004912-T1	DBVPG3775_002964-T1
GF00003673	CHIFNET13H1268_004915-T1	DBVPG3775_002967-T1
GF00003674	CHIFNET13H1268_004917-T1	DBVPG3775_002969-T1
GF00003675	CHIFNET13H1268_012654-T1	DBVPG3775_002970-T1
GF00003676	CHIFNET13H1268_004919-T1	DBVPG3775_002971-T1
GF00003677	CHIFNET13H1268_012652-T1	DBVPG3775_002972-T1
GF00003678	CHIFNET13H1268_004921-T1	DBVPG3775_002973-T1
GF00003679	CHIFNET13H1268_012650-T1	DBVPG3775_002974-T1
GF00003680	CHIFNET13H1268_006063-T1	DBVPG3775_004608-T1
GF00003681	CHIFNET13H1268_006064-T1	DBVPG3775_004607-T1
GF00003682	CHIFNET13H1268_006065-T1	DBVPG3775_004606-T1
GF00003683	CHIFNET13H1268_004928-T1	DBVPG3775_004605-T1
GF00003684	CHIFNET13H1268_006067-T1	DBVPG3775_004604-T1
GF00003685	CHIFNET13H1268_004932-T1	DBVPG3775_004601-T1
GF00003686	CHIFNET13H1268_006071-T1	DBVPG3775_004600-T1
GF00003687	CHIFNET13H1268_004935-T1	DBVPG3775_004598-T1
GF00003688	CHIFNET13H1268_004937-T1	DBVPG3775_004596-T1
GF00003689	CHIFNET13H1268_006077-T1	DBVPG3775_004595-T1
GF00003690	CHIFNET13H1268_006078-T1	DBVPG3775_004594-T1
GF00003691	CHIFNET13H1268_004942-T1	DBVPG3775_007540-T1
GF00003692	CHIFNET13H1268_006082-T1	DBVPG3775_007541-T1
GF00003693	CHIFNET13H1268_006083-T1	DBVPG3775_007542-T1
GF00003694	CHIFNET13H1268_014916-T1	DBVPG3775_007552-T1
GF00003695	CHIFNET13H1268_004948-T1	DBVPG3775_007553-T1
GF00003696	CHIFNET13H1268_004954-T1	DBVPG3775_007521-T1
GF00003697	CHIFNET13H1268_004957-T1	DBVPG3775_007490-T1
GF00003698	CHIFNET13H1268_004960-T1	DBVPG3775_007487-T1
GF00003699	CHIFNET13H1268_004961-T1	DBVPG3775_007486-T1
GF00003700	CHIFNET13H1268_008462-T1	DBVPG3775_007485-T1
GF00003701	CHIFNET13H1268_004963-T1	DBVPG3775_007484-T1
GF00003702	CHIFNET13H1268_008459-T1	DBVPG3775_007482-T1
GF00003703	CHIFNET13H1268_008457-T1	DBVPG3775_007480-T1
GF00003704	CHIFNET13H1268_004967-T1	DBVPG3775_007479-T1
GF00003705	CHIFNET13H1268_004968-T1	DBVPG3775_006595-T1
GF00003706	CHIFNET13H1268_004969-T1	DBVPG3775_006596-T1
GF00003707	CHIFNET13H1268_004970-T1	DBVPG3775_006597-T1
GF00003708	CHIFNET13H1268_004971-T1	DBVPG3775_006598-T1
GF00003709	CHIFNET13H1268_004972-T1	DBVPG3775_006599-T1
GF00003710	CHIFNET13H1268_008449-T1	DBVPG3775_006602-T1
GF00003711	CHIFNET13H1268_004975-T1	DBVPG3775_006603-T1
GF00003712	CHIFNET13H1268_004977-T1	DBVPG3775_006606-T1
GF00003713	CHIFNET13H1268_004978-T1	DBVPG3775_006607-T1
GF00003714	CHIFNET13H1268_008443-T1	DBVPG3775_006608-T1
GF00003715	CHIFNET13H1268_008442-T1	DBVPG3775_006609-T1
GF00003716	CHIFNET13H1268_008439-T1	DBVPG3775_006612-T1
GF00003717	CHIFNET13H1268_004984-T1	DBVPG3775_006613-T1
GF00003718	CHIFNET13H1268_008437-T1	DBVPG3775_006614-T1
GF00003719	CHIFNET13H1268_008436-T1	DBVPG3775_006615-T1
GF00003720	CHIFNET13H1268_008435-T1	DBVPG3775_006616-T1
GF00003721	CHIFNET13H1268_004991-T1	DBVPG3775_006620-T1
GF00003722	CHIFNET13H1268_004992-T1	DBVPG3775_006621-T1
GF00003723	CHIFNET13H1268_004993-T1	DBVPG3775_006622-T1
GF00003724	CHIFNET13H1268_008428-T1	DBVPG3775_006623-T1
GF00003725	CHIFNET13H1268_004997-T1	DBVPG3775_006627-T1
GF00003726	CHIFNET13H1268_008424-T1	DBVPG3775_006628-T1
GF00003727	CHIFNET13H1268_004999-T1	DBVPG3775_006630-T1
GF00003728	CHIFNET13H1268_005000-T1	DBVPG3775_006631-T1
GF00003729	CHIFNET13H1268_008420-T1	DBVPG3775_006632-T1
GF00003730	CHIFNET13H1268_005002-T1	DBVPG3775_006633-T1
GF00003731	CHIFNET13H1268_008418-T1	DBVPG3775_006634-T1
GF00003732	CHIFNET13H1268_005004-T1	DBVPG3775_006635-T1
GF00003733	CHIFNET13H1268_005005-T1	DBVPG3775_006636-T1
GF00003734	CHIFNET13H1268_008415-T1	DBVPG3775_006637-T1
GF00003735	CHIFNET13H1268_008414-T1	DBVPG3775_006638-T1
GF00003736	CHIFNET13H1268_008413-T1	DBVPG3775_006639-T1
GF00003737	CHIFNET13H1268_008412-T1	DBVPG3775_006640-T1
GF00003738	CHIFNET13H1268_005010-T1	DBVPG3775_006641-T1
GF00003739	CHIFNET13H1268_005015-T1	DBVPG3775_000586-T1
GF00003740	CHIFNET13H1268_005016-T1	DBVPG3775_000587-T1
GF00003741	CHIFNET13H1268_005019-T1	DBVPG3775_000590-T1
GF00003742	CHIFNET13H1268_008827-T1	DBVPG3775_000593-T1
GF00003743	CHIFNET13H1268_008825-T1	DBVPG3775_000595-T1
GF00003744	CHIFNET13H1268_005027-T1	DBVPG3775_000598-T1
GF00003745	CHIFNET13H1268_008821-T1	DBVPG3775_000600-T1
GF00003746	CHIFNET13H1268_005033-T1	DBVPG3775_000607-T1
GF00003747	CHIFNET13H1268_008814-T1	DBVPG3775_000610-T1
GF00003748	CHIFNET13H1268_005037-T1	DBVPG3775_000611-T1
GF00003749	CHIFNET13H1268_005038-T1	DBVPG3775_000612-T1
GF00003750	CHIFNET13H1268_005716-T1	DBVPG3775_000617-T1
GF00003751	CHIFNET13H1268_005044-T1	DBVPG3775_000618-T1
GF00003752	CHIFNET13H1268_005052-T1	DBVPG3775_000625-T1
GF00003753	CHIFNET13H1268_005053-T1	DBVPG3775_000626-T1
GF00003754	CHIFNET13H1268_005055-T1	DBVPG3775_000628-T1
GF00003755	CHIFNET13H1268_005728-T1	DBVPG3775_000630-T1
GF00003756	CHIFNET13H1268_005059-T1	DBVPG3775_000631-T1
GF00003757	CHIFNET13H1268_005065-T1	DBVPG3775_000637-T1
GF00003758	CHIFNET13H1268_005736-T1	DBVPG3775_000638-T1
GF00003759	CHIFNET13H1268_005737-T1	DBVPG3775_000640-T1
GF00003760	CHIFNET13H1268_005738-T1	DBVPG3775_000641-T1
GF00003761	CHIFNET13H1268_005070-T1	DBVPG3775_000642-T1
GF00003762	CHIFNET13H1268_005740-T1	DBVPG3775_000643-T1
GF00003763	CHIFNET13H1268_005073-T1	DBVPG3775_000645-T1
GF00003764	CHIFNET13H1268_005076-T1	DBVPG3775_000648-T1
GF00003765	CHIFNET13H1268_005078-T1	DBVPG3775_000650-T1
GF00003766	CHIFNET13H1268_005079-T1	DBVPG3775_000651-T1
GF00003767	CHIFNET13H1268_005080-T1	DBVPG3775_000652-T1
GF00003768	CHIFNET13H1268_005751-T1	DBVPG3775_000654-T1
GF00003769	CHIFNET13H1268_005754-T1	DBVPG3775_000657-T1
GF00003770	CHIFNET13H1268_005755-T1	DBVPG3775_000658-T1
GF00003771	CHIFNET13H1268_005757-T1	DBVPG3775_000660-T1
GF00003772	CHIFNET13H1268_005090-T1	DBVPG3775_000662-T1
GF00003773	CHIFNET13H1268_005760-T1	DBVPG3775_000663-T1
GF00003774	CHIFNET13H1268_005762-T1	DBVPG3775_000665-T1
GF00003775	CHIFNET13H1268_005094-T1	DBVPG3775_000666-T1
GF00003776	CHIFNET13H1268_005095-T1	DBVPG3775_000667-T1
GF00003777	CHIFNET13H1268_005097-T1	DBVPG3775_000669-T1
GF00003778	CHIFNET13H1268_005767-T1	DBVPG3775_000670-T1
GF00003779	CHIFNET13H1268_005768-T1	DBVPG3775_000671-T1
GF00003780	CHIFNET13H1268_005769-T1	DBVPG3775_000672-T1
GF00003781	CHIFNET13H1268_005102-T1	DBVPG3775_000673-T1
GF00003782	CHIFNET13H1268_005771-T1	DBVPG3775_000674-T1
GF00003783	CHIFNET13H1268_005776-T1	DBVPG3775_000678-T1
GF00003784	CHIFNET13H1268_005108-T1	DBVPG3775_000679-T1
GF00003785	CHIFNET13H1268_013971-T1	DBVPG3775_000415-T1
GF00003786	CHIFNET13H1268_005113-T1	DBVPG3775_000413-T1
GF00003787	CHIFNET13H1268_005114-T1	DBVPG3775_000412-T1
GF00003788	CHIFNET13H1268_013976-T1	DBVPG3775_000410-T1
GF00003789	CHIFNET13H1268_005117-T1	DBVPG3775_000409-T1
GF00003790	CHIFNET13H1268_012191-T1	DBVPG3775_000407-T1
GF00003791	CHIFNET13H1268_005121-T1	DBVPG3775_000405-T1
GF00003792	CHIFNET13H1268_005122-T1	DBVPG3775_000404-T1
GF00003793	CHIFNET13H1268_012187-T1	DBVPG3775_000403-T1
GF00003794	CHIFNET13H1268_012186-T1	DBVPG3775_000402-T1
GF00003795	CHIFNET13H1268_005125-T1	DBVPG3775_000401-T1
GF00003796	CHIFNET13H1268_005130-T1	DBVPG3775_000396-T1
GF00003797	CHIFNET13H1268_005132-T1	DBVPG3775_000394-T1
GF00003798	CHIFNET13H1268_007089-T1	DBVPG3775_000393-T1
GF00003799	CHIFNET13H1268_005134-T1	DBVPG3775_000392-T1
GF00003800	CHIFNET13H1268_005135-T1	DBVPG3775_000391-T1
GF00003801	CHIFNET13H1268_005136-T1	DBVPG3775_000390-T1
GF00003802	CHIFNET13H1268_005137-T1	DBVPG3775_000389-T1
GF00003803	CHIFNET13H1268_005140-T1	DBVPG3775_000386-T1
GF00003804	CHIFNET13H1268_005141-T1	DBVPG3775_000385-T1
GF00003805	CHIFNET13H1268_005143-T1	DBVPG3775_000383-T1
GF00003806	CHIFNET13H1268_005144-T1	DBVPG3775_000382-T1
GF00003807	CHIFNET13H1268_005145-T1	DBVPG3775_000381-T1
GF00003808	CHIFNET13H1268_005146-T1	DBVPG3775_000380-T1
GF00003809	CHIFNET13H1268_005152-T1	DBVPG3775_000373-T1
GF00003810	CHIFNET13H1268_005153-T1	DBVPG3775_000372-T1
GF00003811	CHIFNET13H1268_005154-T1	DBVPG3775_000370-T1
GF00003812	CHIFNET13H1268_007108-T1	DBVPG3775_000367-T1
GF00003813	CHIFNET13H1268_005158-T1	DBVPG3775_000366-T1
GF00003814	CHIFNET13H1268_005159-T1	DBVPG3775_000365-T1
GF00003815	CHIFNET13H1268_005160-T1	DBVPG3775_000364-T1
GF00003816	CHIFNET13H1268_012169-T1	DBVPG3775_000363-T1
GF00003817	CHIFNET13H1268_005162-T1	DBVPG3775_000362-T1
GF00003818	CHIFNET13H1268_005166-T1	DBVPG3775_000359-T1
GF00003819	CHIFNET13H1268_005167-T1	DBVPG3775_000358-T1
GF00003820	CHIFNET13H1268_012176-T1	DBVPG3775_000356-T1
GF00003821	CHIFNET13H1268_012177-T1	DBVPG3775_000355-T1
GF00003822	CHIFNET13H1268_005172-T1	DBVPG3775_000353-T1
GF00003823	CHIFNET13H1268_005173-T1	DBVPG3775_000352-T1
GF00003824	CHIFNET13H1268_007084-T1	DBVPG3775_000349-T1
GF00003825	CHIFNET13H1268_007083-T1	DBVPG3775_000348-T1
GF00003826	CHIFNET13H1268_005178-T1	DBVPG3775_000347-T1
GF00003827	CHIFNET13H1268_005183-T1	DBVPG3775_000342-T1
GF00003828	CHIFNET13H1268_005184-T1	DBVPG3775_000341-T1
GF00003829	CHIFNET13H1268_005185-T1	DBVPG3775_000340-T1
GF00003830	CHIFNET13H1268_005414-T1	DBVPG3775_002539-T1
GF00003831	CHIFNET13H1268_005415-T1	DBVPG3775_002538-T1
GF00003832	CHIFNET13H1268_013063-T1	DBVPG3775_002537-T1
GF00003833	CHIFNET13H1268_005417-T1	DBVPG3775_002536-T1
GF00003834	CHIFNET13H1268_005418-T1	DBVPG3775_002535-T1
GF00003835	CHIFNET13H1268_005419-T1	DBVPG3775_002534-T1
GF00003836	CHIFNET13H1268_005423-T1	DBVPG3775_002531-T1
GF00003837	CHIFNET13H1268_005425-T1	DBVPG3775_002529-T1
GF00003838	CHIFNET13H1268_005426-T1	DBVPG3775_002528-T1
GF00003839	CHIFNET13H1268_005427-T1	DBVPG3775_002527-T1
GF00003840	CHIFNET13H1268_013050-T1	DBVPG3775_002525-T1
GF00003841	CHIFNET13H1268_005431-T1	DBVPG3775_002523-T1
GF00003842	CHIFNET13H1268_013045-T1	DBVPG3775_002520-T1
GF00003843	CHIFNET13H1268_005435-T1	DBVPG3775_002519-T1
GF00003844	CHIFNET13H1268_005437-T1	DBVPG3775_003442-T1
GF00003845	CHIFNET13H1268_007227-T1	DBVPG3775_003445-T1
GF00003846	CHIFNET13H1268_005445-T1	DBVPG3775_003467-T1
GF00003847	CHIFNET13H1268_007249-T1	DBVPG3775_003468-T1
GF00003848	CHIFNET13H1268_007250-T1	DBVPG3775_003469-T1
GF00003849	CHIFNET13H1268_007253-T1	DBVPG3775_003472-T1
GF00003850	CHIFNET13H1268_005452-T1	DBVPG3775_003473-T1
GF00003851	CHIFNET13H1268_005453-T1	DBVPG3775_003474-T1
GF00003852	CHIFNET13H1268_007256-T1	DBVPG3775_003475-T1
GF00003853	CHIFNET13H1268_005455-T1	DBVPG3775_003476-T1
GF00003854	CHIFNET13H1268_007258-T1	DBVPG3775_003477-T1
GF00003855	CHIFNET13H1268_005457-T1	DBVPG3775_003478-T1
GF00003856	CHIFNET13H1268_005459-T1	DBVPG3775_003480-T1
GF00003857	CHIFNET13H1268_005461-T1	DBVPG3775_003482-T1
GF00003858	CHIFNET13H1268_005462-T1	DBVPG3775_003483-T1
GF00003859	CHIFNET13H1268_005464-T1	DBVPG3775_003485-T1
GF00003860	CHIFNET13H1268_010101-T1	DBVPG3775_003486-T1
GF00003861	CHIFNET13H1268_010099-T1	DBVPG3775_003488-T1
GF00003862	CHIFNET13H1268_005469-T1	DBVPG3775_003490-T1
GF00003863	CHIFNET13H1268_010095-T1	DBVPG3775_003492-T1
GF00003864	CHIFNET13H1268_005472-T1	DBVPG3775_003493-T1
GF00003865	CHIFNET13H1268_005473-T1	DBVPG3775_003494-T1
GF00003866	CHIFNET13H1268_005474-T1	DBVPG3775_003495-T1
GF00003867	CHIFNET13H1268_005477-T1	DBVPG3775_003498-T1
GF00003868	CHIFNET13H1268_005478-T1	DBVPG3775_003499-T1
GF00003869	CHIFNET13H1268_005479-T1	DBVPG3775_003500-T1
GF00003870	CHIFNET13H1268_010084-T1	DBVPG3775_003504-T1
GF00003871	CHIFNET13H1268_005483-T1	DBVPG3775_003505-T1
GF00003872	CHIFNET13H1268_010082-T1	DBVPG3775_003506-T1
GF00003873	CHIFNET13H1268_005485-T1	DBVPG3775_003507-T1
GF00003874	CHIFNET13H1268_010080-T1	DBVPG3775_003508-T1
GF00003875	CHIFNET13H1268_010079-T1	DBVPG3775_003509-T1
GF00003876	CHIFNET13H1268_005489-T1	DBVPG3775_003511-T1
GF00003877	CHIFNET13H1268_005491-T1	DBVPG3775_003513-T1
GF00003878	CHIFNET13H1268_010072-T1	DBVPG3775_003515-T1
GF00003879	CHIFNET13H1268_010071-T1	DBVPG3775_003516-T1
GF00003880	CHIFNET13H1268_010070-T1	DBVPG3775_003517-T1
GF00003881	CHIFNET13H1268_010069-T1	DBVPG3775_003518-T1
GF00003882	CHIFNET13H1268_010068-T1	DBVPG3775_003519-T1
GF00003883	CHIFNET13H1268_005499-T1	DBVPG3775_003521-T1
GF00003884	CHIFNET13H1268_010065-T1	DBVPG3775_003522-T1
GF00003885	CHIFNET13H1268_005503-T1	DBVPG3775_003525-T1
GF00003886	CHIFNET13H1268_011073-T1	DBVPG3775_004106-T1
GF00003887	CHIFNET13H1268_005507-T1	DBVPG3775_004105-T1
GF00003888	CHIFNET13H1268_005508-T1	DBVPG3775_004104-T1
GF00003889	CHIFNET13H1268_012877-T1	DBVPG3775_004102-T1
GF00003890	CHIFNET13H1268_005511-T1	DBVPG3775_004101-T1
GF00003891	CHIFNET13H1268_012875-T1	DBVPG3775_004100-T1
GF00003892	CHIFNET13H1268_005513-T1	DBVPG3775_004099-T1
GF00003893	CHIFNET13H1268_005514-T1	DBVPG3775_004098-T1
GF00003894	CHIFNET13H1268_012871-T1	DBVPG3775_004096-T1
GF00003895	CHIFNET13H1268_012870-T1	DBVPG3775_004095-T1
GF00003896	CHIFNET13H1268_012869-T1	DBVPG3775_004094-T1
GF00003897	CHIFNET13H1268_012868-T1	DBVPG3775_004093-T1
GF00003898	CHIFNET13H1268_012867-T1	DBVPG3775_004092-T1
GF00003899	CHIFNET13H1268_005521-T1	DBVPG3775_004091-T1
GF00003900	CHIFNET13H1268_012865-T1	DBVPG3775_004090-T1
GF00003901	CHIFNET13H1268_012863-T1	DBVPG3775_004088-T1
GF00003902	CHIFNET13H1268_012862-T1	DBVPG3775_004087-T1
GF00003903	CHIFNET13H1268_005526-T1	DBVPG3775_004086-T1
GF00003904	CHIFNET13H1268_012859-T1	DBVPG3775_004084-T1
GF00003905	CHIFNET13H1268_005529-T1	DBVPG3775_004083-T1
GF00003906	CHIFNET13H1268_012857-T1	DBVPG3775_004082-T1
GF00003907	CHIFNET13H1268_005531-T1	DBVPG3775_004081-T1
GF00003908	CHIFNET13H1268_005535-T1	DBVPG3775_004078-T1
GF00003909	CHIFNET13H1268_005536-T1	DBVPG3775_004077-T1
GF00003910	CHIFNET13H1268_005537-T1	DBVPG3775_004076-T1
GF00003911	CHIFNET13H1268_010471-T1	DBVPG3775_004075-T1
GF00003912	CHIFNET13H1268_005542-T1	DBVPG3775_004071-T1
GF00003913	CHIFNET13H1268_005543-T1	DBVPG3775_004070-T1
GF00003914	CHIFNET13H1268_005544-T1	DBVPG3775_004069-T1
GF00003915	CHIFNET13H1268_005545-T1	DBVPG3775_004068-T1
GF00003916	CHIFNET13H1268_010478-T1	DBVPG3775_004067-T1
GF00003917	CHIFNET13H1268_010479-T1	DBVPG3775_004066-T1
GF00003918	CHIFNET13H1268_010480-T1	DBVPG3775_004065-T1
GF00003919	CHIFNET13H1268_005549-T1	DBVPG3775_004064-T1
GF00003920	CHIFNET13H1268_005550-T1	DBVPG3775_004063-T1
GF00003921	CHIFNET13H1268_005551-T1	DBVPG3775_004062-T1
GF00003922	CHIFNET13H1268_010486-T1	DBVPG3775_004059-T1
GF00003923	CHIFNET13H1268_010487-T1	DBVPG3775_004058-T1
