	Rhodotorula_mucilaginosa_TFCN_17-333P-6.cds.fa
GF00002942	TFCN17333P6_002556-T1, TFCN17333P6_003669-T1
GF00002943	TFCN17333P6_011477-T1, TFCN17333P6_002291-T1
GF00002944	TFCN17333P6_011795-T1, TFCN17333P6_012967-T1
GF00002945	TFCN17333P6_007528-T1, TFCN17333P6_004586-T1
GF00002946	TFCN17333P6_001578-T1, TFCN17333P6_013442-T1
GF00002947	TFCN17333P6_006110-T1, TFCN17333P6_011211-T1
GF00002948	TFCN17333P6_008332-T1, TFCN17333P6_011280-T1
GF00002949	TFCN17333P6_008370-T1, TFCN17333P6_001929-T1
GF00002950	TFCN17333P6_011017-T1, TFCN17333P6_011133-T1
GF00002951	TFCN17333P6_000848-T1, TFCN17333P6_014057-T1
GF00002952	TFCN17333P6_008053-T1, TFCN17333P6_011293-T1
GF00002953	TFCN17333P6_009324-T1, TFCN17333P6_003396-T1
GF00002954	TFCN17333P6_010890-T1, TFCN17333P6_000193-T1
GF00002955	TFCN17333P6_003724-T1, TFCN17333P6_009612-T1
GF00002956	TFCN17333P6_001621-T1, TFCN17333P6_014585-T1
GF00002957	TFCN17333P6_007807-T1, TFCN17333P6_003688-T1
GF00002958	TFCN17333P6_001141-T1, TFCN17333P6_006690-T1
GF00002959	TFCN17333P6_007957-T1, TFCN17333P6_000488-T1
GF00002960	TFCN17333P6_005116-T1, TFCN17333P6_010760-T1
GF00002961	TFCN17333P6_007969-T1, TFCN17333P6_000476-T1
GF00002962	TFCN17333P6_013679-T1, TFCN17333P6_006078-T1
GF00002963	TFCN17333P6_002712-T1, TFCN17333P6_001293-T1
GF00002964	TFCN17333P6_002277-T1, TFCN17333P6_011463-T1
GF00002965	TFCN17333P6_014605-T1, TFCN17333P6_003301-T1
GF00002966	TFCN17333P6_003773-T1, TFCN17333P6_010937-T1
GF00002967	TFCN17333P6_006784-T1, TFCN17333P6_001413-T1
GF00002968	TFCN17333P6_010944-T1, TFCN17333P6_003766-T1
GF00002969	TFCN17333P6_010817-T1, TFCN17333P6_001856-T1
GF00002970	TFCN17333P6_006403-T1, TFCN17333P6_002199-T1
GF00002971	TFCN17333P6_009689-T1, TFCN17333P6_013049-T1
GF00002972	TFCN17333P6_011459-T1, TFCN17333P6_002272-T1
GF00002973	TFCN17333P6_008388-T1, TFCN17333P6_001946-T1
GF00002974	TFCN17333P6_007791-T1, TFCN17333P6_011140-T1
GF00002975	TFCN17333P6_012143-T1, TFCN17333P6_014278-T1
GF00002976	TFCN17333P6_011661-T1, TFCN17333P6_010047-T1
GF00002977	TFCN17333P6_006928-T1, TFCN17333P6_004413-T1
GF00002978	TFCN17333P6_003828-T1, TFCN17333P6_009331-T1
GF00002979	TFCN17333P6_003537-T1, TFCN17333P6_008114-T1
GF00002980	TFCN17333P6_006235-T1, TFCN17333P6_006165-T1
GF00002981	TFCN17333P6_011713-T1, TFCN17333P6_009236-T1
GF00002982	TFCN17333P6_010477-T1, TFCN17333P6_014106-T1
GF00002983	TFCN17333P6_003295-T1, TFCN17333P6_007730-T1
GF00002984	TFCN17333P6_008978-T1, TFCN17333P6_014467-T1
GF00002985	TFCN17333P6_002475-T1, TFCN17333P6_003244-T1
GF00002986	TFCN17333P6_001067-T1, TFCN17333P6_004994-T1
GF00002987	TFCN17333P6_008213-T1, TFCN17333P6_001670-T1
GF00002988	TFCN17333P6_001459-T1, TFCN17333P6_006743-T1
GF00002989	TFCN17333P6_007848-T1, TFCN17333P6_014342-T1
GF00002990	TFCN17333P6_000937-T1, TFCN17333P6_005033-T1
GF00002991	TFCN17333P6_003793-T1, TFCN17333P6_009384-T1
GF00002992	TFCN17333P6_007962-T1, TFCN17333P6_000483-T1
GF00002993	TFCN17333P6_003613-T1, TFCN17333P6_002608-T1
GF00002994	TFCN17333P6_008533-T1, TFCN17333P6_008961-T1
GF00002995	TFCN17333P6_005147-T1, TFCN17333P6_011576-T1
GF00002996	TFCN17333P6_000929-T1, TFCN17333P6_005026-T1
GF00002997	TFCN17333P6_005113-T1, TFCN17333P6_010764-T1
GF00002998	TFCN17333P6_008048-T1, TFCN17333P6_011299-T1
GF00002999	TFCN17333P6_014139-T1, TFCN17333P6_004525-T1
GF00003000	TFCN17333P6_002200-T1, TFCN17333P6_006404-T1
GF00003001	TFCN17333P6_011931-T1, TFCN17333P6_007124-T1
GF00003002	TFCN17333P6_012075-T1, TFCN17333P6_006560-T1
GF00003003	TFCN17333P6_007906-T1, TFCN17333P6_007506-T1
GF00003004	TFCN17333P6_008831-T1, TFCN17333P6_010844-T1
GF00003005	TFCN17333P6_006064-T1, TFCN17333P6_014406-T1
GF00003006	TFCN17333P6_011810-T1, TFCN17333P6_012951-T1
GF00003007	TFCN17333P6_005665-T1, TFCN17333P6_000779-T1
GF00003008	TFCN17333P6_005757-T1, TFCN17333P6_010575-T1
GF00003009	TFCN17333P6_004886-T1, TFCN17333P6_004865-T1
GF00003010	TFCN17333P6_003543-T1, TFCN17333P6_014770-T1
GF00003011	TFCN17333P6_008086-T1, TFCN17333P6_010187-T1
GF00003012	TFCN17333P6_004750-T1, TFCN17333P6_010357-T1
GF00003013	TFCN17333P6_010704-T1, TFCN17333P6_012906-T1
GF00003014	TFCN17333P6_000164-T1, TFCN17333P6_010915-T1
GF00003015	TFCN17333P6_000644-T1, TFCN17333P6_011530-T1
GF00003016	TFCN17333P6_003510-T1, TFCN17333P6_008139-T1
GF00003017	TFCN17333P6_006319-T1, TFCN17333P6_002113-T1
GF00003018	TFCN17333P6_001314-T1, TFCN17333P6_002691-T1
GF00003019	TFCN17333P6_000339-T1, TFCN17333P6_012755-T1
GF00003020	TFCN17333P6_009417-T1, TFCN17333P6_003866-T1
GF00003021	TFCN17333P6_006491-T1, TFCN17333P6_012297-T1
GF00003022	TFCN17333P6_007937-T1, TFCN17333P6_014287-T1
GF00003023	TFCN17333P6_013265-T1, TFCN17333P6_009002-T1
GF00003024	TFCN17333P6_009828-T1, TFCN17333P6_000070-T1
GF00003025	TFCN17333P6_004042-T1, TFCN17333P6_005338-T1
GF00003026	TFCN17333P6_012275-T1, TFCN17333P6_006474-T1
GF00003027	TFCN17333P6_000078-T1, TFCN17333P6_009836-T1
GF00003028	TFCN17333P6_007021-T1, TFCN17333P6_010254-T1
GF00003029	TFCN17333P6_008246-T1, TFCN17333P6_009217-T1
GF00003030	TFCN17333P6_011472-T1, TFCN17333P6_002286-T1
GF00003031	TFCN17333P6_000316-T1, TFCN17333P6_014667-T1
GF00003032	TFCN17333P6_003715-T1, TFCN17333P6_009600-T1
GF00003033	TFCN17333P6_006217-T1, TFCN17333P6_006289-T1
GF00003034	TFCN17333P6_014525-T1, TFCN17333P6_001884-T1
GF00003035	TFCN17333P6_008103-T1, TFCN17333P6_010172-T1
GF00003036	TFCN17333P6_002637-T1, TFCN17333P6_003592-T1
GF00003037	TFCN17333P6_008342-T1, TFCN17333P6_001898-T1
GF00003038	TFCN17333P6_008393-T1, TFCN17333P6_001951-T1
GF00003039	TFCN17333P6_012937-T1, TFCN17333P6_001047-T1
GF00003040	TFCN17333P6_010561-T1, TFCN17333P6_005742-T1
GF00003041	TFCN17333P6_005635-T1, TFCN17333P6_000826-T1
GF00003042	TFCN17333P6_007968-T1, TFCN17333P6_000477-T1
GF00003043	TFCN17333P6_012378-T1, TFCN17333P6_004383-T1
GF00003044	TFCN17333P6_007638-T1, TFCN17333P6_007255-T1
GF00003045	TFCN17333P6_001308-T1, TFCN17333P6_002698-T1
GF00003046	TFCN17333P6_011839-T1, TFCN17333P6_008421-T1
GF00003047	TFCN17333P6_005633-T1, TFCN17333P6_000828-T1
GF00003048	TFCN17333P6_008693-T1, TFCN17333P6_003049-T1
GF00003049	TFCN17333P6_000941-T1, TFCN17333P6_005037-T1
GF00003050	TFCN17333P6_007596-T1, TFCN17333P6_004656-T1
GF00003051	TFCN17333P6_006584-T1, TFCN17333P6_013977-T1
GF00003052	TFCN17333P6_001659-T1, TFCN17333P6_008224-T1
GF00003053	TFCN17333P6_010517-T1, TFCN17333P6_007363-T1
GF00003054	TFCN17333P6_003353-T1, TFCN17333P6_012259-T1
GF00003055	TFCN17333P6_009855-T1, TFCN17333P6_000098-T1
GF00003056	TFCN17333P6_013838-T1, TFCN17333P6_005068-T1
GF00003057	TFCN17333P6_004014-T1, TFCN17333P6_001813-T1
GF00003058	TFCN17333P6_004848-T1, TFCN17333P6_011669-T1
GF00003059	TFCN17333P6_006650-T1, TFCN17333P6_001178-T1
GF00003060	TFCN17333P6_002315-T1, TFCN17333P6_008768-T1
GF00003061	TFCN17333P6_009130-T1, TFCN17333P6_007393-T1
GF00003062	TFCN17333P6_011552-T1, TFCN17333P6_008397-T1
GF00003063	TFCN17333P6_008637-T1, TFCN17333P6_000688-T1
GF00003064	TFCN17333P6_013136-T1, TFCN17333P6_012411-T1
GF00003065	TFCN17333P6_000272-T1, TFCN17333P6_010436-T1
GF00003066	TFCN17333P6_013290-T1, TFCN17333P6_001393-T1
GF00003067	TFCN17333P6_005490-T1, TFCN17333P6_002053-T1
GF00003068	TFCN17333P6_001572-T1, TFCN17333P6_013448-T1
GF00003069	TFCN17333P6_007612-T1, TFCN17333P6_007223-T1
GF00003070	TFCN17333P6_005083-T1, TFCN17333P6_013755-T1
GF00003071	TFCN17333P6_006485-T1, TFCN17333P6_012289-T1
GF00003072	TFCN17333P6_003763-T1, TFCN17333P6_010949-T1
GF00003073	TFCN17333P6_005764-T1, TFCN17333P6_010582-T1
GF00003074	TFCN17333P6_011785-T1, TFCN17333P6_002536-T1
GF00003075	TFCN17333P6_013140-T1, TFCN17333P6_006505-T1
GF00003076	TFCN17333P6_006273-T1, TFCN17333P6_006200-T1
GF00003077	TFCN17333P6_007342-T1, TFCN17333P6_009931-T1
GF00003078	TFCN17333P6_009683-T1, TFCN17333P6_013042-T1
GF00003079	TFCN17333P6_004337-T1, TFCN17333P6_008908-T1
GF00003080	TFCN17333P6_010620-T1, TFCN17333P6_009520-T1
GF00003081	TFCN17333P6_010746-T1, TFCN17333P6_006036-T1
GF00003082	TFCN17333P6_012095-T1, TFCN17333P6_007303-T1
GF00003083	TFCN17333P6_011290-T1, TFCN17333P6_008056-T1
GF00003084	TFCN17333P6_011978-T1, TFCN17333P6_008292-T1
GF00003085	TFCN17333P6_014169-T1, TFCN17333P6_014429-T1
GF00003086	TFCN17333P6_013000-T1, TFCN17333P6_014596-T1
GF00003087	TFCN17333P6_009936-T1, TFCN17333P6_007337-T1
GF00003088	TFCN17333P6_005137-T1, TFCN17333P6_011566-T1
GF00003089	TFCN17333P6_005475-T1, TFCN17333P6_002016-T1
GF00003090	TFCN17333P6_011036-T1, TFCN17333P6_011114-T1
GF00003091	TFCN17333P6_008314-T1, TFCN17333P6_011958-T1
GF00003092	TFCN17333P6_008783-T1, TFCN17333P6_002330-T1
GF00003093	TFCN17333P6_002388-T1, TFCN17333P6_001964-T1
GF00003094	TFCN17333P6_004968-T1, TFCN17333P6_001091-T1
GF00003095	TFCN17333P6_004722-T1, TFCN17333P6_010386-T1
GF00003096	TFCN17333P6_002526-T1, TFCN17333P6_011776-T1
GF00003097	TFCN17333P6_004909-T1, TFCN17333P6_009148-T1
GF00003098	TFCN17333P6_013727-T1, TFCN17333P6_000338-T1
GF00003099	TFCN17333P6_012894-T1, TFCN17333P6_003320-T1
GF00003100	TFCN17333P6_005822-T1, TFCN17333P6_004129-T1
GF00003101	TFCN17333P6_008501-T1, TFCN17333P6_004256-T1
GF00003102	TFCN17333P6_007213-T1, TFCN17333P6_001031-T1
GF00003103	TFCN17333P6_006920-T1, TFCN17333P6_004421-T1
GF00003104	TFCN17333P6_009932-T1, TFCN17333P6_007341-T1
GF00003105	TFCN17333P6_010392-T1, TFCN17333P6_004716-T1
GF00003106	TFCN17333P6_006370-T1, TFCN17333P6_002169-T1
GF00003107	TFCN17333P6_004903-T1, TFCN17333P6_013942-T1
GF00003108	TFCN17333P6_000913-T1, TFCN17333P6_009755-T1
GF00003109	TFCN17333P6_012780-T1, TFCN17333P6_005895-T1
GF00003110	TFCN17333P6_005140-T1, TFCN17333P6_011569-T1
GF00003111	TFCN17333P6_010066-T1, TFCN17333P6_012046-T1
GF00003112	TFCN17333P6_002352-T1, TFCN17333P6_008819-T1
GF00003113	TFCN17333P6_011766-T1, TFCN17333P6_002515-T1
GF00003114	TFCN17333P6_004676-T1, TFCN17333P6_014078-T1
GF00003115	TFCN17333P6_010261-T1, TFCN17333P6_007033-T1
GF00003116	TFCN17333P6_006328-T1, TFCN17333P6_002123-T1
GF00003117	TFCN17333P6_013611-T1, TFCN17333P6_009484-T1
GF00003118	TFCN17333P6_009180-T1, TFCN17333P6_008592-T1
GF00003119	TFCN17333P6_012073-T1, TFCN17333P6_006558-T1
GF00003120	TFCN17333P6_007493-T1, TFCN17333P6_014487-T1
GF00003121	TFCN17333P6_006795-T1, TFCN17333P6_001402-T1
GF00003122	TFCN17333P6_013313-T1, TFCN17333P6_002084-T1
GF00003123	TFCN17333P6_014184-T1, TFCN17333P6_014366-T1
GF00003124	TFCN17333P6_013597-T1, TFCN17333P6_009498-T1
GF00003125	TFCN17333P6_011610-T1, TFCN17333P6_005181-T1
GF00003126	TFCN17333P6_009806-T1, TFCN17333P6_000859-T1
GF00003127	TFCN17333P6_003299-T1, TFCN17333P6_007734-T1
GF00003128	TFCN17333P6_003819-T1, TFCN17333P6_009355-T1
GF00003129	TFCN17333P6_006532-T1, TFCN17333P6_004818-T1
GF00003130	TFCN17333P6_000887-T1, TFCN17333P6_009780-T1
GF00003131	TFCN17333P6_004248-T1, TFCN17333P6_008507-T1
GF00003132	TFCN17333P6_010661-T1, TFCN17333P6_004310-T1
GF00003133	TFCN17333P6_009607-T1, TFCN17333P6_003721-T1
GF00003134	TFCN17333P6_012846-T1, TFCN17333P6_009903-T1
GF00003135	TFCN17333P6_014737-T1, TFCN17333P6_006501-T1
GF00003136	TFCN17333P6_012994-T1, TFCN17333P6_007899-T1
GF00003137	TFCN17333P6_007032-T1, TFCN17333P6_010260-T1
GF00003138	TFCN17333P6_007160-T1, TFCN17333P6_000978-T1
GF00003139	TFCN17333P6_011662-T1, TFCN17333P6_010048-T1
GF00003140	TFCN17333P6_006108-T1, TFCN17333P6_011213-T1
GF00003141	TFCN17333P6_013091-T1, TFCN17333P6_009719-T1
GF00003142	TFCN17333P6_005477-T1, TFCN17333P6_002014-T1
GF00003143	TFCN17333P6_001284-T1, TFCN17333P6_002721-T1
GF00003144	TFCN17333P6_009010-T1, TFCN17333P6_013273-T1
GF00003145	TFCN17333P6_011821-T1, TFCN17333P6_005301-T1
GF00003146	TFCN17333P6_012396-T1, TFCN17333P6_004401-T1
GF00003147	TFCN17333P6_002507-T1, TFCN17333P6_007859-T1
GF00003148	TFCN17333P6_012171-T1, TFCN17333P6_012194-T1
GF00003149	TFCN17333P6_007902-T1, TFCN17333P6_012996-T1
GF00003150	TFCN17333P6_004623-T1, TFCN17333P6_007563-T1
GF00003151	TFCN17333P6_010589-T1, TFCN17333P6_013161-T1
GF00003152	TFCN17333P6_008199-T1, TFCN17333P6_001684-T1
GF00003153	TFCN17333P6_011457-T1, TFCN17333P6_002270-T1
GF00003154	TFCN17333P6_009080-T1, TFCN17333P6_003152-T1
GF00003155	TFCN17333P6_003046-T1, TFCN17333P6_008696-T1
GF00003156	TFCN17333P6_000079-T1, TFCN17333P6_009837-T1
GF00003157	TFCN17333P6_007531-T1, TFCN17333P6_004589-T1
GF00003158	TFCN17333P6_009664-T1, TFCN17333P6_009739-T1
GF00003159	TFCN17333P6_005820-T1, TFCN17333P6_001524-T1
GF00003160	TFCN17333P6_006727-T1, TFCN17333P6_001476-T1
GF00003161	TFCN17333P6_002737-T1, TFCN17333P6_001270-T1
GF00003162	TFCN17333P6_012352-T1, TFCN17333P6_007081-T1
GF00003163	TFCN17333P6_012152-T1, TFCN17333P6_014285-T1
GF00003164	TFCN17333P6_002042-T1, TFCN17333P6_005478-T1
GF00003165	TFCN17333P6_012791-T1, TFCN17333P6_005906-T1
GF00003166	TFCN17333P6_008486-T1, TFCN17333P6_004271-T1
GF00003167	TFCN17333P6_010020-T1, TFCN17333P6_005845-T1
GF00003168	TFCN17333P6_011607-T1, TFCN17333P6_005178-T1
GF00003169	TFCN17333P6_007646-T1, TFCN17333P6_007265-T1
GF00003170	TFCN17333P6_004770-T1, TFCN17333P6_000513-T1
GF00003171	TFCN17333P6_011775-T1, TFCN17333P6_002525-T1
GF00003172	TFCN17333P6_010743-T1, TFCN17333P6_006039-T1
GF00003173	TFCN17333P6_011267-T1, TFCN17333P6_012518-T1
GF00003174	TFCN17333P6_005917-T1, TFCN17333P6_012803-T1
GF00003175	TFCN17333P6_014280-T1, TFCN17333P6_012145-T1
GF00003176	TFCN17333P6_007009-T1, TFCN17333P6_004566-T1
GF00003177	TFCN17333P6_000268-T1, TFCN17333P6_010440-T1
GF00003178	TFCN17333P6_006563-T1, TFCN17333P6_012078-T1
GF00003179	TFCN17333P6_010651-T1, TFCN17333P6_004322-T1
GF00003180	TFCN17333P6_008790-T1, TFCN17333P6_002337-T1
GF00003181	TFCN17333P6_000373-T1, TFCN17333P6_005939-T1
GF00003182	TFCN17333P6_010307-T1, TFCN17333P6_000626-T1
GF00003183	TFCN17333P6_012204-T1, TFCN17333P6_012161-T1
GF00003184	TFCN17333P6_010263-T1, TFCN17333P6_007035-T1
GF00003185	TFCN17333P6_010689-T1, TFCN17333P6_012926-T1
GF00003186	TFCN17333P6_000132-T1, TFCN17333P6_009560-T1
GF00003187	TFCN17333P6_003996-T1, TFCN17333P6_001797-T1
GF00003188	TFCN17333P6_003584-T1, TFCN17333P6_002645-T1
GF00003189	TFCN17333P6_000842-T1, TFCN17333P6_014063-T1
GF00003190	TFCN17333P6_000603-T1, TFCN17333P6_010333-T1
GF00003191	TFCN17333P6_013431-T1, TFCN17333P6_013495-T1
GF00003192	TFCN17333P6_000397-T1, TFCN17333P6_005960-T1
GF00003193	TFCN17333P6_002162-T1, TFCN17333P6_006363-T1
GF00003194	TFCN17333P6_005637-T1, TFCN17333P6_000824-T1
GF00003195	TFCN17333P6_008879-T1, TFCN17333P6_010851-T1
GF00003196	TFCN17333P6_002323-T1, TFCN17333P6_008776-T1
GF00003197	TFCN17333P6_008588-T1, TFCN17333P6_009187-T1
GF00003198	TFCN17333P6_008018-T1, TFCN17333P6_009461-T1
GF00003199	TFCN17333P6_014450-T1, TFCN17333P6_013203-T1
GF00003200	TFCN17333P6_000787-T1, TFCN17333P6_005673-T1
GF00003201	TFCN17333P6_006749-T1, TFCN17333P6_001453-T1
GF00003202	TFCN17333P6_005650-T1, TFCN17333P6_000809-T1
GF00003203	TFCN17333P6_002186-T1, TFCN17333P6_006389-T1
GF00003204	TFCN17333P6_012388-T1, TFCN17333P6_004393-T1
GF00003205	TFCN17333P6_010940-T1, TFCN17333P6_003770-T1
GF00003206	TFCN17333P6_005114-T1, TFCN17333P6_010763-T1
GF00003207	TFCN17333P6_012823-T1, TFCN17333P6_011008-T1
GF00003208	TFCN17333P6_001089-T1, TFCN17333P6_004970-T1
GF00003209	TFCN17333P6_005326-T1, TFCN17333P6_004031-T1
GF00003210	TFCN17333P6_000892-T1, TFCN17333P6_009775-T1
GF00003211	TFCN17333P6_001784-T1, TFCN17333P6_003984-T1
GF00003212	TFCN17333P6_000083-T1, TFCN17333P6_009841-T1
GF00003213	TFCN17333P6_008502-T1, TFCN17333P6_004255-T1
GF00003214	TFCN17333P6_009421-T1, TFCN17333P6_003863-T1
GF00003215	TFCN17333P6_004071-T1, TFCN17333P6_005369-T1
GF00003216	TFCN17333P6_007453-T1, TFCN17333P6_011386-T1
GF00003217	TFCN17333P6_000798-T1, TFCN17333P6_005661-T1
GF00003218	TFCN17333P6_002425-T1, TFCN17333P6_003195-T1
GF00003219	TFCN17333P6_010029-T1, TFCN17333P6_005836-T1
GF00003220	TFCN17333P6_001474-T1, TFCN17333P6_006729-T1
GF00003221	TFCN17333P6_000454-T1, TFCN17333P6_006019-T1
GF00003222	TFCN17333P6_014465-T1, TFCN17333P6_008976-T1
GF00003223	TFCN17333P6_014013-T1, TFCN17333P6_011760-T1
GF00003224	TFCN17333P6_000890-T1, TFCN17333P6_009777-T1
GF00003225	TFCN17333P6_003759-T1, TFCN17333P6_010954-T1
GF00003226	TFCN17333P6_014506-T1, TFCN17333P6_013474-T1
GF00003227	TFCN17333P6_013303-T1, TFCN17333P6_001381-T1
GF00003228	TFCN17333P6_010239-T1, TFCN17333P6_004506-T1
GF00003229	TFCN17333P6_004778-T1, TFCN17333P6_000521-T1
GF00003230	TFCN17333P6_007472-T1, TFCN17333P6_013248-T1
GF00003231	TFCN17333P6_006352-T1, TFCN17333P6_002150-T1
GF00003232	TFCN17333P6_006599-T1, TFCN17333P6_008549-T1
GF00003233	TFCN17333P6_003581-T1, TFCN17333P6_002648-T1
GF00003234	TFCN17333P6_003263-T1, TFCN17333P6_002493-T1
GF00003235	TFCN17333P6_011245-T1, TFCN17333P6_012532-T1
GF00003236	TFCN17333P6_006756-T1, TFCN17333P6_001443-T1
GF00003237	TFCN17333P6_006886-T1, TFCN17333P6_004156-T1
GF00003238	TFCN17333P6_003523-T1, TFCN17333P6_008127-T1
GF00003239	TFCN17333P6_006833-T1, TFCN17333P6_004204-T1
GF00003240	TFCN17333P6_008059-T1, TFCN17333P6_011287-T1
GF00003241	TFCN17333P6_009096-T1, TFCN17333P6_007428-T1
GF00003242	TFCN17333P6_013346-T1, TFCN17333P6_012434-T1
GF00003243	TFCN17333P6_005986-T1, TFCN17333P6_000423-T1
GF00003244	TFCN17333P6_001104-T1, TFCN17333P6_004952-T1
GF00003245	TFCN17333P6_010225-T1, TFCN17333P6_010487-T1
GF00003246	TFCN17333P6_004612-T1, TFCN17333P6_007553-T1
GF00003247	TFCN17333P6_001335-T1, TFCN17333P6_012217-T1
GF00003248	TFCN17333P6_011689-T1, TFCN17333P6_004829-T1
GF00003249	TFCN17333P6_014677-T1, TFCN17333P6_013524-T1
GF00003250	TFCN17333P6_008306-T1, TFCN17333P6_011967-T1
GF00003251	TFCN17333P6_014402-T1, TFCN17333P6_006060-T1
GF00003252	TFCN17333P6_010478-T1, TFCN17333P6_014105-T1
GF00003253	TFCN17333P6_013006-T1, TFCN17333P6_014603-T1
GF00003254	TFCN17333P6_004876-T1, TFCN17333P6_012155-T1
GF00003255	TFCN17333P6_014407-T1, TFCN17333P6_006065-T1
GF00003256	TFCN17333P6_007776-T1, TFCN17333P6_011156-T1
GF00003257	TFCN17333P6_012345-T1, TFCN17333P6_007088-T1
GF00003258	TFCN17333P6_011930-T1, TFCN17333P6_007123-T1
GF00003259	TFCN17333P6_014252-T1, TFCN17333P6_014208-T1
GF00003260	TFCN17333P6_008087-T1, TFCN17333P6_010186-T1
GF00003261	TFCN17333P6_012699-T1, TFCN17333P6_004488-T1
GF00003262	TFCN17333P6_007055-T1, TFCN17333P6_013855-T1
GF00003263	TFCN17333P6_014079-T1, TFCN17333P6_004677-T1
GF00003264	TFCN17333P6_011315-T1, TFCN17333P6_008066-T1
GF00003265	TFCN17333P6_013022-T1, TFCN17333P6_013965-T1
GF00003266	TFCN17333P6_005088-T1, TFCN17333P6_013762-T1
GF00003267	TFCN17333P6_001365-T1, TFCN17333P6_013071-T1
GF00003268	TFCN17333P6_010612-T1, TFCN17333P6_009513-T1
GF00003269	TFCN17333P6_006048-T1, TFCN17333P6_010735-T1
GF00003270	TFCN17333P6_010438-T1, TFCN17333P6_000270-T1
GF00003271	TFCN17333P6_014155-T1, TFCN17333P6_004682-T1
GF00003272	TFCN17333P6_014395-T1, TFCN17333P6_001878-T1
GF00003273	TFCN17333P6_006698-T1, TFCN17333P6_001134-T1
GF00003274	TFCN17333P6_004173-T1, TFCN17333P6_006867-T1
GF00003275	TFCN17333P6_001189-T1, TFCN17333P6_006639-T1
GF00003276	TFCN17333P6_008362-T1, TFCN17333P6_001918-T1
GF00003277	TFCN17333P6_007575-T1, TFCN17333P6_004635-T1
GF00003278	TFCN17333P6_008078-T1, TFCN17333P6_010199-T1
GF00003279	TFCN17333P6_003249-T1, TFCN17333P6_002480-T1
GF00003280	TFCN17333P6_002120-T1, TFCN17333P6_006325-T1
GF00003281	TFCN17333P6_001468-T1, TFCN17333P6_006735-T1
GF00003282	TFCN17333P6_007845-T1, TFCN17333P6_014339-T1
GF00003283	TFCN17333P6_002572-T1, TFCN17333P6_003653-T1
GF00003284	TFCN17333P6_004993-T1, TFCN17333P6_001068-T1
GF00003285	TFCN17333P6_007475-T1, TFCN17333P6_013251-T1
GF00003286	TFCN17333P6_005093-T1, TFCN17333P6_014634-T1
GF00003287	TFCN17333P6_012512-T1, TFCN17333P6_011259-T1
GF00003288	TFCN17333P6_011482-T1, TFCN17333P6_002297-T1
GF00003289	TFCN17333P6_006822-T1, TFCN17333P6_004213-T1
GF00003290	TFCN17333P6_008524-T1, TFCN17333P6_008952-T1
GF00003291	TFCN17333P6_014528-T1, TFCN17333P6_001887-T1
GF00003292	TFCN17333P6_005902-T1, TFCN17333P6_012787-T1
GF00003293	TFCN17333P6_007144-T1, TFCN17333P6_000959-T1
GF00003294	TFCN17333P6_006262-T1, TFCN17333P6_006189-T1
GF00003295	TFCN17333P6_012424-T1, TFCN17333P6_008942-T1
GF00003296	TFCN17333P6_005985-T1, TFCN17333P6_000422-T1
GF00003297	TFCN17333P6_005368-T1, TFCN17333P6_004070-T1
GF00003298	TFCN17333P6_008749-T1, TFCN17333P6_002995-T1
GF00003299	TFCN17333P6_013334-T1, TFCN17333P6_002105-T1
GF00003300	TFCN17333P6_013261-T1, TFCN17333P6_007485-T1
GF00003301	TFCN17333P6_005669-T1, TFCN17333P6_000783-T1
GF00003302	TFCN17333P6_011277-T1, TFCN17333P6_014641-T1
GF00003303	TFCN17333P6_011870-T1, TFCN17333P6_014272-T1
GF00003304	TFCN17333P6_011988-T1, TFCN17333P6_001583-T1
GF00003305	TFCN17333P6_013092-T1, TFCN17333P6_009718-T1
GF00003306	TFCN17333P6_004278-T1, TFCN17333P6_008475-T1
GF00003307	TFCN17333P6_010499-T1, TFCN17333P6_010210-T1
GF00003308	TFCN17333P6_000015-T1, TFCN17333P6_006721-T1
GF00003309	TFCN17333P6_007400-T1, TFCN17333P6_009124-T1
GF00003310	TFCN17333P6_013487-T1, TFCN17333P6_013439-T1
GF00003311	TFCN17333P6_001909-T1, TFCN17333P6_008354-T1
GF00003312	TFCN17333P6_013243-T1, TFCN17333P6_007467-T1
GF00003313	TFCN17333P6_011311-T1, TFCN17333P6_008062-T1
GF00003314	TFCN17333P6_013275-T1, TFCN17333P6_009012-T1
GF00003315	TFCN17333P6_004474-T1, TFCN17333P6_012685-T1
GF00003316	TFCN17333P6_007302-T1, TFCN17333P6_012094-T1
GF00003317	TFCN17333P6_013269-T1, TFCN17333P6_009006-T1
GF00003318	TFCN17333P6_001620-T1, TFCN17333P6_001639-T1
GF00003319	TFCN17333P6_006578-T1, TFCN17333P6_013983-T1
GF00003320	TFCN17333P6_002951-T1, TFCN17333P6_011898-T1
GF00003321	TFCN17333P6_009079-T1, TFCN17333P6_003149-T1
GF00003322	TFCN17333P6_008025-T1, TFCN17333P6_009468-T1
GF00003323	TFCN17333P6_009968-T1, TFCN17333P6_012562-T1
GF00003324	TFCN17333P6_010491-T1, TFCN17333P6_010221-T1
GF00003325	TFCN17333P6_010800-T1, TFCN17333P6_001836-T1
GF00003326	TFCN17333P6_006440-T1, TFCN17333P6_012864-T1
GF00003327	TFCN17333P6_007064-T1, TFCN17333P6_013847-T1
GF00003328	TFCN17333P6_006714-T1, TFCN17333P6_000009-T1
