	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa
GF00003766	CHIFNET14NJ214_000149-T1, CHIFNET14NJ214_014001-T1
GF00003767	CHIFNET14NJ214_003534-T1, CHIFNET14NJ214_008908-T1
GF00003768	CHIFNET14NJ214_004663-T1, CHIFNET14NJ214_003668-T1
GF00003769	CHIFNET14NJ214_004436-T1, CHIFNET14NJ214_004125-T1
GF00003770	CHIFNET14NJ214_013364-T1, CHIFNET14NJ214_010893-T1
GF00003771	CHIFNET14NJ214_009589-T1, CHIFNET14NJ214_011216-T1
GF00003772	CHIFNET14NJ214_010042-T1, CHIFNET14NJ214_006985-T1
GF00003773	CHIFNET14NJ214_015310-T1, CHIFNET14NJ214_011997-T1
GF00003774	CHIFNET14NJ214_006902-T1, CHIFNET14NJ214_004193-T1
GF00003775	CHIFNET14NJ214_015390-T1, CHIFNET14NJ214_015350-T1
GF00003776	CHIFNET14NJ214_000726-T1, CHIFNET14NJ214_007448-T1
GF00003777	CHIFNET14NJ214_004754-T1, CHIFNET14NJ214_006516-T1
GF00003778	CHIFNET14NJ214_000129-T1, CHIFNET14NJ214_001487-T1
GF00003779	CHIFNET14NJ214_005902-T1, CHIFNET14NJ214_014112-T1
GF00003780	CHIFNET14NJ214_008405-T1, CHIFNET14NJ214_014439-T1
GF00003781	CHIFNET14NJ214_007039-T1, CHIFNET14NJ214_011763-T1
GF00003782	CHIFNET14NJ214_003235-T1, CHIFNET14NJ214_000549-T1
GF00003783	CHIFNET14NJ214_004031-T1, CHIFNET14NJ214_004263-T1
GF00003784	CHIFNET14NJ214_013430-T1, CHIFNET14NJ214_004641-T1
GF00003785	CHIFNET14NJ214_013589-T1, CHIFNET14NJ214_000680-T1
GF00003786	CHIFNET14NJ214_006463-T1, CHIFNET14NJ214_013865-T1
GF00003787	CHIFNET14NJ214_009987-T1, CHIFNET14NJ214_010016-T1
GF00003788	CHIFNET14NJ214_009453-T1, CHIFNET14NJ214_003414-T1
GF00003789	CHIFNET14NJ214_003657-T1, CHIFNET14NJ214_003679-T1
GF00003790	CHIFNET14NJ214_012696-T1, CHIFNET14NJ214_005992-T1
GF00003791	CHIFNET14NJ214_001922-T1, CHIFNET14NJ214_015206-T1
GF00003792	CHIFNET14NJ214_008084-T1, CHIFNET14NJ214_013224-T1
GF00003793	CHIFNET14NJ214_014029-T1, CHIFNET14NJ214_004717-T1
GF00003794	CHIFNET14NJ214_005532-T1, CHIFNET14NJ214_012850-T1
GF00003795	CHIFNET14NJ214_004165-T1, CHIFNET14NJ214_003110-T1
GF00003796	CHIFNET14NJ214_015138-T1, CHIFNET14NJ214_004910-T1
GF00003797	CHIFNET14NJ214_005458-T1, CHIFNET14NJ214_009829-T1
GF00003798	CHIFNET14NJ214_011576-T1, CHIFNET14NJ214_010512-T1
GF00003799	CHIFNET14NJ214_000747-T1, CHIFNET14NJ214_012157-T1
GF00003800	CHIFNET14NJ214_002860-T1, CHIFNET14NJ214_009412-T1
GF00003801	CHIFNET14NJ214_012947-T1, CHIFNET14NJ214_004525-T1
GF00003802	CHIFNET14NJ214_006491-T1, CHIFNET14NJ214_002306-T1
GF00003803	CHIFNET14NJ214_013056-T1, CHIFNET14NJ214_008619-T1
GF00003804	CHIFNET14NJ214_014592-T1, CHIFNET14NJ214_007404-T1
GF00003805	CHIFNET14NJ214_013015-T1, CHIFNET14NJ214_011084-T1
GF00003806	CHIFNET14NJ214_002886-T1, CHIFNET14NJ214_000109-T1
GF00003807	CHIFNET14NJ214_007425-T1, CHIFNET14NJ214_013738-T1
GF00003808	CHIFNET14NJ214_004341-T1, CHIFNET14NJ214_005214-T1
GF00003809	CHIFNET14NJ214_005444-T1, CHIFNET14NJ214_001713-T1
GF00003810	CHIFNET14NJ214_003834-T1, CHIFNET14NJ214_001387-T1
GF00003811	CHIFNET14NJ214_006163-T1, CHIFNET14NJ214_006426-T1
GF00003812	CHIFNET14NJ214_014306-T1, CHIFNET14NJ214_014447-T1
GF00003813	CHIFNET14NJ214_005034-T1, CHIFNET14NJ214_005714-T1
GF00003814	CHIFNET14NJ214_014917-T1, CHIFNET14NJ214_014417-T1
GF00003815	CHIFNET14NJ214_004493-T1, CHIFNET14NJ214_004977-T1
GF00003816	CHIFNET14NJ214_002303-T1, CHIFNET14NJ214_006494-T1
GF00003817	CHIFNET14NJ214_008869-T1, CHIFNET14NJ214_007766-T1
GF00003818	CHIFNET14NJ214_008767-T1, CHIFNET14NJ214_000513-T1
GF00003819	CHIFNET14NJ214_006138-T1, CHIFNET14NJ214_002700-T1
GF00003820	CHIFNET14NJ214_009816-T1, CHIFNET14NJ214_008122-T1
GF00003821	CHIFNET14NJ214_007687-T1, CHIFNET14NJ214_013392-T1
GF00003822	CHIFNET14NJ214_013301-T1, CHIFNET14NJ214_007410-T1
GF00003823	CHIFNET14NJ214_005201-T1, CHIFNET14NJ214_005259-T1
GF00003824	CHIFNET14NJ214_002461-T1, CHIFNET14NJ214_004903-T1
GF00003825	CHIFNET14NJ214_013433-T1, CHIFNET14NJ214_004638-T1
GF00003826	CHIFNET14NJ214_012477-T1, CHIFNET14NJ214_014663-T1
GF00003827	CHIFNET14NJ214_013005-T1, CHIFNET14NJ214_007114-T1
GF00003828	CHIFNET14NJ214_006733-T1, CHIFNET14NJ214_012904-T1
GF00003829	CHIFNET14NJ214_000193-T1, CHIFNET14NJ214_014908-T1
GF00003830	CHIFNET14NJ214_000721-T1, CHIFNET14NJ214_008723-T1
GF00003831	CHIFNET14NJ214_012905-T1, CHIFNET14NJ214_006732-T1
GF00003832	CHIFNET14NJ214_007187-T1, CHIFNET14NJ214_012607-T1
GF00003833	CHIFNET14NJ214_011969-T1, CHIFNET14NJ214_005360-T1
GF00003834	CHIFNET14NJ214_013530-T1, CHIFNET14NJ214_002667-T1
GF00003835	CHIFNET14NJ214_007061-T1, CHIFNET14NJ214_010161-T1
GF00003836	CHIFNET14NJ214_001776-T1, CHIFNET14NJ214_002777-T1
GF00003837	CHIFNET14NJ214_014107-T1, CHIFNET14NJ214_005304-T1
GF00003838	CHIFNET14NJ214_002037-T1, CHIFNET14NJ214_004225-T1
GF00003839	CHIFNET14NJ214_007705-T1, CHIFNET14NJ214_012111-T1
GF00003840	CHIFNET14NJ214_010706-T1, CHIFNET14NJ214_006836-T1
GF00003841	CHIFNET14NJ214_007668-T1, CHIFNET14NJ214_002077-T1
GF00003842	CHIFNET14NJ214_007240-T1, CHIFNET14NJ214_009261-T1
GF00003843	CHIFNET14NJ214_012680-T1, CHIFNET14NJ214_006084-T1
GF00003844	CHIFNET14NJ214_006177-T1, CHIFNET14NJ214_002473-T1
GF00003845	CHIFNET14NJ214_010864-T1, CHIFNET14NJ214_003265-T1
GF00003846	CHIFNET14NJ214_012878-T1, CHIFNET14NJ214_000198-T1
GF00003847	CHIFNET14NJ214_006665-T1, CHIFNET14NJ214_001492-T1
GF00003848	CHIFNET14NJ214_013209-T1, CHIFNET14NJ214_012571-T1
GF00003849	CHIFNET14NJ214_010025-T1, CHIFNET14NJ214_006754-T1
GF00003850	CHIFNET14NJ214_001752-T1, CHIFNET14NJ214_006541-T1
GF00003851	CHIFNET14NJ214_004100-T1, CHIFNET14NJ214_000885-T1
GF00003852	CHIFNET14NJ214_002401-T1, CHIFNET14NJ214_008936-T1
GF00003853	CHIFNET14NJ214_013188-T1, CHIFNET14NJ214_014669-T1
GF00003854	CHIFNET14NJ214_002959-T1, CHIFNET14NJ214_000124-T1
GF00003855	CHIFNET14NJ214_013373-T1, CHIFNET14NJ214_015097-T1
GF00003856	CHIFNET14NJ214_004027-T1, CHIFNET14NJ214_004267-T1
GF00003857	CHIFNET14NJ214_000962-T1, CHIFNET14NJ214_013716-T1
GF00003858	CHIFNET14NJ214_002464-T1, CHIFNET14NJ214_006168-T1
GF00003859	CHIFNET14NJ214_005779-T1, CHIFNET14NJ214_011313-T1
GF00003860	CHIFNET14NJ214_013625-T1, CHIFNET14NJ214_008127-T1
GF00003861	CHIFNET14NJ214_010187-T1, CHIFNET14NJ214_001365-T1
GF00003862	CHIFNET14NJ214_000116-T1, CHIFNET14NJ214_013052-T1
GF00003863	CHIFNET14NJ214_014236-T1, CHIFNET14NJ214_002637-T1
GF00003864	CHIFNET14NJ214_002350-T1, CHIFNET14NJ214_012066-T1
GF00003865	CHIFNET14NJ214_014578-T1, CHIFNET14NJ214_002670-T1
GF00003866	CHIFNET14NJ214_010933-T1, CHIFNET14NJ214_008827-T1
GF00003867	CHIFNET14NJ214_010770-T1, CHIFNET14NJ214_006815-T1
GF00003868	CHIFNET14NJ214_006912-T1, CHIFNET14NJ214_004957-T1
GF00003869	CHIFNET14NJ214_000460-T1, CHIFNET14NJ214_008713-T1
GF00003870	CHIFNET14NJ214_014448-T1, CHIFNET14NJ214_014307-T1
GF00003871	CHIFNET14NJ214_014023-T1, CHIFNET14NJ214_014083-T1
GF00003872	CHIFNET14NJ214_002469-T1, CHIFNET14NJ214_006173-T1
GF00003873	CHIFNET14NJ214_014686-T1, CHIFNET14NJ214_013820-T1
GF00003874	CHIFNET14NJ214_009438-T1, CHIFNET14NJ214_002901-T1
GF00003875	CHIFNET14NJ214_013550-T1, CHIFNET14NJ214_011640-T1
GF00003876	CHIFNET14NJ214_000300-T1, CHIFNET14NJ214_012340-T1
GF00003877	CHIFNET14NJ214_012186-T1, CHIFNET14NJ214_012715-T1
GF00003878	CHIFNET14NJ214_011580-T1, CHIFNET14NJ214_005310-T1
GF00003879	CHIFNET14NJ214_010538-T1, CHIFNET14NJ214_013709-T1
GF00003880	CHIFNET14NJ214_006634-T1, CHIFNET14NJ214_011382-T1
GF00003881	CHIFNET14NJ214_012013-T1, CHIFNET14NJ214_011001-T1
GF00003882	CHIFNET14NJ214_008589-T1, CHIFNET14NJ214_000758-T1
GF00003883	CHIFNET14NJ214_003527-T1, CHIFNET14NJ214_008902-T1
GF00003884	CHIFNET14NJ214_004671-T1, CHIFNET14NJ214_007502-T1
GF00003885	CHIFNET14NJ214_012821-T1, CHIFNET14NJ214_003144-T1
GF00003886	CHIFNET14NJ214_010294-T1, CHIFNET14NJ214_015109-T1
GF00003887	CHIFNET14NJ214_010103-T1, CHIFNET14NJ214_014167-T1
GF00003888	CHIFNET14NJ214_001210-T1, CHIFNET14NJ214_013083-T1
GF00003889	CHIFNET14NJ214_010467-T1, CHIFNET14NJ214_013266-T1
GF00003890	CHIFNET14NJ214_006506-T1, CHIFNET14NJ214_014270-T1
GF00003891	CHIFNET14NJ214_007431-T1, CHIFNET14NJ214_013517-T1
GF00003892	CHIFNET14NJ214_002776-T1, CHIFNET14NJ214_001775-T1
GF00003893	CHIFNET14NJ214_012188-T1, CHIFNET14NJ214_012717-T1
GF00003894	CHIFNET14NJ214_000689-T1, CHIFNET14NJ214_008432-T1
GF00003895	CHIFNET14NJ214_011290-T1, CHIFNET14NJ214_005518-T1
GF00003896	CHIFNET14NJ214_012567-T1, CHIFNET14NJ214_014189-T1
GF00003897	CHIFNET14NJ214_012712-T1, CHIFNET14NJ214_012864-T1
GF00003898	CHIFNET14NJ214_011512-T1, CHIFNET14NJ214_010855-T1
GF00003899	CHIFNET14NJ214_001212-T1, CHIFNET14NJ214_013085-T1
GF00003900	CHIFNET14NJ214_004858-T1, CHIFNET14NJ214_005329-T1
GF00003901	CHIFNET14NJ214_014252-T1, CHIFNET14NJ214_011812-T1
GF00003902	CHIFNET14NJ214_008531-T1, CHIFNET14NJ214_002149-T1
GF00003903	CHIFNET14NJ214_001197-T1, CHIFNET14NJ214_001170-T1
GF00003904	CHIFNET14NJ214_012483-T1, CHIFNET14NJ214_014105-T1
GF00003905	CHIFNET14NJ214_008720-T1, CHIFNET14NJ214_014245-T1
GF00003906	CHIFNET14NJ214_008152-T1, CHIFNET14NJ214_007481-T1
GF00003907	CHIFNET14NJ214_003682-T1, CHIFNET14NJ214_003654-T1
GF00003908	CHIFNET14NJ214_006953-T1, CHIFNET14NJ214_001349-T1
GF00003909	CHIFNET14NJ214_014907-T1, CHIFNET14NJ214_000192-T1
GF00003910	CHIFNET14NJ214_012253-T1, CHIFNET14NJ214_012690-T1
GF00003911	CHIFNET14NJ214_004480-T1, CHIFNET14NJ214_012615-T1
GF00003912	CHIFNET14NJ214_004969-T1, CHIFNET14NJ214_004502-T1
GF00003913	CHIFNET14NJ214_000444-T1, CHIFNET14NJ214_014115-T1
GF00003914	CHIFNET14NJ214_012377-T1, CHIFNET14NJ214_002761-T1
GF00003915	CHIFNET14NJ214_013356-T1, CHIFNET14NJ214_011630-T1
GF00003916	CHIFNET14NJ214_005248-T1, CHIFNET14NJ214_003312-T1
GF00003917	CHIFNET14NJ214_013253-T1, CHIFNET14NJ214_010787-T1
GF00003918	CHIFNET14NJ214_013883-T1, CHIFNET14NJ214_013167-T1
GF00003919	CHIFNET14NJ214_004999-T1, CHIFNET14NJ214_002329-T1
GF00003920	CHIFNET14NJ214_008357-T1, CHIFNET14NJ214_002528-T1
GF00003921	CHIFNET14NJ214_014952-T1, CHIFNET14NJ214_012562-T1
GF00003922	CHIFNET14NJ214_004489-T1, CHIFNET14NJ214_004981-T1
GF00003923	CHIFNET14NJ214_003089-T1, CHIFNET14NJ214_007873-T1
GF00003924	CHIFNET14NJ214_000973-T1, CHIFNET14NJ214_005133-T1
GF00003925	CHIFNET14NJ214_014885-T1, CHIFNET14NJ214_005939-T1
GF00003926	CHIFNET14NJ214_013487-T1, CHIFNET14NJ214_012920-T1
GF00003927	CHIFNET14NJ214_005934-T1, CHIFNET14NJ214_010004-T1
GF00003928	CHIFNET14NJ214_011303-T1, CHIFNET14NJ214_001084-T1
GF00003929	CHIFNET14NJ214_000825-T1, CHIFNET14NJ214_004289-T1
GF00003930	CHIFNET14NJ214_004841-T1, CHIFNET14NJ214_015300-T1
GF00003931	CHIFNET14NJ214_000008-T1, CHIFNET14NJ214_001977-T1
GF00003932	CHIFNET14NJ214_003350-T1, CHIFNET14NJ214_001022-T1
GF00003933	CHIFNET14NJ214_007002-T1, CHIFNET14NJ214_005390-T1
GF00003934	CHIFNET14NJ214_010628-T1, CHIFNET14NJ214_010438-T1
GF00003935	CHIFNET14NJ214_011538-T1, CHIFNET14NJ214_008004-T1
GF00003936	CHIFNET14NJ214_013091-T1, CHIFNET14NJ214_012139-T1
GF00003937	CHIFNET14NJ214_006607-T1, CHIFNET14NJ214_010266-T1
GF00003938	CHIFNET14NJ214_003439-T1, CHIFNET14NJ214_010574-T1
GF00003939	CHIFNET14NJ214_009730-T1, CHIFNET14NJ214_007045-T1
GF00003940	CHIFNET14NJ214_012901-T1, CHIFNET14NJ214_012927-T1
GF00003941	CHIFNET14NJ214_009607-T1, CHIFNET14NJ214_013981-T1
GF00003942	CHIFNET14NJ214_002065-T1, CHIFNET14NJ214_003616-T1
GF00003943	CHIFNET14NJ214_003617-T1, CHIFNET14NJ214_002066-T1
GF00003944	CHIFNET14NJ214_010597-T1, CHIFNET14NJ214_011784-T1
GF00003945	CHIFNET14NJ214_009605-T1, CHIFNET14NJ214_005151-T1
GF00003946	CHIFNET14NJ214_013156-T1, CHIFNET14NJ214_008841-T1
GF00003947	CHIFNET14NJ214_010010-T1, CHIFNET14NJ214_009981-T1
GF00003948	CHIFNET14NJ214_010167-T1, CHIFNET14NJ214_006417-T1
GF00003949	CHIFNET14NJ214_010265-T1, CHIFNET14NJ214_006608-T1
GF00003950	CHIFNET14NJ214_008808-T1, CHIFNET14NJ214_012132-T1
GF00003951	CHIFNET14NJ214_008147-T1, CHIFNET14NJ214_007486-T1
GF00003952	CHIFNET14NJ214_013181-T1, CHIFNET14NJ214_003059-T1
GF00003953	CHIFNET14NJ214_007916-T1, CHIFNET14NJ214_007970-T1
GF00003954	CHIFNET14NJ214_009617-T1, CHIFNET14NJ214_005404-T1
GF00003955	CHIFNET14NJ214_009065-T1, CHIFNET14NJ214_005801-T1
GF00003956	CHIFNET14NJ214_010914-T1, CHIFNET14NJ214_015058-T1
GF00003957	CHIFNET14NJ214_013893-T1, CHIFNET14NJ214_010397-T1
GF00003958	CHIFNET14NJ214_013341-T1, CHIFNET14NJ214_011392-T1
GF00003959	CHIFNET14NJ214_011278-T1, CHIFNET14NJ214_009005-T1
GF00003960	CHIFNET14NJ214_005499-T1, CHIFNET14NJ214_007576-T1
GF00003961	CHIFNET14NJ214_002070-T1, CHIFNET14NJ214_014403-T1
GF00003962	CHIFNET14NJ214_008377-T1, CHIFNET14NJ214_000928-T1
GF00003963	CHIFNET14NJ214_001563-T1, CHIFNET14NJ214_008958-T1
GF00003964	CHIFNET14NJ214_014607-T1, CHIFNET14NJ214_006142-T1
GF00003965	CHIFNET14NJ214_013105-T1, CHIFNET14NJ214_001609-T1
GF00003966	CHIFNET14NJ214_004736-T1, CHIFNET14NJ214_006361-T1
GF00003967	CHIFNET14NJ214_001147-T1, CHIFNET14NJ214_006121-T1
GF00003968	CHIFNET14NJ214_011767-T1, CHIFNET14NJ214_007035-T1
GF00003969	CHIFNET14NJ214_001648-T1, CHIFNET14NJ214_009635-T1
GF00003970	CHIFNET14NJ214_012003-T1, CHIFNET14NJ214_010093-T1
GF00003971	CHIFNET14NJ214_008971-T1, CHIFNET14NJ214_008025-T1
GF00003972	CHIFNET14NJ214_011827-T1, CHIFNET14NJ214_001423-T1
GF00003973	CHIFNET14NJ214_000454-T1, CHIFNET14NJ214_012762-T1
GF00003974	CHIFNET14NJ214_008564-T1, CHIFNET14NJ214_007583-T1
GF00003975	CHIFNET14NJ214_013974-T1, CHIFNET14NJ214_004385-T1
GF00003976	CHIFNET14NJ214_009221-T1, CHIFNET14NJ214_002541-T1
GF00003977	CHIFNET14NJ214_008818-T1, CHIFNET14NJ214_008604-T1
GF00003978	CHIFNET14NJ214_014684-T1, CHIFNET14NJ214_013818-T1
GF00003979	CHIFNET14NJ214_000914-T1, CHIFNET14NJ214_011716-T1
GF00003980	CHIFNET14NJ214_011927-T1, CHIFNET14NJ214_010970-T1
GF00003981	CHIFNET14NJ214_003710-T1, CHIFNET14NJ214_003925-T1
GF00003982	CHIFNET14NJ214_000497-T1, CHIFNET14NJ214_002212-T1
GF00003983	CHIFNET14NJ214_004984-T1, CHIFNET14NJ214_004486-T1
GF00003984	CHIFNET14NJ214_002550-T1, CHIFNET14NJ214_010978-T1
GF00003985	CHIFNET14NJ214_011130-T1, CHIFNET14NJ214_013033-T1
GF00003986	CHIFNET14NJ214_006963-T1, CHIFNET14NJ214_007316-T1
GF00003987	CHIFNET14NJ214_004721-T1, CHIFNET14NJ214_006372-T1
GF00003988	CHIFNET14NJ214_007292-T1, CHIFNET14NJ214_014120-T1
GF00003989	CHIFNET14NJ214_006264-T1, CHIFNET14NJ214_003461-T1
GF00003990	CHIFNET14NJ214_000547-T1, CHIFNET14NJ214_003233-T1
GF00003991	CHIFNET14NJ214_005164-T1, CHIFNET14NJ214_000865-T1
GF00003992	CHIFNET14NJ214_014611-T1, CHIFNET14NJ214_012182-T1
GF00003993	CHIFNET14NJ214_002398-T1, CHIFNET14NJ214_005623-T1
GF00003994	CHIFNET14NJ214_007920-T1, CHIFNET14NJ214_007966-T1
GF00003995	CHIFNET14NJ214_003354-T1, CHIFNET14NJ214_001018-T1
GF00003996	CHIFNET14NJ214_009210-T1, CHIFNET14NJ214_012980-T1
GF00003997	CHIFNET14NJ214_006512-T1, CHIFNET14NJ214_004750-T1
GF00003998	CHIFNET14NJ214_012144-T1, CHIFNET14NJ214_011916-T1
GF00003999	CHIFNET14NJ214_006621-T1, CHIFNET14NJ214_003913-T1
GF00004000	CHIFNET14NJ214_011726-T1, CHIFNET14NJ214_001529-T1
GF00004001	CHIFNET14NJ214_007631-T1, CHIFNET14NJ214_007531-T1
GF00004002	CHIFNET14NJ214_011984-T1, CHIFNET14NJ214_007759-T1
GF00004003	CHIFNET14NJ214_002759-T1, CHIFNET14NJ214_012379-T1
GF00004004	CHIFNET14NJ214_013261-T1, CHIFNET14NJ214_009214-T1
GF00004005	CHIFNET14NJ214_004844-T1, CHIFNET14NJ214_005345-T1
GF00004006	CHIFNET14NJ214_003738-T1, CHIFNET14NJ214_005867-T1
GF00004007	CHIFNET14NJ214_004818-T1, CHIFNET14NJ214_011226-T1
GF00004008	CHIFNET14NJ214_006341-T1, CHIFNET14NJ214_008670-T1
GF00004009	CHIFNET14NJ214_010048-T1, CHIFNET14NJ214_006978-T1
GF00004010	CHIFNET14NJ214_003361-T1, CHIFNET14NJ214_001011-T1
GF00004011	CHIFNET14NJ214_010662-T1, CHIFNET14NJ214_003398-T1
GF00004012	CHIFNET14NJ214_009954-T1, CHIFNET14NJ214_009309-T1
GF00004013	CHIFNET14NJ214_008263-T1, CHIFNET14NJ214_006023-T1
GF00004014	CHIFNET14NJ214_011075-T1, CHIFNET14NJ214_014508-T1
GF00004015	CHIFNET14NJ214_009530-T1, CHIFNET14NJ214_009162-T1
GF00004016	CHIFNET14NJ214_009104-T1, CHIFNET14NJ214_009672-T1
GF00004017	CHIFNET14NJ214_011207-T1, CHIFNET14NJ214_013149-T1
GF00004018	CHIFNET14NJ214_001099-T1, CHIFNET14NJ214_011533-T1
GF00004019	CHIFNET14NJ214_002831-T1, CHIFNET14NJ214_013570-T1
GF00004020	CHIFNET14NJ214_001265-T1, CHIFNET14NJ214_001727-T1
GF00004021	CHIFNET14NJ214_014109-T1, CHIFNET14NJ214_005302-T1
GF00004022	CHIFNET14NJ214_004510-T1, CHIFNET14NJ214_007640-T1
GF00004023	CHIFNET14NJ214_003877-T1, CHIFNET14NJ214_003644-T1
GF00004024	CHIFNET14NJ214_000612-T1, CHIFNET14NJ214_014007-T1
GF00004025	CHIFNET14NJ214_004784-T1, CHIFNET14NJ214_001446-T1
GF00004026	CHIFNET14NJ214_013601-T1, CHIFNET14NJ214_001684-T1
GF00004027	CHIFNET14NJ214_001863-T1, CHIFNET14NJ214_007602-T1
GF00004028	CHIFNET14NJ214_010078-T1, CHIFNET14NJ214_013371-T1
GF00004029	CHIFNET14NJ214_002533-T1, CHIFNET14NJ214_008362-T1
GF00004030	CHIFNET14NJ214_004274-T1, CHIFNET14NJ214_000845-T1
GF00004031	CHIFNET14NJ214_005105-T1, CHIFNET14NJ214_001856-T1
GF00004032	CHIFNET14NJ214_001459-T1, CHIFNET14NJ214_004089-T1
GF00004033	CHIFNET14NJ214_011579-T1, CHIFNET14NJ214_005309-T1
GF00004034	CHIFNET14NJ214_007279-T1, CHIFNET14NJ214_000428-T1
GF00004035	CHIFNET14NJ214_008628-T1, CHIFNET14NJ214_014226-T1
GF00004036	CHIFNET14NJ214_008385-T1, CHIFNET14NJ214_000936-T1
GF00004037	CHIFNET14NJ214_002291-T1, CHIFNET14NJ214_003593-T1
GF00004038	CHIFNET14NJ214_002768-T1, CHIFNET14NJ214_001767-T1
GF00004039	CHIFNET14NJ214_005627-T1, CHIFNET14NJ214_001314-T1
GF00004040	CHIFNET14NJ214_015190-T1, CHIFNET14NJ214_008399-T1
GF00004041	CHIFNET14NJ214_013158-T1, CHIFNET14NJ214_008843-T1
GF00004042	CHIFNET14NJ214_003905-T1, CHIFNET14NJ214_006710-T1
GF00004043	CHIFNET14NJ214_009203-T1, CHIFNET14NJ214_005960-T1
GF00004044	CHIFNET14NJ214_006195-T1, CHIFNET14NJ214_002491-T1
GF00004045	CHIFNET14NJ214_001239-T1, CHIFNET14NJ214_009282-T1
GF00004046	CHIFNET14NJ214_003497-T1, CHIFNET14NJ214_010876-T1
GF00004047	CHIFNET14NJ214_001663-T1, CHIFNET14NJ214_010775-T1
GF00004048	CHIFNET14NJ214_010351-T1, CHIFNET14NJ214_001115-T1
GF00004049	CHIFNET14NJ214_007625-T1, CHIFNET14NJ214_007537-T1
GF00004050	CHIFNET14NJ214_001461-T1, CHIFNET14NJ214_004087-T1
GF00004051	CHIFNET14NJ214_000102-T1, CHIFNET14NJ214_002878-T1
GF00004052	CHIFNET14NJ214_002804-T1, CHIFNET14NJ214_012432-T1
GF00004053	CHIFNET14NJ214_006209-T1, CHIFNET14NJ214_000286-T1
GF00004054	CHIFNET14NJ214_001721-T1, CHIFNET14NJ214_001260-T1
GF00004055	CHIFNET14NJ214_005048-T1, CHIFNET14NJ214_008187-T1
GF00004056	CHIFNET14NJ214_006521-T1, CHIFNET14NJ214_002645-T1
GF00004057	CHIFNET14NJ214_001679-T1, CHIFNET14NJ214_013597-T1
GF00004058	CHIFNET14NJ214_009487-T1, CHIFNET14NJ214_009346-T1
GF00004059	CHIFNET14NJ214_006197-T1, CHIFNET14NJ214_002493-T1
GF00004060	CHIFNET14NJ214_002331-T1, CHIFNET14NJ214_005001-T1
GF00004061	CHIFNET14NJ214_002176-T1, CHIFNET14NJ214_012036-T1
GF00004062	CHIFNET14NJ214_014028-T1, CHIFNET14NJ214_004716-T1
GF00004063	CHIFNET14NJ214_001393-T1, CHIFNET14NJ214_003840-T1
GF00004064	CHIFNET14NJ214_004186-T1, CHIFNET14NJ214_006909-T1
GF00004065	CHIFNET14NJ214_008773-T1, CHIFNET14NJ214_000507-T1
GF00004066	CHIFNET14NJ214_003838-T1, CHIFNET14NJ214_001391-T1
GF00004067	CHIFNET14NJ214_014364-T1, CHIFNET14NJ214_015231-T1
GF00004068	CHIFNET14NJ214_013528-T1, CHIFNET14NJ214_002665-T1
GF00004069	CHIFNET14NJ214_004468-T1, CHIFNET14NJ214_009774-T1
GF00004070	CHIFNET14NJ214_005925-T1, CHIFNET14NJ214_009996-T1
GF00004071	CHIFNET14NJ214_006147-T1, CHIFNET14NJ214_006443-T1
GF00004072	CHIFNET14NJ214_009825-T1, CHIFNET14NJ214_006469-T1
GF00004073	CHIFNET14NJ214_006966-T1, CHIFNET14NJ214_007320-T1
GF00004074	CHIFNET14NJ214_002682-T1, CHIFNET14NJ214_008137-T1
GF00004075	CHIFNET14NJ214_006392-T1, CHIFNET14NJ214_002102-T1
GF00004076	CHIFNET14NJ214_002788-T1, CHIFNET14NJ214_003017-T1
GF00004077	CHIFNET14NJ214_012277-T1, CHIFNET14NJ214_007027-T1
GF00004078	CHIFNET14NJ214_009900-T1, CHIFNET14NJ214_000957-T1
GF00004079	CHIFNET14NJ214_001728-T1, CHIFNET14NJ214_001266-T1
GF00004080	CHIFNET14NJ214_008874-T1, CHIFNET14NJ214_007762-T1
GF00004081	CHIFNET14NJ214_000877-T1, CHIFNET14NJ214_004093-T1
GF00004082	CHIFNET14NJ214_009324-T1, CHIFNET14NJ214_002945-T1
GF00004083	CHIFNET14NJ214_003169-T1, CHIFNET14NJ214_007950-T1
GF00004084	CHIFNET14NJ214_011683-T1, CHIFNET14NJ214_002843-T1
GF00004085	CHIFNET14NJ214_004485-T1, CHIFNET14NJ214_015433-T1
GF00004086	CHIFNET14NJ214_014157-T1, CHIFNET14NJ214_002357-T1
GF00004087	CHIFNET14NJ214_008046-T1, CHIFNET14NJ214_000258-T1
GF00004088	CHIFNET14NJ214_001943-T1, CHIFNET14NJ214_011857-T1
GF00004089	CHIFNET14NJ214_009292-T1, CHIFNET14NJ214_006682-T1
GF00004090	CHIFNET14NJ214_010804-T1, CHIFNET14NJ214_000999-T1
GF00004091	CHIFNET14NJ214_000585-T1, CHIFNET14NJ214_002574-T1
GF00004092	CHIFNET14NJ214_001428-T1, CHIFNET14NJ214_004802-T1
GF00004093	CHIFNET14NJ214_004801-T1, CHIFNET14NJ214_001429-T1
GF00004094	CHIFNET14NJ214_004258-T1, CHIFNET14NJ214_003812-T1
GF00004095	CHIFNET14NJ214_000970-T1, CHIFNET14NJ214_005130-T1
GF00004096	CHIFNET14NJ214_002032-T1, CHIFNET14NJ214_004230-T1
GF00004097	CHIFNET14NJ214_013250-T1, CHIFNET14NJ214_010790-T1
