	Rhodotorula_mucilaginosa_TFCN_152A-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00003186	TFCN152A1_004229-T1	DBVPG3775_007405-T1
GF00003187	TFCN152A1_009496-T1	DBVPG3775_007404-T1
GF00003188	TFCN152A1_009494-T1	DBVPG3775_007401-T1
GF00003189	TFCN152A1_004234-T1	DBVPG3775_007399-T1
GF00003190	TFCN152A1_004239-T1	DBVPG3775_004944-T1
GF00003191	TFCN152A1_009510-T1	DBVPG3775_004943-T1
GF00003192	TFCN152A1_004241-T1	DBVPG3775_004942-T1
GF00003193	TFCN152A1_004242-T1	DBVPG3775_004941-T1
GF00003194	TFCN152A1_004244-T1	DBVPG3775_004939-T1
GF00003195	TFCN152A1_009515-T1	DBVPG3775_004938-T1
GF00003196	TFCN152A1_004246-T1	DBVPG3775_004937-T1
GF00003197	TFCN152A1_009517-T1	DBVPG3775_004936-T1
GF00003198	TFCN152A1_004249-T1	DBVPG3775_004933-T1
GF00003199	TFCN152A1_004252-T1	DBVPG3775_004930-T1
GF00003200	TFCN152A1_004253-T1	DBVPG3775_004929-T1
GF00003201	TFCN152A1_009525-T1	DBVPG3775_004928-T1
GF00003202	TFCN152A1_009383-T1	DBVPG3775_004926-T1
GF00003203	TFCN152A1_004257-T1	DBVPG3775_004925-T1
GF00003204	TFCN152A1_004258-T1	DBVPG3775_004924-T1
GF00003205	TFCN152A1_004260-T1	DBVPG3775_004920-T1
GF00003206	TFCN152A1_009389-T1	DBVPG3775_004919-T1
GF00003207	TFCN152A1_004262-T1	DBVPG3775_004918-T1
GF00003208	TFCN152A1_009391-T1	DBVPG3775_004917-T1
GF00003209	TFCN152A1_004267-T1	DBVPG3775_004912-T1
GF00003210	TFCN152A1_009396-T1	DBVPG3775_004911-T1
GF00003211	TFCN152A1_004269-T1	DBVPG3775_004910-T1
GF00003212	TFCN152A1_004270-T1	DBVPG3775_004909-T1
GF00003213	TFCN152A1_009399-T1	DBVPG3775_004908-T1
GF00003214	TFCN152A1_004272-T1	DBVPG3775_004907-T1
GF00003215	TFCN152A1_009401-T1	DBVPG3775_004906-T1
GF00003216	TFCN152A1_004274-T1	DBVPG3775_004905-T1
GF00003217	TFCN152A1_009406-T1	DBVPG3775_004900-T1
GF00003218	TFCN152A1_004280-T1	DBVPG3775_004899-T1
GF00003219	TFCN152A1_010660-T1	DBVPG3775_002104-T1
GF00003220	TFCN152A1_010036-T1	DBVPG3775_004881-T1
GF00003221	TFCN152A1_004295-T1	DBVPG3775_004875-T1
GF00003222	TFCN152A1_004296-T1	DBVPG3775_004874-T1
GF00003223	TFCN152A1_004299-T1	DBVPG3775_001401-T1
GF00003224	TFCN152A1_008376-T1	DBVPG3775_001402-T1
GF00003225	TFCN152A1_004303-T1	DBVPG3775_001406-T1
GF00003226	TFCN152A1_008382-T1	DBVPG3775_001410-T1
GF00003227	TFCN152A1_008383-T1	DBVPG3775_001411-T1
GF00003228	TFCN152A1_011874-T1	DBVPG3775_006142-T1
GF00003229	TFCN152A1_004311-T1	DBVPG3775_001415-T1
GF00003230	TFCN152A1_004316-T1	DBVPG3775_001421-T1
GF00003231	TFCN152A1_004317-T1	DBVPG3775_001422-T1
GF00003232	TFCN152A1_008392-T1	DBVPG3775_001423-T1
GF00003233	TFCN152A1_004319-T1	DBVPG3775_001424-T1
GF00003234	TFCN152A1_004323-T1	DBVPG3775_001428-T1
GF00003235	TFCN152A1_008398-T1	DBVPG3775_001429-T1
GF00003236	TFCN152A1_004328-T1	DBVPG3775_001435-T1
GF00003237	TFCN152A1_012176-T1	DBVPG3775_001436-T1
GF00003238	TFCN152A1_012175-T1	DBVPG3775_001437-T1
GF00003239	TFCN152A1_004331-T1	DBVPG3775_001438-T1
GF00003240	TFCN152A1_004332-T1	DBVPG3775_001439-T1
GF00003241	TFCN152A1_004334-T1	DBVPG3775_001441-T1
GF00003242	TFCN152A1_004335-T1	DBVPG3775_001442-T1
GF00003243	TFCN152A1_004346-T1	DBVPG3775_001453-T1
GF00003244	TFCN152A1_004347-T1	DBVPG3775_001454-T1
GF00003245	TFCN152A1_004348-T1	DBVPG3775_001455-T1
GF00003246	TFCN152A1_004349-T1	DBVPG3775_001456-T1
GF00003247	TFCN152A1_004350-T1	DBVPG3775_001457-T1
GF00003248	TFCN152A1_004351-T1	DBVPG3775_001458-T1
GF00003249	TFCN152A1_009785-T1	DBVPG3775_001460-T1
GF00003250	TFCN152A1_009784-T1	DBVPG3775_001461-T1
GF00003251	TFCN152A1_004355-T1	DBVPG3775_001462-T1
GF00003252	TFCN152A1_009782-T1	DBVPG3775_001463-T1
GF00003253	TFCN152A1_004359-T1	DBVPG3775_001467-T1
GF00003254	TFCN152A1_009778-T1	DBVPG3775_001468-T1
GF00003255	TFCN152A1_009773-T1	DBVPG3775_001473-T1
GF00003256	TFCN152A1_009772-T1	DBVPG3775_001474-T1
GF00003257	TFCN152A1_009768-T1	DBVPG3775_001481-T1
GF00003258	TFCN152A1_004374-T1	DBVPG3775_001484-T1
GF00003259	TFCN152A1_009763-T1	DBVPG3775_001485-T1
GF00003260	TFCN152A1_004376-T1	DBVPG3775_001486-T1
GF00003261	TFCN152A1_011129-T1	DBVPG3775_001487-T1
GF00003262	TFCN152A1_007778-T1	DBVPG3775_001496-T1
GF00003263	TFCN152A1_006292-T1	DBVPG3775_002731-T1
GF00003264	TFCN152A1_006293-T1	DBVPG3775_002733-T1
GF00003265	TFCN152A1_004389-T1	DBVPG3775_002734-T1
GF00003266	TFCN152A1_004390-T1	DBVPG3775_002735-T1
GF00003267	TFCN152A1_004392-T1	DBVPG3775_002737-T1
GF00003268	TFCN152A1_004394-T1	DBVPG3775_002739-T1
GF00003269	TFCN152A1_006300-T1	DBVPG3775_002740-T1
GF00003270	TFCN152A1_004396-T1	DBVPG3775_002741-T1
GF00003271	TFCN152A1_006311-T1	DBVPG3775_002758-T1
GF00003272	TFCN152A1_004400-T1	DBVPG3775_002759-T1
GF00003273	TFCN152A1_004401-T1	DBVPG3775_002760-T1
GF00003274	TFCN152A1_004402-T1	DBVPG3775_002761-T1
GF00003275	TFCN152A1_004403-T1	DBVPG3775_002762-T1
GF00003276	TFCN152A1_006316-T1	DBVPG3775_002763-T1
GF00003277	TFCN152A1_006317-T1	DBVPG3775_002764-T1
GF00003278	TFCN152A1_006318-T1	DBVPG3775_002765-T1
GF00003279	TFCN152A1_012145-T1	DBVPG3775_002771-T1
GF00003280	TFCN152A1_012143-T1	DBVPG3775_002774-T1
GF00003281	TFCN152A1_012139-T1	DBVPG3775_002780-T1
GF00003282	TFCN152A1_004417-T1	DBVPG3775_002781-T1
GF00003283	TFCN152A1_004421-T1	DBVPG3775_002784-T1
GF00003284	TFCN152A1_004422-T1	DBVPG3775_002785-T1
GF00003285	TFCN152A1_004423-T1	DBVPG3775_002786-T1
GF00003286	TFCN152A1_012653-T1	DBVPG3775_002788-T1
GF00003287	TFCN152A1_004426-T1	DBVPG3775_002791-T1
GF00003288	TFCN152A1_012978-T1	DBVPG3775_002792-T1
GF00003289	TFCN152A1_012981-T1	DBVPG3775_002795-T1
GF00003290	TFCN152A1_004430-T1	DBVPG3775_002796-T1
GF00003291	TFCN152A1_012983-T1	DBVPG3775_002797-T1
GF00003292	TFCN152A1_006426-T1	DBVPG3775_002800-T1
GF00003293	TFCN152A1_006427-T1	DBVPG3775_002803-T1
GF00003294	TFCN152A1_006428-T1	DBVPG3775_002804-T1
GF00003295	TFCN152A1_006429-T1	DBVPG3775_002805-T1
GF00003296	TFCN152A1_004439-T1	DBVPG3775_002806-T1
GF00003297	TFCN152A1_006432-T1	DBVPG3775_002808-T1
GF00003298	TFCN152A1_006433-T1	DBVPG3775_002809-T1
GF00003299	TFCN152A1_006434-T1	DBVPG3775_002810-T1
GF00003300	TFCN152A1_004447-T1	DBVPG3775_002815-T1
GF00003301	TFCN152A1_006440-T1	DBVPG3775_002816-T1
GF00003302	TFCN152A1_004449-T1	DBVPG3775_002817-T1
GF00003303	TFCN152A1_004450-T1	DBVPG3775_002818-T1
GF00003304	TFCN152A1_004536-T1	DBVPG3775_007248-T1
GF00003305	TFCN152A1_004538-T1	DBVPG3775_007246-T1
GF00003306	TFCN152A1_010871-T1	DBVPG3775_007232-T1
GF00003307	TFCN152A1_004544-T1	DBVPG3775_007231-T1
GF00003308	TFCN152A1_004545-T1	DBVPG3775_007230-T1
GF00003309	TFCN152A1_004547-T1	DBVPG3775_003235-T1
GF00003310	TFCN152A1_013006-T1	DBVPG3775_003234-T1
GF00003311	TFCN152A1_011654-T1	DBVPG3775_003233-T1
GF00003312	TFCN152A1_011653-T1	DBVPG3775_003232-T1
GF00003313	TFCN152A1_004553-T1	DBVPG3775_003228-T1
GF00003314	TFCN152A1_011648-T1	DBVPG3775_003227-T1
GF00003315	TFCN152A1_011647-T1	DBVPG3775_003226-T1
GF00003316	TFCN152A1_011646-T1	DBVPG3775_003225-T1
GF00003317	TFCN152A1_004559-T1	DBVPG3775_003222-T1
GF00003318	TFCN152A1_004578-T1	DBVPG3775_003202-T1
GF00003319	TFCN152A1_004563-T1	DBVPG3775_003205-T1
GF00003320	TFCN152A1_004565-T1	DBVPG3775_003208-T1
GF00003321	TFCN152A1_004566-T1	DBVPG3775_003211-T1
GF00003322	TFCN152A1_004567-T1	DBVPG3775_003212-T1
GF00003323	TFCN152A1_009416-T1	DBVPG3775_003213-T1
GF00003324	TFCN152A1_004571-T1	DBVPG3775_003216-T1
GF00003325	TFCN152A1_011640-T1	DBVPG3775_003219-T1
GF00003326	TFCN152A1_011641-T1	DBVPG3775_003220-T1
GF00003327	TFCN152A1_011642-T1	DBVPG3775_003221-T1
GF00003328	TFCN152A1_004579-T1	DBVPG3775_003201-T1
GF00003329	TFCN152A1_004580-T1	DBVPG3775_003200-T1
GF00003330	TFCN152A1_009427-T1	DBVPG3775_003199-T1
GF00003331	TFCN152A1_004583-T1	DBVPG3775_003197-T1
GF00003332	TFCN152A1_004586-T1	DBVPG3775_003194-T1
GF00003333	TFCN152A1_009432-T1	DBVPG3775_003193-T1
GF00003334	TFCN152A1_009433-T1	DBVPG3775_003192-T1
GF00003335	TFCN152A1_009434-T1	DBVPG3775_003191-T1
GF00003336	TFCN152A1_009435-T1	DBVPG3775_003190-T1
GF00003337	TFCN152A1_009436-T1	DBVPG3775_003189-T1
GF00003338	TFCN152A1_004594-T1	DBVPG3775_003184-T1
GF00003339	TFCN152A1_004615-T1	DBVPG3775_006587-T1
GF00003340	TFCN152A1_004616-T1	DBVPG3775_006586-T1
GF00003341	TFCN152A1_011789-T1	DBVPG3775_006583-T1
GF00003342	TFCN152A1_004622-T1	DBVPG3775_006579-T1
GF00003343	TFCN152A1_004628-T1	DBVPG3775_006572-T1
GF00003344	TFCN152A1_004629-T1	DBVPG3775_006571-T1
GF00003345	TFCN152A1_009030-T1	DBVPG3775_006570-T1
GF00003346	TFCN152A1_004631-T1	DBVPG3775_006569-T1
GF00003347	TFCN152A1_004633-T1	DBVPG3775_006566-T1
GF00003348	TFCN152A1_004638-T1	DBVPG3775_006558-T1
GF00003349	TFCN152A1_004641-T1	DBVPG3775_006554-T1
GF00003350	TFCN152A1_004642-T1	DBVPG3775_006553-T1
GF00003351	TFCN152A1_004645-T1	DBVPG3775_003047-T1
GF00003352	TFCN152A1_010351-T1	DBVPG3775_000680-T1
GF00003353	TFCN152A1_004647-T1	DBVPG3775_003043-T1
GF00003354	TFCN152A1_005419-T1	DBVPG3775_003042-T1
GF00003355	TFCN152A1_004649-T1	DBVPG3775_003041-T1
GF00003356	TFCN152A1_004652-T1	DBVPG3775_003036-T1
GF00003357	TFCN152A1_004654-T1	DBVPG3775_003033-T1
GF00003358	TFCN152A1_004655-T1	DBVPG3775_003032-T1
GF00003359	TFCN152A1_005428-T1	DBVPG3775_003029-T1
GF00003360	TFCN152A1_004659-T1	DBVPG3775_003028-T1
GF00003361	TFCN152A1_005431-T1	DBVPG3775_003026-T1
GF00003362	TFCN152A1_005432-T1	DBVPG3775_003025-T1
GF00003363	TFCN152A1_004665-T1	DBVPG3775_003022-T1
GF00003364	TFCN152A1_004666-T1	DBVPG3775_003021-T1
GF00003365	TFCN152A1_004670-T1	DBVPG3775_003017-T1
GF00003366	TFCN152A1_004673-T1	DBVPG3775_003014-T1
GF00003367	TFCN152A1_004674-T1	DBVPG3775_003013-T1
GF00003368	TFCN152A1_004675-T1	DBVPG3775_003012-T1
GF00003369	TFCN152A1_004759-T1	DBVPG3775_005730-T1
GF00003370	TFCN152A1_005025-T1	DBVPG3775_005731-T1
GF00003371	TFCN152A1_004761-T1	DBVPG3775_005732-T1
GF00003372	TFCN152A1_004762-T1	DBVPG3775_005733-T1
GF00003373	TFCN152A1_004763-T1	DBVPG3775_005734-T1
GF00003374	TFCN152A1_004766-T1	DBVPG3775_005737-T1
GF00003375	TFCN152A1_005031-T1	DBVPG3775_005738-T1
GF00003376	TFCN152A1_004769-T1	DBVPG3775_005739-T1
GF00003377	TFCN152A1_004770-T1	DBVPG3775_005740-T1
GF00003378	TFCN152A1_005036-T1	DBVPG3775_005744-T1
GF00003379	TFCN152A1_005038-T1	DBVPG3775_005746-T1
GF00003380	TFCN152A1_005039-T1	DBVPG3775_005747-T1
GF00003381	TFCN152A1_004777-T1	DBVPG3775_005748-T1
GF00003382	TFCN152A1_005041-T1	DBVPG3775_005749-T1
GF00003383	TFCN152A1_004787-T1	DBVPG3775_005761-T1
GF00003384	TFCN152A1_004788-T1	DBVPG3775_005762-T1
GF00003385	TFCN152A1_004789-T1	DBVPG3775_005766-T1
GF00003386	TFCN152A1_004790-T1	DBVPG3775_005767-T1
GF00003387	TFCN152A1_004791-T1	DBVPG3775_005768-T1
GF00003388	TFCN152A1_005055-T1	DBVPG3775_005773-T1
GF00003389	TFCN152A1_005056-T1	DBVPG3775_005774-T1
GF00003390	TFCN152A1_004798-T1	DBVPG3775_005775-T1
GF00003391	TFCN152A1_004799-T1	DBVPG3775_005776-T1
GF00003392	TFCN152A1_004800-T1	DBVPG3775_005777-T1
GF00003393	TFCN152A1_004803-T1	DBVPG3775_005783-T1
GF00003394	TFCN152A1_004805-T1	DBVPG3775_005785-T1
GF00003395	TFCN152A1_005064-T1	DBVPG3775_005786-T1
GF00003396	TFCN152A1_004807-T1	DBVPG3775_005787-T1
GF00003397	TFCN152A1_007588-T1	DBVPG3775_006462-T1
GF00003398	TFCN152A1_005068-T1	DBVPG3775_005789-T1
GF00003399	TFCN152A1_004810-T1	DBVPG3775_005801-T1
GF00003400	TFCN152A1_004891-T1	DBVPG3775_000663-T1
GF00003401	TFCN152A1_004892-T1	DBVPG3775_000662-T1
GF00003402	TFCN152A1_010155-T1	DBVPG3775_000660-T1
GF00003403	TFCN152A1_004896-T1	DBVPG3775_000658-T1
GF00003404	TFCN152A1_004897-T1	DBVPG3775_000657-T1
GF00003405	TFCN152A1_012635-T1	DBVPG3775_000654-T1
GF00003406	TFCN152A1_012633-T1	DBVPG3775_000652-T1
GF00003407	TFCN152A1_004903-T1	DBVPG3775_000651-T1
GF00003408	TFCN152A1_004904-T1	DBVPG3775_000650-T1
GF00003409	TFCN152A1_004906-T1	DBVPG3775_000645-T1
GF00003410	TFCN152A1_004909-T1	DBVPG3775_000648-T1
GF00003411	TFCN152A1_004911-T1	DBVPG3775_000643-T1
GF00003412	TFCN152A1_009824-T1	DBVPG3775_000642-T1
GF00003413	TFCN152A1_004913-T1	DBVPG3775_000641-T1
GF00003414	TFCN152A1_009822-T1	DBVPG3775_000640-T1
GF00003415	TFCN152A1_004915-T1	DBVPG3775_000638-T1
GF00003416	TFCN152A1_009815-T1	DBVPG3775_000631-T1
GF00003417	TFCN152A1_004922-T1	DBVPG3775_000630-T1
GF00003418	TFCN152A1_004923-T1	DBVPG3775_000629-T1
GF00003419	TFCN152A1_004924-T1	DBVPG3775_000628-T1
GF00003420	TFCN152A1_004928-T1	DBVPG3775_000624-T1
GF00003421	TFCN152A1_009808-T1	DBVPG3775_000623-T1
GF00003422	TFCN152A1_009805-T1	DBVPG3775_000618-T1
GF00003423	TFCN152A1_004934-T1	DBVPG3775_000617-T1
GF00003424	TFCN152A1_004938-T1	DBVPG3775_000612-T1
GF00003425	TFCN152A1_009799-T1	DBVPG3775_000611-T1
GF00003426	TFCN152A1_009798-T1	DBVPG3775_000610-T1
GF00003427	TFCN152A1_009796-T1	DBVPG3775_000607-T1
GF00003428	TFCN152A1_005875-T1	DBVPG3775_000600-T1
GF00003429	TFCN152A1_004948-T1	DBVPG3775_000598-T1
GF00003430	TFCN152A1_004949-T1	DBVPG3775_000597-T1
GF00003431	TFCN152A1_004950-T1	DBVPG3775_000596-T1
GF00003432	TFCN152A1_004951-T1	DBVPG3775_000595-T1
GF00003433	TFCN152A1_004953-T1	DBVPG3775_000593-T1
GF00003434	TFCN152A1_010063-T1	DBVPG3775_001915-T1
GF00003435	TFCN152A1_004955-T1	DBVPG3775_000590-T1
GF00003436	TFCN152A1_005890-T1	DBVPG3775_000588-T1
GF00003437	TFCN152A1_004958-T1	DBVPG3775_000587-T1
GF00003438	TFCN152A1_005892-T1	DBVPG3775_000586-T1
GF00003439	TFCN152A1_005148-T1	DBVPG3775_002709-T1
GF00003440	TFCN152A1_005149-T1	DBVPG3775_002708-T1
GF00003441	TFCN152A1_005153-T1	DBVPG3775_002703-T1
GF00003442	TFCN152A1_004970-T1	DBVPG3775_002702-T1
GF00003443	TFCN152A1_004972-T1	DBVPG3775_002698-T1
GF00003444	TFCN152A1_005158-T1	DBVPG3775_002696-T1
GF00003445	TFCN152A1_004974-T1	DBVPG3775_002695-T1
GF00003446	TFCN152A1_005161-T1	DBVPG3775_002693-T1
GF00003447	TFCN152A1_005162-T1	DBVPG3775_002692-T1
GF00003448	TFCN152A1_005163-T1	DBVPG3775_002691-T1
GF00003449	TFCN152A1_004981-T1	DBVPG3775_002687-T1
GF00003450	TFCN152A1_005168-T1	DBVPG3775_002686-T1
GF00003451	TFCN152A1_005169-T1	DBVPG3775_002685-T1
GF00003452	TFCN152A1_005172-T1	DBVPG3775_002681-T1
GF00003453	TFCN152A1_004986-T1	DBVPG3775_002680-T1
GF00003454	TFCN152A1_004987-T1	DBVPG3775_002679-T1
GF00003455	TFCN152A1_004990-T1	DBVPG3775_002674-T1
GF00003456	TFCN152A1_004992-T1	DBVPG3775_002671-T1
GF00003457	TFCN152A1_004993-T1	DBVPG3775_002670-T1
GF00003458	TFCN152A1_004994-T1	DBVPG3775_002669-T1
GF00003459	TFCN152A1_005182-T1	DBVPG3775_002668-T1
GF00003460	TFCN152A1_005185-T1	DBVPG3775_002664-T1
GF00003461	TFCN152A1_005000-T1	DBVPG3775_002661-T1
GF00003462	TFCN152A1_005188-T1	DBVPG3775_002660-T1
GF00003463	TFCN152A1_005189-T1	DBVPG3775_002659-T1
GF00003464	TFCN152A1_005005-T1	DBVPG3775_002657-T1
GF00003465	TFCN152A1_005192-T1	DBVPG3775_002656-T1
GF00003466	TFCN152A1_005194-T1	DBVPG3775_002654-T1
GF00003467	TFCN152A1_005009-T1	DBVPG3775_002653-T1
GF00003468	TFCN152A1_005197-T1	DBVPG3775_002651-T1
GF00003469	TFCN152A1_005198-T1	DBVPG3775_002650-T1
GF00003470	TFCN152A1_005199-T1	DBVPG3775_002649-T1
GF00003471	TFCN152A1_005014-T1	DBVPG3775_002648-T1
GF00003472	TFCN152A1_005015-T1	DBVPG3775_002647-T1
GF00003473	TFCN152A1_005016-T1	DBVPG3775_002646-T1
GF00003474	TFCN152A1_005017-T1	DBVPG3775_002645-T1
GF00003475	TFCN152A1_005018-T1	DBVPG3775_002644-T1
GF00003476	TFCN152A1_005073-T1	DBVPG3775_002857-T1
GF00003477	TFCN152A1_005074-T1	DBVPG3775_002856-T1
GF00003478	TFCN152A1_005076-T1	DBVPG3775_002853-T1
GF00003479	TFCN152A1_005078-T1	DBVPG3775_002850-T1
GF00003480	TFCN152A1_006472-T1	DBVPG3775_002849-T1
GF00003481	TFCN152A1_006471-T1	DBVPG3775_002848-T1
GF00003482	TFCN152A1_005081-T1	DBVPG3775_002847-T1
GF00003483	TFCN152A1_005082-T1	DBVPG3775_002846-T1
GF00003484	TFCN152A1_006468-T1	DBVPG3775_002845-T1
GF00003485	TFCN152A1_006467-T1	DBVPG3775_002844-T1
GF00003486	TFCN152A1_006466-T1	DBVPG3775_002843-T1
GF00003487	TFCN152A1_006465-T1	DBVPG3775_002842-T1
GF00003488	TFCN152A1_005087-T1	DBVPG3775_002841-T1
GF00003489	TFCN152A1_006461-T1	DBVPG3775_002837-T1
GF00003490	TFCN152A1_005092-T1	DBVPG3775_002836-T1
GF00003491	TFCN152A1_006455-T1	DBVPG3775_002831-T1
GF00003492	TFCN152A1_006454-T1	DBVPG3775_002830-T1
GF00003493	TFCN152A1_005098-T1	DBVPG3775_002829-T1
GF00003494	TFCN152A1_005099-T1	DBVPG3775_002828-T1
GF00003495	TFCN152A1_005100-T1	DBVPG3775_002827-T1
GF00003496	TFCN152A1_006450-T1	DBVPG3775_002825-T1
GF00003497	TFCN152A1_006449-T1	DBVPG3775_002824-T1
GF00003498	TFCN152A1_005106-T1	DBVPG3775_005542-T1
GF00003499	TFCN152A1_008516-T1	DBVPG3775_005539-T1
GF00003500	TFCN152A1_005110-T1	DBVPG3775_005538-T1
GF00003501	TFCN152A1_008518-T1	DBVPG3775_005537-T1
GF00003502	TFCN152A1_005112-T1	DBVPG3775_005536-T1
GF00003503	TFCN152A1_005113-T1	DBVPG3775_005535-T1
GF00003504	TFCN152A1_005116-T1	DBVPG3775_005532-T1
GF00003505	TFCN152A1_008525-T1	DBVPG3775_005530-T1
GF00003506	TFCN152A1_005120-T1	DBVPG3775_005527-T1
GF00003507	TFCN152A1_008528-T1	DBVPG3775_005526-T1
GF00003508	TFCN152A1_005122-T1	DBVPG3775_005524-T1
GF00003509	TFCN152A1_005123-T1	DBVPG3775_005523-T1
GF00003510	TFCN152A1_005124-T1	DBVPG3775_005522-T1
GF00003511	TFCN152A1_008533-T1	DBVPG3775_005520-T1
GF00003512	TFCN152A1_005127-T1	DBVPG3775_005519-T1
GF00003513	TFCN152A1_005128-T1	DBVPG3775_005517-T1
GF00003514	TFCN152A1_005129-T1	DBVPG3775_005516-T1
GF00003515	TFCN152A1_005130-T1	DBVPG3775_005515-T1
GF00003516	TFCN152A1_005131-T1	DBVPG3775_005514-T1
GF00003517	TFCN152A1_008540-T1	DBVPG3775_005513-T1
GF00003518	TFCN152A1_008541-T1	DBVPG3775_005512-T1
GF00003519	TFCN152A1_008544-T1	DBVPG3775_005509-T1
GF00003520	TFCN152A1_005137-T1	DBVPG3775_005508-T1
GF00003521	TFCN152A1_005138-T1	DBVPG3775_005507-T1
GF00003522	TFCN152A1_005141-T1	DBVPG3775_005504-T1
GF00003523	TFCN152A1_008550-T1	DBVPG3775_005503-T1
GF00003524	TFCN152A1_005143-T1	DBVPG3775_005502-T1
GF00003525	TFCN152A1_005144-T1	DBVPG3775_005501-T1
GF00003526	TFCN152A1_008553-T1	DBVPG3775_005500-T1
GF00003527	TFCN152A1_005836-T1	DBVPG3775_001950-T1
GF00003528	TFCN152A1_005208-T1	DBVPG3775_001951-T1
GF00003529	TFCN152A1_005209-T1	DBVPG3775_001952-T1
GF00003530	TFCN152A1_005210-T1	DBVPG3775_001953-T1
GF00003531	TFCN152A1_005831-T1	DBVPG3775_001956-T1
GF00003532	TFCN152A1_005214-T1	DBVPG3775_001958-T1
GF00003533	TFCN152A1_005215-T1	DBVPG3775_001959-T1
GF00003534	TFCN152A1_005216-T1	DBVPG3775_001960-T1
GF00003535	TFCN152A1_005221-T1	DBVPG3775_001965-T1
GF00003536	TFCN152A1_005223-T1	DBVPG3775_001967-T1
GF00003537	TFCN152A1_005225-T1	DBVPG3775_001970-T1
GF00003538	TFCN152A1_005226-T1	DBVPG3775_001971-T1
GF00003539	TFCN152A1_005228-T1	DBVPG3775_001974-T1
GF00003540	TFCN152A1_005229-T1	DBVPG3775_001975-T1
GF00003541	TFCN152A1_005811-T1	DBVPG3775_001977-T1
GF00003542	TFCN152A1_005234-T1	DBVPG3775_001981-T1
GF00003543	TFCN152A1_012046-T1	DBVPG3775_001984-T1
GF00003544	TFCN152A1_005238-T1	DBVPG3775_001985-T1
GF00003545	TFCN152A1_005240-T1	DBVPG3775_001987-T1
GF00003546	TFCN152A1_005241-T1	DBVPG3775_001988-T1
GF00003547	TFCN152A1_005243-T1	DBVPG3775_001990-T1
GF00003548	TFCN152A1_005245-T1	DBVPG3775_001992-T1
GF00003549	TFCN152A1_005247-T1	DBVPG3775_001994-T1
GF00003550	TFCN152A1_005249-T1	DBVPG3775_001997-T1
GF00003551	TFCN152A1_007193-T1	DBVPG3775_003947-T1
GF00003552	TFCN152A1_005252-T1	DBVPG3775_002001-T1
GF00003553	TFCN152A1_005256-T1	DBVPG3775_002005-T1
GF00003554	TFCN152A1_011890-T1	DBVPG3775_002011-T1
GF00003555	TFCN152A1_011889-T1	DBVPG3775_002012-T1
GF00003556	TFCN152A1_005262-T1	DBVPG3775_002013-T1
GF00003557	TFCN152A1_005266-T1	DBVPG3775_002019-T1
GF00003558	TFCN152A1_005268-T1	DBVPG3775_002021-T1
GF00003559	TFCN152A1_007436-T1	DBVPG3775_004404-T1
GF00003560	TFCN152A1_005272-T1	DBVPG3775_004405-T1
GF00003561	TFCN152A1_005274-T1	DBVPG3775_004407-T1
GF00003562	TFCN152A1_007432-T1	DBVPG3775_004408-T1
GF00003563	TFCN152A1_007430-T1	DBVPG3775_004410-T1
GF00003564	TFCN152A1_007429-T1	DBVPG3775_004411-T1
GF00003565	TFCN152A1_005279-T1	DBVPG3775_004412-T1
GF00003566	TFCN152A1_007427-T1	DBVPG3775_004413-T1
GF00003567	TFCN152A1_005281-T1	DBVPG3775_004414-T1
GF00003568	TFCN152A1_005283-T1	DBVPG3775_004418-T1
GF00003569	TFCN152A1_005475-T1	DBVPG3775_002315-T1
GF00003570	TFCN152A1_012322-T1	DBVPG3775_002314-T1
GF00003571	TFCN152A1_005479-T1	DBVPG3775_002310-T1
GF00003572	TFCN152A1_005484-T1	DBVPG3775_002305-T1
GF00003573	TFCN152A1_005486-T1	DBVPG3775_002303-T1
GF00003574	TFCN152A1_009244-T1	DBVPG3775_004357-T1
GF00003575	TFCN152A1_005492-T1	DBVPG3775_002300-T1
GF00003576	TFCN152A1_005501-T1	DBVPG3775_002290-T1
GF00003577	TFCN152A1_005502-T1	DBVPG3775_002289-T1
GF00003578	TFCN152A1_005503-T1	DBVPG3775_002288-T1
GF00003579	TFCN152A1_005504-T1	DBVPG3775_002287-T1
GF00003580	TFCN152A1_007692-T1	DBVPG3775_002285-T1
GF00003581	TFCN152A1_007694-T1	DBVPG3775_002283-T1
GF00003582	TFCN152A1_005511-T1	DBVPG3775_002279-T1
GF00003583	TFCN152A1_007701-T1	DBVPG3775_002275-T1
GF00003584	TFCN152A1_005515-T1	DBVPG3775_002274-T1
GF00003585	TFCN152A1_005516-T1	DBVPG3775_002273-T1
GF00003586	TFCN152A1_007704-T1	DBVPG3775_002272-T1
GF00003587	TFCN152A1_005520-T1	DBVPG3775_002269-T1
GF00003588	TFCN152A1_005521-T1	DBVPG3775_002268-T1
GF00003589	TFCN152A1_007710-T1	DBVPG3775_002265-T1
GF00003590	TFCN152A1_007711-T1	DBVPG3775_002264-T1
GF00003591	TFCN152A1_007712-T1	DBVPG3775_002263-T1
GF00003592	TFCN152A1_005527-T1	DBVPG3775_002262-T1
GF00003593	TFCN152A1_007714-T1	DBVPG3775_002261-T1
GF00003594	TFCN152A1_005530-T1	DBVPG3775_002258-T1
