	Rhodotorula_mucilaginosa_TFCN_404D-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00003369	TFCN404D1_008223-T1	DBVPG3775_006633-T1
GF00003370	TFCN404D1_004042-T1	DBVPG3775_006634-T1
GF00003371	TFCN404D1_004043-T1	DBVPG3775_006635-T1
GF00003372	TFCN404D1_008226-T1	DBVPG3775_006636-T1
GF00003373	TFCN404D1_008227-T1	DBVPG3775_006637-T1
GF00003374	TFCN404D1_004046-T1	DBVPG3775_006638-T1
GF00003375	TFCN404D1_004047-T1	DBVPG3775_006639-T1
GF00003376	TFCN404D1_004048-T1	DBVPG3775_006640-T1
GF00003377	TFCN404D1_004049-T1	DBVPG3775_006641-T1
GF00003378	TFCN404D1_004053-T1	DBVPG3775_003141-T1
GF00003379	TFCN404D1_004054-T1	DBVPG3775_003140-T1
GF00003380	TFCN404D1_004055-T1	DBVPG3775_003139-T1
GF00003381	TFCN404D1_004063-T1	DBVPG3775_003131-T1
GF00003382	TFCN404D1_004064-T1	DBVPG3775_003130-T1
GF00003383	TFCN404D1_004065-T1	DBVPG3775_003129-T1
GF00003384	TFCN404D1_005142-T1	DBVPG3775_003128-T1
GF00003385	TFCN404D1_005141-T1	DBVPG3775_003127-T1
GF00003386	TFCN404D1_004068-T1	DBVPG3775_003126-T1
GF00003387	TFCN404D1_005139-T1	DBVPG3775_003125-T1
GF00003388	TFCN404D1_004070-T1	DBVPG3775_003124-T1
GF00003389	TFCN404D1_005137-T1	DBVPG3775_003123-T1
GF00003390	TFCN404D1_005136-T1	DBVPG3775_003122-T1
GF00003391	TFCN404D1_004073-T1	DBVPG3775_003121-T1
GF00003392	TFCN404D1_005133-T1	DBVPG3775_003118-T1
GF00003393	TFCN404D1_004077-T1	DBVPG3775_003116-T1
GF00003394	TFCN404D1_004081-T1	DBVPG3775_003111-T1
GF00003395	TFCN404D1_004082-T1	DBVPG3775_003110-T1
GF00003396	TFCN404D1_005125-T1	DBVPG3775_003109-T1
GF00003397	TFCN404D1_004086-T1	DBVPG3775_003106-T1
GF00003398	TFCN404D1_004089-T1	DBVPG3775_003103-T1
GF00003399	TFCN404D1_005119-T1	DBVPG3775_003102-T1
GF00003400	TFCN404D1_004091-T1	DBVPG3775_003101-T1
GF00003401	TFCN404D1_004093-T1	DBVPG3775_003099-T1
GF00003402	TFCN404D1_004095-T1	DBVPG3775_003097-T1
GF00003403	TFCN404D1_010272-T1	DBVPG3775_003094-T1
GF00003404	TFCN404D1_004099-T1	DBVPG3775_003093-T1
GF00003405	TFCN404D1_004151-T1	DBVPG3775_002437-T1
GF00003406	TFCN404D1_007071-T1	DBVPG3775_002436-T1
GF00003407	TFCN404D1_004154-T1	DBVPG3775_002434-T1
GF00003408	TFCN404D1_007068-T1	DBVPG3775_002433-T1
GF00003409	TFCN404D1_004156-T1	DBVPG3775_002431-T1
GF00003410	TFCN404D1_007065-T1	DBVPG3775_002430-T1
GF00003411	TFCN404D1_007064-T1	DBVPG3775_002429-T1
GF00003412	TFCN404D1_004160-T1	DBVPG3775_002426-T1
GF00003413	TFCN404D1_007059-T1	DBVPG3775_002424-T1
GF00003414	TFCN404D1_004163-T1	DBVPG3775_002423-T1
GF00003415	TFCN404D1_007057-T1	DBVPG3775_002422-T1
GF00003416	TFCN404D1_007056-T1	DBVPG3775_002421-T1
GF00003417	TFCN404D1_004168-T1	DBVPG3775_002417-T1
GF00003418	TFCN404D1_004170-T1	DBVPG3775_002414-T1
GF00003419	TFCN404D1_004171-T1	DBVPG3775_002413-T1
GF00003420	TFCN404D1_004175-T1	DBVPG3775_002408-T1
GF00003421	TFCN404D1_004176-T1	DBVPG3775_002407-T1
GF00003422	TFCN404D1_004180-T1	DBVPG3775_002402-T1
GF00003423	TFCN404D1_004181-T1	DBVPG3775_002401-T1
GF00003424	TFCN404D1_008315-T1	DBVPG3775_002396-T1
GF00003425	TFCN404D1_004186-T1	DBVPG3775_002395-T1
GF00003426	TFCN404D1_008318-T1	DBVPG3775_002393-T1
GF00003427	TFCN404D1_008320-T1	DBVPG3775_002391-T1
GF00003428	TFCN404D1_004191-T1	DBVPG3775_002390-T1
GF00003429	TFCN404D1_008322-T1	DBVPG3775_002389-T1
GF00003430	TFCN404D1_004194-T1	DBVPG3775_002387-T1
GF00003431	TFCN404D1_004195-T1	DBVPG3775_002383-T1
GF00003432	TFCN404D1_008331-T1	DBVPG3775_002381-T1
GF00003433	TFCN404D1_008332-T1	DBVPG3775_002380-T1
GF00003434	TFCN404D1_004200-T1	DBVPG3775_004985-T1
GF00003435	TFCN404D1_011959-T1	DBVPG3775_004984-T1
GF00003436	TFCN404D1_004202-T1	DBVPG3775_004983-T1
GF00003437	TFCN404D1_014586-T1	DBVPG3775_004980-T1
GF00003438	TFCN404D1_014587-T1	DBVPG3775_004979-T1
GF00003439	TFCN404D1_014588-T1	DBVPG3775_004978-T1
GF00003440	TFCN404D1_008000-T1	DBVPG3775_001388-T1
GF00003441	TFCN404D1_004210-T1	DBVPG3775_004976-T1
GF00003442	TFCN404D1_009579-T1	DBVPG3775_004975-T1
GF00003443	TFCN404D1_004215-T1	DBVPG3775_004974-T1
GF00003444	TFCN404D1_004216-T1	DBVPG3775_004973-T1
GF00003445	TFCN404D1_009571-T1	DBVPG3775_004970-T1
GF00003446	TFCN404D1_009569-T1	DBVPG3775_004967-T1
GF00003447	TFCN404D1_004223-T1	DBVPG3775_004965-T1
GF00003448	TFCN404D1_004231-T1	DBVPG3775_004955-T1
GF00003449	TFCN404D1_012902-T1	DBVPG3775_004953-T1
GF00003450	TFCN404D1_012903-T1	DBVPG3775_004952-T1
GF00003451	TFCN404D1_004236-T1	DBVPG3775_004950-T1
GF00003452	TFCN404D1_004237-T1	DBVPG3775_004949-T1
GF00003453	TFCN404D1_004238-T1	DBVPG3775_004948-T1
GF00003454	TFCN404D1_004239-T1	DBVPG3775_004946-T1
GF00003455	TFCN404D1_004240-T1	DBVPG3775_004945-T1
GF00003456	TFCN404D1_004243-T1	DBVPG3775_001695-T1
GF00003457	TFCN404D1_006339-T1	DBVPG3775_001696-T1
GF00003458	TFCN404D1_006338-T1	DBVPG3775_001697-T1
GF00003459	TFCN404D1_006334-T1	DBVPG3775_001701-T1
GF00003460	TFCN404D1_006333-T1	DBVPG3775_001702-T1
GF00003461	TFCN404D1_006332-T1	DBVPG3775_001703-T1
GF00003462	TFCN404D1_006331-T1	DBVPG3775_001704-T1
GF00003463	TFCN404D1_006330-T1	DBVPG3775_001705-T1
GF00003464	TFCN404D1_004255-T1	DBVPG3775_001707-T1
GF00003465	TFCN404D1_004256-T1	DBVPG3775_001708-T1
GF00003466	TFCN404D1_006326-T1	DBVPG3775_001709-T1
GF00003467	TFCN404D1_004258-T1	DBVPG3775_001710-T1
GF00003468	TFCN404D1_006324-T1	DBVPG3775_001711-T1
GF00003469	TFCN404D1_006323-T1	DBVPG3775_001712-T1
GF00003470	TFCN404D1_006320-T1	DBVPG3775_001715-T1
GF00003471	TFCN404D1_004264-T1	DBVPG3775_001716-T1
GF00003472	TFCN404D1_007539-T1	DBVPG3775_001721-T1
GF00003473	TFCN404D1_007536-T1	DBVPG3775_001724-T1
GF00003474	TFCN404D1_004272-T1	DBVPG3775_001725-T1
GF00003475	TFCN404D1_007534-T1	DBVPG3775_001726-T1
GF00003476	TFCN404D1_004274-T1	DBVPG3775_001727-T1
GF00003477	TFCN404D1_004276-T1	DBVPG3775_001729-T1
GF00003478	TFCN404D1_007530-T1	DBVPG3775_001730-T1
GF00003479	TFCN404D1_004279-T1	DBVPG3775_001732-T1
GF00003480	TFCN404D1_004280-T1	DBVPG3775_001733-T1
GF00003481	TFCN404D1_004282-T1	DBVPG3775_001735-T1
GF00003482	TFCN404D1_007524-T1	DBVPG3775_001736-T1
GF00003483	TFCN404D1_004286-T1	DBVPG3775_005363-T1
GF00003484	TFCN404D1_004287-T1	DBVPG3775_005364-T1
GF00003485	TFCN404D1_004290-T1	DBVPG3775_005367-T1
GF00003486	TFCN404D1_004291-T1	DBVPG3775_005368-T1
GF00003487	TFCN404D1_004292-T1	DBVPG3775_005369-T1
GF00003488	TFCN404D1_004294-T1	DBVPG3775_005371-T1
GF00003489	TFCN404D1_004296-T1	DBVPG3775_005373-T1
GF00003490	TFCN404D1_004298-T1	DBVPG3775_005375-T1
GF00003491	TFCN404D1_004299-T1	DBVPG3775_005376-T1
GF00003492	TFCN404D1_010192-T1	DBVPG3775_005378-T1
GF00003493	TFCN404D1_010194-T1	DBVPG3775_005380-T1
GF00003494	TFCN404D1_010195-T1	DBVPG3775_005382-T1
GF00003495	TFCN404D1_010198-T1	DBVPG3775_005384-T1
GF00003496	TFCN404D1_004307-T1	DBVPG3775_000276-T1
GF00003497	TFCN404D1_004308-T1	DBVPG3775_000277-T1
GF00003498	TFCN404D1_004310-T1	DBVPG3775_000279-T1
GF00003499	TFCN404D1_004311-T1	DBVPG3775_000280-T1
GF00003500	TFCN404D1_004312-T1	DBVPG3775_000281-T1
GF00003501	TFCN404D1_011626-T1	DBVPG3775_000284-T1
GF00003502	TFCN404D1_004315-T1	DBVPG3775_000285-T1
GF00003503	TFCN404D1_004316-T1	DBVPG3775_000286-T1
GF00003504	TFCN404D1_004319-T1	DBVPG3775_000289-T1
GF00003505	TFCN404D1_004320-T1	DBVPG3775_000290-T1
GF00003506	TFCN404D1_004321-T1	DBVPG3775_000291-T1
GF00003507	TFCN404D1_004322-T1	DBVPG3775_000292-T1
GF00003508	TFCN404D1_004849-T1	DBVPG3775_000294-T1
GF00003509	TFCN404D1_004326-T1	DBVPG3775_000297-T1
GF00003510	TFCN404D1_004330-T1	DBVPG3775_000302-T1
GF00003511	TFCN404D1_004857-T1	DBVPG3775_000303-T1
GF00003512	TFCN404D1_004332-T1	DBVPG3775_000304-T1
GF00003513	TFCN404D1_004351-T1	DBVPG3775_004748-T1
GF00003514	TFCN404D1_013749-T1	DBVPG3775_004747-T1
GF00003515	TFCN404D1_004354-T1	DBVPG3775_004745-T1
GF00003516	TFCN404D1_004355-T1	DBVPG3775_004744-T1
GF00003517	TFCN404D1_004356-T1	DBVPG3775_004743-T1
GF00003518	TFCN404D1_004357-T1	DBVPG3775_004742-T1
GF00003519	TFCN404D1_004359-T1	DBVPG3775_004740-T1
GF00003520	TFCN404D1_004361-T1	DBVPG3775_004738-T1
GF00003521	TFCN404D1_004367-T1	DBVPG3775_004733-T1
GF00003522	TFCN404D1_004373-T1	DBVPG3775_004728-T1
GF00003523	TFCN404D1_004374-T1	DBVPG3775_004727-T1
GF00003524	TFCN404D1_009628-T1	DBVPG3775_004724-T1
GF00003525	TFCN404D1_004378-T1	DBVPG3775_004723-T1
GF00003526	TFCN404D1_004381-T1	DBVPG3775_004720-T1
GF00003527	TFCN404D1_004382-T1	DBVPG3775_004719-T1
GF00003528	TFCN404D1_004383-T1	DBVPG3775_004718-T1
GF00003529	TFCN404D1_014557-T1	DBVPG3775_004714-T1
GF00003530	TFCN404D1_004389-T1	DBVPG3775_004713-T1
GF00003531	TFCN404D1_014555-T1	DBVPG3775_004712-T1
GF00003532	TFCN404D1_004392-T1	DBVPG3775_004710-T1
GF00003533	TFCN404D1_004393-T1	DBVPG3775_007095-T1
GF00003534	TFCN404D1_004398-T1	DBVPG3775_007100-T1
GF00003535	TFCN404D1_013019-T1	DBVPG3775_007102-T1
GF00003536	TFCN404D1_004401-T1	DBVPG3775_007104-T1
GF00003537	TFCN404D1_004444-T1	DBVPG3775_001111-T1
GF00003538	TFCN404D1_004445-T1	DBVPG3775_001110-T1
GF00003539	TFCN404D1_004446-T1	DBVPG3775_001109-T1
GF00003540	TFCN404D1_004452-T1	DBVPG3775_001103-T1
GF00003541	TFCN404D1_014013-T1	DBVPG3775_001102-T1
GF00003542	TFCN404D1_004455-T1	DBVPG3775_001100-T1
GF00003543	TFCN404D1_004456-T1	DBVPG3775_001099-T1
GF00003544	TFCN404D1_004457-T1	DBVPG3775_001098-T1
GF00003545	TFCN404D1_004460-T1	DBVPG3775_001095-T1
GF00003546	TFCN404D1_004462-T1	DBVPG3775_001093-T1
GF00003547	TFCN404D1_004464-T1	DBVPG3775_001091-T1
GF00003548	TFCN404D1_004469-T1	DBVPG3775_001086-T1
GF00003549	TFCN404D1_006689-T1	DBVPG3775_000384-T1
GF00003550	TFCN404D1_004472-T1	DBVPG3775_001083-T1
GF00003551	TFCN404D1_004473-T1	DBVPG3775_001082-T1
GF00003552	TFCN404D1_004475-T1	DBVPG3775_001080-T1
GF00003553	TFCN404D1_004476-T1	DBVPG3775_001079-T1
GF00003554	TFCN404D1_011143-T1	DBVPG3775_001078-T1
GF00003555	TFCN404D1_011144-T1	DBVPG3775_001077-T1
GF00003556	TFCN404D1_004479-T1	DBVPG3775_001076-T1
GF00003557	TFCN404D1_011146-T1	DBVPG3775_001075-T1
GF00003558	TFCN404D1_011147-T1	DBVPG3775_001074-T1
GF00003559	TFCN404D1_011149-T1	DBVPG3775_001072-T1
GF00003560	TFCN404D1_011150-T1	DBVPG3775_001071-T1
GF00003561	TFCN404D1_004484-T1	DBVPG3775_001070-T1
GF00003562	TFCN404D1_011152-T1	DBVPG3775_001069-T1
GF00003563	TFCN404D1_004486-T1	DBVPG3775_001068-T1
GF00003564	TFCN404D1_004487-T1	DBVPG3775_001067-T1
GF00003565	TFCN404D1_004490-T1	DBVPG3775_001064-T1
GF00003566	TFCN404D1_004492-T1	DBVPG3775_002474-T1
GF00003567	TFCN404D1_010377-T1	DBVPG3775_002475-T1
GF00003568	TFCN404D1_004494-T1	DBVPG3775_002476-T1
GF00003569	TFCN404D1_004495-T1	DBVPG3775_002477-T1
GF00003570	TFCN404D1_004496-T1	DBVPG3775_002478-T1
GF00003571	TFCN404D1_004497-T1	DBVPG3775_002479-T1
GF00003572	TFCN404D1_010382-T1	DBVPG3775_002480-T1
GF00003573	TFCN404D1_004499-T1	DBVPG3775_002481-T1
GF00003574	TFCN404D1_010384-T1	DBVPG3775_002482-T1
GF00003575	TFCN404D1_004504-T1	DBVPG3775_002485-T1
GF00003576	TFCN404D1_004506-T1	DBVPG3775_002487-T1
GF00003577	TFCN404D1_004512-T1	DBVPG3775_002493-T1
GF00003578	TFCN404D1_004513-T1	DBVPG3775_002494-T1
GF00003579	TFCN404D1_004514-T1	DBVPG3775_002495-T1
GF00003580	TFCN404D1_012303-T1	DBVPG3775_002496-T1
GF00003581	TFCN404D1_012304-T1	DBVPG3775_002497-T1
GF00003582	TFCN404D1_012305-T1	DBVPG3775_002498-T1
GF00003583	TFCN404D1_004518-T1	DBVPG3775_002499-T1
GF00003584	TFCN404D1_011441-T1	DBVPG3775_002500-T1
GF00003585	TFCN404D1_004520-T1	DBVPG3775_002501-T1
GF00003586	TFCN404D1_004525-T1	DBVPG3775_002505-T1
GF00003587	TFCN404D1_004526-T1	DBVPG3775_002506-T1
GF00003588	TFCN404D1_004528-T1	DBVPG3775_002508-T1
GF00003589	TFCN404D1_004530-T1	DBVPG3775_001400-T1
GF00003590	TFCN404D1_004531-T1	DBVPG3775_001401-T1
GF00003591	TFCN404D1_008012-T1	DBVPG3775_001402-T1
GF00003592	TFCN404D1_004535-T1	DBVPG3775_001404-T1
GF00003593	TFCN404D1_008015-T1	DBVPG3775_001405-T1
GF00003594	TFCN404D1_004537-T1	DBVPG3775_001406-T1
GF00003595	TFCN404D1_004538-T1	DBVPG3775_001407-T1
GF00003596	TFCN404D1_004539-T1	DBVPG3775_001408-T1
GF00003597	TFCN404D1_004541-T1	DBVPG3775_001410-T1
GF00003598	TFCN404D1_008953-T1	DBVPG3775_001411-T1
GF00003599	TFCN404D1_008955-T1	DBVPG3775_001413-T1
GF00003600	TFCN404D1_004546-T1	DBVPG3775_001415-T1
GF00003601	TFCN404D1_004548-T1	DBVPG3775_001417-T1
GF00003602	TFCN404D1_004549-T1	DBVPG3775_001418-T1
GF00003603	TFCN404D1_008963-T1	DBVPG3775_001421-T1
GF00003604	TFCN404D1_004553-T1	DBVPG3775_001422-T1
GF00003605	TFCN404D1_008965-T1	DBVPG3775_001423-T1
GF00003606	TFCN404D1_004555-T1	DBVPG3775_001424-T1
GF00003607	TFCN404D1_004559-T1	DBVPG3775_001429-T1
GF00003608	TFCN404D1_004561-T1	DBVPG3775_001431-T1
GF00003609	TFCN404D1_004562-T1	DBVPG3775_001432-T1
GF00003610	TFCN404D1_004564-T1	DBVPG3775_001435-T1
GF00003611	TFCN404D1_014325-T1	DBVPG3775_001437-T1
GF00003612	TFCN404D1_004567-T1	DBVPG3775_001438-T1
GF00003613	TFCN404D1_004568-T1	DBVPG3775_001439-T1
GF00003614	TFCN404D1_004570-T1	DBVPG3775_001441-T1
GF00003615	TFCN404D1_004571-T1	DBVPG3775_001442-T1
GF00003616	TFCN404D1_006827-T1	DBVPG3775_001444-T1
GF00003617	TFCN404D1_006826-T1	DBVPG3775_001445-T1
GF00003618	TFCN404D1_004575-T1	DBVPG3775_001446-T1
GF00003619	TFCN404D1_013690-T1	DBVPG3775_002443-T1
GF00003620	TFCN404D1_014392-T1	DBVPG3775_006744-T1
GF00003621	TFCN404D1_006304-T1	DBVPG3775_000720-T1
GF00003622	TFCN404D1_004596-T1	DBVPG3775_000719-T1
GF00003623	TFCN404D1_006306-T1	DBVPG3775_000717-T1
GF00003624	TFCN404D1_004600-T1	DBVPG3775_000715-T1
GF00003625	TFCN404D1_004601-T1	DBVPG3775_000714-T1
GF00003626	TFCN404D1_004603-T1	DBVPG3775_000712-T1
GF00003627	TFCN404D1_006312-T1	DBVPG3775_000711-T1
GF00003628	TFCN404D1_004605-T1	DBVPG3775_000710-T1
GF00003629	TFCN404D1_004607-T1	DBVPG3775_000708-T1
GF00003630	TFCN404D1_004608-T1	DBVPG3775_000707-T1
GF00003631	TFCN404D1_014272-T1	DBVPG3775_000705-T1
GF00003632	TFCN404D1_004728-T1	DBVPG3775_005083-T1
GF00003633	TFCN404D1_004617-T1	DBVPG3775_000700-T1
GF00003634	TFCN404D1_004620-T1	DBVPG3775_000697-T1
GF00003635	TFCN404D1_004621-T1	DBVPG3775_000696-T1
GF00003636	TFCN404D1_010614-T1	DBVPG3775_004007-T1
GF00003637	TFCN404D1_004672-T1	DBVPG3775_004006-T1
GF00003638	TFCN404D1_010611-T1	DBVPG3775_004004-T1
GF00003639	TFCN404D1_010610-T1	DBVPG3775_004003-T1
GF00003640	TFCN404D1_004677-T1	DBVPG3775_004001-T1
GF00003641	TFCN404D1_004678-T1	DBVPG3775_004000-T1
GF00003642	TFCN404D1_004679-T1	DBVPG3775_003999-T1
GF00003643	TFCN404D1_004680-T1	DBVPG3775_003998-T1
GF00003644	TFCN404D1_004682-T1	DBVPG3775_003996-T1
GF00003645	TFCN404D1_004685-T1	DBVPG3775_003991-T1
GF00003646	TFCN404D1_004686-T1	DBVPG3775_003990-T1
GF00003647	TFCN404D1_010599-T1	DBVPG3775_003989-T1
GF00003648	TFCN404D1_010598-T1	DBVPG3775_003988-T1
GF00003649	TFCN404D1_010597-T1	DBVPG3775_003987-T1
GF00003650	TFCN404D1_004691-T1	DBVPG3775_003986-T1
GF00003651	TFCN404D1_004692-T1	DBVPG3775_003985-T1
GF00003652	TFCN404D1_004695-T1	DBVPG3775_003983-T1
GF00003653	TFCN404D1_007899-T1	DBVPG3775_003979-T1
GF00003654	TFCN404D1_004699-T1	DBVPG3775_003978-T1
GF00003655	TFCN404D1_004700-T1	DBVPG3775_003977-T1
GF00003656	TFCN404D1_004701-T1	DBVPG3775_003976-T1
GF00003657	TFCN404D1_007895-T1	DBVPG3775_003975-T1
GF00003658	TFCN404D1_004703-T1	DBVPG3775_003974-T1
GF00003659	TFCN404D1_004704-T1	DBVPG3775_003973-T1
GF00003660	TFCN404D1_004706-T1	DBVPG3775_005142-T1
GF00003661	TFCN404D1_004707-T1	DBVPG3775_005141-T1
GF00003662	TFCN404D1_004708-T1	DBVPG3775_005140-T1
GF00003663	TFCN404D1_004709-T1	DBVPG3775_005139-T1
GF00003664	TFCN404D1_007880-T1	DBVPG3775_005137-T1
GF00003665	TFCN404D1_007879-T1	DBVPG3775_005136-T1
GF00003666	TFCN404D1_004715-T1	DBVPG3775_005134-T1
GF00003667	TFCN404D1_004718-T1	DBVPG3775_005131-T1
GF00003668	TFCN404D1_007385-T1	DBVPG3775_005093-T1
GF00003669	TFCN404D1_007384-T1	DBVPG3775_005092-T1
GF00003670	TFCN404D1_007383-T1	DBVPG3775_005091-T1
GF00003671	TFCN404D1_004723-T1	DBVPG3775_005089-T1
GF00003672	TFCN404D1_004724-T1	DBVPG3775_005088-T1
GF00003673	TFCN404D1_007379-T1	DBVPG3775_005087-T1
GF00003674	TFCN404D1_004726-T1	DBVPG3775_005086-T1
GF00003675	TFCN404D1_011312-T1	DBVPG3775_005081-T1
GF00003676	TFCN404D1_011308-T1	DBVPG3775_005077-T1
GF00003677	TFCN404D1_004733-T1	DBVPG3775_005076-T1
GF00003678	TFCN404D1_004734-T1	DBVPG3775_005075-T1
GF00003679	TFCN404D1_011305-T1	DBVPG3775_005074-T1
GF00003680	TFCN404D1_011304-T1	DBVPG3775_005073-T1
GF00003681	TFCN404D1_004737-T1	DBVPG3775_005072-T1
GF00003682	TFCN404D1_004740-T1	DBVPG3775_005069-T1
GF00003683	TFCN404D1_004741-T1	DBVPG3775_005068-T1
GF00003684	TFCN404D1_004742-T1	DBVPG3775_005067-T1
GF00003685	TFCN404D1_011297-T1	DBVPG3775_005066-T1
GF00003686	TFCN404D1_014821-T1	DBVPG3775_005064-T1
GF00003687	TFCN404D1_014820-T1	DBVPG3775_005063-T1
GF00003688	TFCN404D1_004748-T1	DBVPG3775_005061-T1
GF00003689	TFCN404D1_004749-T1	DBVPG3775_005060-T1
GF00003690	TFCN404D1_004750-T1	DBVPG3775_005059-T1
GF00003691	TFCN404D1_004751-T1	DBVPG3775_005058-T1
GF00003692	TFCN404D1_010011-T1	DBVPG3775_005057-T1
GF00003693	TFCN404D1_010012-T1	DBVPG3775_005056-T1
GF00003694	TFCN404D1_004756-T1	DBVPG3775_005053-T1
GF00003695	TFCN404D1_004757-T1	DBVPG3775_005052-T1
GF00003696	TFCN404D1_011784-T1	DBVPG3775_002155-T1
GF00003697	TFCN404D1_010020-T1	DBVPG3775_005048-T1
GF00003698	TFCN404D1_010022-T1	DBVPG3775_005046-T1
GF00003699	TFCN404D1_004763-T1	DBVPG3775_005045-T1
GF00003700	TFCN404D1_013322-T1	DBVPG3775_003313-T1
GF00003701	TFCN404D1_004805-T1	DBVPG3775_001449-T1
GF00003702	TFCN404D1_004839-T1	DBVPG3775_001486-T1
GF00003703	TFCN404D1_004840-T1	DBVPG3775_001487-T1
GF00003704	TFCN404D1_014664-T1	DBVPG3775_001496-T1
GF00003705	TFCN404D1_004863-T1	DBVPG3775_000308-T1
GF00003706	TFCN404D1_004864-T1	DBVPG3775_000309-T1
GF00003707	TFCN404D1_013972-T1	DBVPG3775_000311-T1
GF00003708	TFCN404D1_004868-T1	DBVPG3775_000313-T1
GF00003709	TFCN404D1_004869-T1	DBVPG3775_000314-T1
GF00003710	TFCN404D1_004871-T1	DBVPG3775_000316-T1
GF00003711	TFCN404D1_004873-T1	DBVPG3775_000318-T1
GF00003712	TFCN404D1_004874-T1	DBVPG3775_000319-T1
GF00003713	TFCN404D1_004875-T1	DBVPG3775_000320-T1
GF00003714	TFCN404D1_004876-T1	DBVPG3775_000321-T1
GF00003715	TFCN404D1_010032-T1	DBVPG3775_000322-T1
GF00003716	TFCN404D1_004878-T1	DBVPG3775_000323-T1
GF00003717	TFCN404D1_004879-T1	DBVPG3775_000324-T1
GF00003718	TFCN404D1_004880-T1	DBVPG3775_000325-T1
GF00003719	TFCN404D1_004881-T1	DBVPG3775_000326-T1
GF00003720	TFCN404D1_004882-T1	DBVPG3775_000327-T1
GF00003721	TFCN404D1_010038-T1	DBVPG3775_000328-T1
GF00003722	TFCN404D1_010039-T1	DBVPG3775_000329-T1
GF00003723	TFCN404D1_004885-T1	DBVPG3775_000330-T1
GF00003724	TFCN404D1_010041-T1	DBVPG3775_000331-T1
GF00003725	TFCN404D1_010042-T1	DBVPG3775_000332-T1
GF00003726	TFCN404D1_004890-T1	DBVPG3775_000336-T1
GF00003727	TFCN404D1_010046-T1	DBVPG3775_000337-T1
GF00003728	TFCN404D1_010047-T1	DBVPG3775_000338-T1
GF00003729	TFCN404D1_010299-T1	DBVPG3775_000659-T1
GF00003730	TFCN404D1_010049-T1	DBVPG3775_000340-T1
GF00003731	TFCN404D1_010050-T1	DBVPG3775_000341-T1
GF00003732	TFCN404D1_004896-T1	DBVPG3775_000342-T1
GF00003733	TFCN404D1_004902-T1	DBVPG3775_000348-T1
GF00003734	TFCN404D1_004906-T1	DBVPG3775_003852-T1
GF00003735	TFCN404D1_004908-T1	DBVPG3775_003854-T1
GF00003736	TFCN404D1_004911-T1	DBVPG3775_003857-T1
GF00003737	TFCN404D1_009345-T1	DBVPG3775_003859-T1
GF00003738	TFCN404D1_009344-T1	DBVPG3775_003860-T1
GF00003739	TFCN404D1_004918-T1	DBVPG3775_003864-T1
GF00003740	TFCN404D1_004921-T1	DBVPG3775_003866-T1
GF00003741	TFCN404D1_004922-T1	DBVPG3775_003867-T1
GF00003742	TFCN404D1_004923-T1	DBVPG3775_003868-T1
GF00003743	TFCN404D1_010916-T1	DBVPG3775_003869-T1
GF00003744	TFCN404D1_010917-T1	DBVPG3775_003870-T1
GF00003745	TFCN404D1_010919-T1	DBVPG3775_003872-T1
GF00003746	TFCN404D1_010920-T1	DBVPG3775_003873-T1
GF00003747	TFCN404D1_004928-T1	DBVPG3775_003874-T1
GF00003748	TFCN404D1_004929-T1	DBVPG3775_003875-T1
GF00003749	TFCN404D1_010923-T1	DBVPG3775_003876-T1
GF00003750	TFCN404D1_004933-T1	DBVPG3775_003879-T1
GF00003751	TFCN404D1_004934-T1	DBVPG3775_003880-T1
GF00003752	TFCN404D1_004936-T1	DBVPG3775_003882-T1
GF00003753	TFCN404D1_004939-T1	DBVPG3775_003885-T1
GF00003754	TFCN404D1_011420-T1	DBVPG3775_003886-T1
GF00003755	TFCN404D1_004941-T1	DBVPG3775_003887-T1
GF00003756	TFCN404D1_004942-T1	DBVPG3775_003888-T1
GF00003757	TFCN404D1_011416-T1	DBVPG3775_003890-T1
GF00003758	TFCN404D1_007374-T1	DBVPG3775_000576-T1
GF00003759	TFCN404D1_004946-T1	DBVPG3775_003892-T1
GF00003760	TFCN404D1_008130-T1	DBVPG3775_004641-T1
GF00003761	TFCN404D1_008129-T1	DBVPG3775_004640-T1
GF00003762	TFCN404D1_004951-T1	DBVPG3775_004639-T1
GF00003763	TFCN404D1_008127-T1	DBVPG3775_004638-T1
GF00003764	TFCN404D1_004956-T1	DBVPG3775_004634-T1
GF00003765	TFCN404D1_008121-T1	DBVPG3775_004632-T1
GF00003766	TFCN404D1_004964-T1	DBVPG3775_007479-T1
GF00003767	TFCN404D1_012468-T1	DBVPG3775_007480-T1
GF00003768	TFCN404D1_004966-T1	DBVPG3775_007482-T1
GF00003769	TFCN404D1_004968-T1	DBVPG3775_007484-T1
GF00003770	TFCN404D1_012462-T1	DBVPG3775_007485-T1
GF00003771	TFCN404D1_012461-T1	DBVPG3775_007486-T1
GF00003772	TFCN404D1_004971-T1	DBVPG3775_007487-T1
GF00003773	TFCN404D1_004974-T1	DBVPG3775_007490-T1
GF00003774	TFCN404D1_004978-T1	DBVPG3775_007521-T1
GF00003775	TFCN404D1_004983-T1	DBVPG3775_007553-T1
GF00003776	TFCN404D1_014743-T1	DBVPG3775_007552-T1
GF00003777	TFCN404D1_007368-T1	DBVPG3775_000582-T1
